Player,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TDS,MISC_FL,FPTS,Team,Week,Year,Position
Tanner Hudson,1.7,17.0,0.1,0.0,4.2,CIN,10,2023,te
Tommy Tremble,1.6,15.4,0.1,0.0,3.7,CAR,10,2023,te
Josh Oliver,1.3,11.1,0.1,0.0,2.9,MIN,10,2023,te
Austin Hooper,1.2,10.5,0.1,0.0,2.6,NE,10,2023,te
John Bates,1.0,9.9,0.1,0.0,2.3,WAS,10,2023,te
Isaiah Likely,1.0,9.6,0.1,0.0,2.3,BAL,10,2023,te
Foster Moreau,0.9,9.8,0.1,0.0,2.2,NO,10,2023,te
Will Dissly,0.8,7.9,0.1,0.0,1.9,LAC,10,2023,te
Mo Alie-Cox,0.7,8.2,0.1,0.0,1.9,IND,10,2023,te
Luke Schoonmaker,0.7,7.3,0.1,0.0,1.9,DAL,10,2023,te
Brock Wright,0.7,7.1,0.1,0.0,1.8,DET,10,2023,te
Chris Manhertz,0.7,6.8,0.1,0.0,1.7,NYG,10,2023,te
Josiah Deguara,0.8,6.8,0.0,0.0,1.7,ARI,10,2023,te
Drew Sample,0.7,5.8,0.1,0.0,1.6,CIN,10,2023,te
Darnell Washington,0.6,6.0,0.0,0.0,1.5,PIT,10,2023,te
Johnny Mundt,0.6,5.6,0.0,0.0,1.4,JAC,10,2023,te
Eric Saubert,0.6,6.6,0.0,0.0,1.4,SEA,10,2023,te
Lawrence Cager,0.6,5.9,0.0,0.0,1.4,WAS,10,2023,te
Jeremy Ruckert,0.6,5.7,0.0,0.0,1.4,NYJ,10,2023,te
Will Mallory,0.6,5.8,0.0,0.0,1.4,IND,10,2023,te
Luke Farrell,0.6,5.3,0.0,0.0,1.3,SF,10,2023,te
Elijah Higgins,0.5,5.2,0.0,0.0,1.3,ARI,10,2023,te
Brenton Strange,0.5,4.4,0.0,0.0,1.1,JAC,10,2023,te
Payne Durham,0.4,4.4,0.0,0.0,1.1,TB,10,2023,te
Josh Whyle,0.4,4.1,0.0,0.0,1.0,TEN,10,2023,te
Dalton Keene,0.5,3.7,0.0,0.0,1.0,HOU,10,2023,te
Stone Smartt,0.4,4.0,0.0,0.0,1.0,NYJ,10,2023,te
Ross Dwelley,0.3,3.0,0.0,0.0,0.7,SF,10,2023,te
Stephen Carlson,0.2,2.9,0.0,0.0,0.6,CHI,10,2023,te
Sean McKeon,0.2,2.2,0.0,0.0,0.6,IND,10,2023,te
Charlie Kolar,0.2,2.4,0.0,0.0,0.5,BAL,10,2023,te
Ko Kieft,0.2,1.9,0.0,0.0,0.5,TB,10,2023,te
Nick Vannett,0.1,2.1,0.0,0.0,0.4,MIN,10,2023,te
Reggie Gilliam,0.2,1.6,0.0,0.0,0.4,BUF,10,2023,te
Ben Sims,0.2,1.4,0.0,0.0,0.4,GB,10,2023,te
Quintin Morris,0.2,1.2,0.0,0.0,0.4,JAC,10,2023,te
Brady Russell,0.1,1.5,0.0,0.0,0.3,SEA,10,2023,te
John FitzPatrick,0.1,1.1,0.0,0.0,0.3,GB,10,2023,te
James Mitchell,0.1,0.8,0.0,0.0,0.2,CAR,10,2023,te
Tucker Kraft,0.1,0.8,0.0,0.0,0.2,GB,10,2023,te
Lucas Krull,0.1,0.6,0.0,0.0,0.2,DEN,10,2023,te
Charlie Woerner,0.1,0.3,0.0,0.0,0.1,ATL,10,2023,te
Durham Smythe,0.0,0.0,0.0,0.0,0.0,CHI,10,2023,te
Jack Stoll,0.0,0.0,0.0,0.0,0.0,NO,10,2023,te
Ian Thomas,0.0,0.0,0.0,0.0,0.0,LV,10,2023,te
Albert Okwuegbunam Jr.,0.0,0.0,0.0,0.0,0.0,LV,10,2023,te
Zach Davidson,0.0,0.0,0.0,0.0,0.0,BUF,10,2023,te
Feleipe Franks,0.0,0.0,0.0,0.0,0.0,ATL,10,2023,te
Giovanni Ricci,0.0,0.0,0.0,0.0,0.0,MIN,10,2023,te
Kenny Yeboah,0.0,0.0,0.0,0.0,0.0,DET,10,2023,te
Shane Zylstra,0.0,0.0,0.0,0.0,0.0,DET,10,2023,te
Tyree Jackson,0.0,0.0,0.0,0.0,0.0,WAS,10,2023,te
Dominique Dafney,0.0,0.0,0.0,0.0,0.0,CAR,10,2023,te
Hunter Long,0.0,0.0,0.0,0.0,0.0,JAC,10,2023,te
Tyler Mabry,0.0,0.0,0.0,0.0,0.0,CAR,10,2023,te
Scotty Washington,0.0,0.0,0.0,0.0,0.0,BAL,10,2023,te
Nikola Kalinic,0.0,0.0,0.0,0.0,0.0,ATL,10,2023,te
Jake Tonges,0.0,0.0,0.0,0.0,0.0,SF,10,2023,te
Teagan Quitoriano,0.0,0.0,0.0,0.0,0.0,ATL,10,2023,te
Jelani Woods,0.0,0.0,0.0,0.0,0.0,IND,10,2023,te
Zack Kuntz,0.0,0.0,0.0,0.0,0.0,NYJ,10,2023,te
Tucker Fisk,0.0,0.0,0.0,0.0,0.0,LAC,10,2023,te
Travis Kelce,7.0,73.7,0.5,0.0,17.5,KC,11,2023,te
T.J. Hockenson,6.3,65.2,0.4,0.0,14.9,MIN,11,2023,te
Mark Andrews,5.3,62.0,0.5,0.0,14.3,BAL,11,2023,te
Trey McBride,5.2,57.8,0.3,0.0,12.8,ARI,11,2023,te
Dalton Kincaid,5.4,49.6,0.3,0.0,12.1,BUF,11,2023,te
Sam LaPorta,4.8,51.2,0.3,0.0,12.0,DET,11,2023,te
Dalton Schultz,4.5,49.9,0.4,0.0,11.8,HOU,11,2023,te
George Kittle,3.9,56.1,0.4,0.0,11.8,SF,11,2023,te
Evan Engram,5.4,50.4,0.2,0.0,11.7,DEN,11,2023,te
Cole Kmet,4.4,47.7,0.3,0.0,11.1,CHI,11,2023,te
Jake Ferguson,4.4,43.9,0.4,0.0,10.9,DAL,11,2023,te
David Njoku,4.0,44.1,0.2,0.0,9.7,CLE,11,2023,te
Luke Musgrave,3.4,36.5,0.2,0.0,8.1,GB,11,2023,te
Tyler Conklin,3.2,32.0,0.2,0.0,7.3,LAC,11,2023,te
Cade Otton,3.0,31.4,0.2,0.0,7.3,TB,11,2023,te
Chig Okonkwo,3.1,31.6,0.2,0.0,7.1,TEN,11,2023,te
Donald Parham Jr.,2.7,29.3,0.2,0.0,7.1,PIT,11,2023,te
Pat Freiermuth,2.8,28.9,0.2,0.0,7.0,PIT,11,2023,te
Tyler Higbee,2.9,29.3,0.2,0.0,6.8,LAR,11,2023,te
Michael Mayer,2.7,27.8,0.1,0.0,6.2,LV,11,2023,te
Irv Smith Jr.,2.3,21.5,0.2,0.0,5.4,HOU,11,2023,te
Tanner Hudson,2.2,20.8,0.1,0.0,5.1,CIN,11,2023,te
Daniel Bellinger,2.2,21.0,0.1,0.0,4.9,NYG,11,2023,te
Tommy Tremble,2.1,19.5,0.1,0.0,4.8,CAR,11,2023,te
Noah Fant,1.8,20.1,0.1,0.0,4.6,CIN,11,2023,te
Adam Trautman,1.6,16.4,0.1,0.0,4.0,DEN,11,2023,te
Connor Heyward,1.4,13.8,0.1,0.0,3.4,PIT,11,2023,te
Noah Gray,1.4,13.9,0.1,0.0,3.4,KC,11,2023,te
Colby Parkinson,1.2,12.0,0.1,0.0,2.9,LAR,11,2023,te
Stone Smartt,1.2,11.5,0.1,0.0,2.9,NYJ,11,2023,te
Lawrence Cager,1.0,9.6,0.1,0.0,2.6,WAS,11,2023,te
Julian Hill,1.0,9.8,0.1,0.0,2.6,MIA,11,2023,te
Brock Wright,1.1,10.2,0.1,0.0,2.6,DET,11,2023,te
John Bates,1.1,10.5,0.1,0.0,2.5,WAS,11,2023,te
Isaiah Likely,1.0,10.2,0.1,0.0,2.4,BAL,11,2023,te
Ian Thomas,1.0,9.9,0.1,0.0,2.3,LV,11,2023,te
Lucas Krull,1.0,8.5,0.1,0.0,2.2,DEN,11,2023,te
Will Dissly,0.9,8.4,0.1,0.0,2.0,LAC,11,2023,te
Tucker Kraft,0.8,8.1,0.1,0.0,2.0,GB,11,2023,te
Josh Whyle,0.8,8.1,0.1,0.0,1.9,TEN,11,2023,te
Luke Schoonmaker,0.8,7.0,0.1,0.0,1.9,DAL,11,2023,te
Drew Sample,0.8,6.7,0.0,0.0,1.8,CIN,11,2023,te
Albert Okwuegbunam Jr.,0.8,8.0,0.0,0.0,1.8,LV,11,2023,te
Grant Calcaterra,0.8,7.0,0.1,0.0,1.8,PHI,11,2023,te
Elijah Higgins,0.7,7.2,0.1,0.0,1.7,ARI,11,2023,te
Josh Oliver,0.7,6.0,0.1,0.0,1.7,MIN,11,2023,te
Harrison Bryant,0.6,5.8,0.0,0.0,1.5,PHI,11,2023,te
Chris Manhertz,0.6,5.9,0.1,0.0,1.5,NYG,11,2023,te
Brenton Strange,0.6,6.0,0.0,0.0,1.5,JAC,11,2023,te
Andrew Beck,0.5,3.8,0.0,0.0,1.5,NYJ,11,2023,te
Johnny Mundt,0.7,5.7,0.0,0.0,1.5,JAC,11,2023,te
Jeremy Ruckert,0.7,6.0,0.0,0.0,1.5,NYJ,11,2023,te
Brevin Jordan,0.5,5.6,0.1,0.0,1.4,HOU,11,2023,te
Robert Tonyan,0.5,5.3,0.0,0.0,1.3,KC,11,2023,te
Nate Adkins,0.5,5.0,0.0,0.0,1.2,DEN,11,2023,te
Payne Durham,0.4,3.9,0.0,0.0,1.0,TB,11,2023,te
Blake Whiteheart,0.5,3.5,0.0,0.0,1.0,CLE,11,2023,te
Darnell Washington,0.4,3.6,0.0,0.0,0.9,PIT,11,2023,te
Josiah Deguara,0.3,3.0,0.0,0.0,0.8,ARI,11,2023,te
Mitchell Wilcox,0.3,2.7,0.0,0.0,0.7,MIA,11,2023,te
Ross Dwelley,0.2,2.9,0.0,0.0,0.7,SF,11,2023,te
Luke Farrell,0.2,2.4,0.0,0.0,0.6,SF,11,2023,te
Charlie Kolar,0.2,2.5,0.0,0.0,0.5,BAL,11,2023,te
Nick Vannett,0.2,2.2,0.0,0.0,0.5,MIN,11,2023,te
Quintin Morris,0.2,1.4,0.0,0.0,0.4,JAC,11,2023,te
James Mitchell,0.1,1.5,0.0,0.0,0.4,CAR,11,2023,te
Reggie Gilliam,0.2,1.6,0.0,0.0,0.4,BUF,11,2023,te
Hunter Long,0.2,1.0,0.0,0.0,0.3,JAC,11,2023,te
Ko Kieft,0.1,1.0,0.0,0.0,0.3,TB,11,2023,te
Cole Turner,0.1,1.4,0.0,0.0,0.3,WAS,11,2023,te
Brady Russell,0.1,1.2,0.0,0.0,0.3,SEA,11,2023,te
Ben Sims,0.1,1.1,0.0,0.0,0.2,GB,11,2023,te
Jonnu Smith,0.0,0.0,0.0,0.0,0.0,PIT,11,2023,te
Kylen Granson,0.0,0.0,0.0,0.0,0.0,PHI,11,2023,te
Mike Gesicki,0.0,0.0,0.0,0.0,0.0,CIN,11,2023,te
Pharaoh Brown,0.0,0.0,0.0,0.0,0.0,MIA,11,2023,te
Zach Davidson,0.0,0.0,0.0,0.0,0.0,BUF,11,2023,te
Giovanni Ricci,0.0,0.0,0.0,0.0,0.0,MIN,11,2023,te
Kenny Yeboah,0.0,0.0,0.0,0.0,0.0,DET,11,2023,te
Shane Zylstra,0.0,0.0,0.0,0.0,0.0,DET,11,2023,te
John FitzPatrick,0.0,0.0,0.0,0.0,0.0,GB,11,2023,te
Davis Allen,0.0,0.0,0.0,0.0,0.0,LAR,11,2023,te
Dalton Keene,0.0,0.0,0.0,0.0,0.0,HOU,11,2023,te
Tyree Jackson,0.0,0.0,0.0,0.0,0.0,WAS,11,2023,te
Dominique Dafney,0.0,0.0,0.0,0.0,0.0,CAR,11,2023,te
Stephen Carlson,0.0,0.0,0.0,0.0,0.0,CHI,11,2023,te
Tyler Mabry,0.0,0.0,0.0,0.0,0.0,CAR,11,2023,te
Tanner Conner,0.0,0.0,0.0,0.0,0.0,MIA,11,2023,te
Scotty Washington,0.0,0.0,0.0,0.0,0.0,BAL,11,2023,te
Jake Tonges,0.0,0.0,0.0,0.0,0.0,SF,11,2023,te
Zack Kuntz,0.0,0.0,0.0,0.0,0.0,NYJ,11,2023,te
Tucker Fisk,0.0,0.0,0.0,0.0,0.0,LAC,11,2023,te
Travis Kelce,6.8,71.3,0.5,0.0,17.0,KC,12,2023,te
T.J. Hockenson,6.0,62.9,0.4,0.0,14.4,MIN,12,2023,te
George Kittle,4.7,63.4,0.4,0.0,13.3,SF,12,2023,te
Dalton Kincaid,5.5,52.3,0.3,0.0,12.6,BUF,12,2023,te
Trey McBride,5.0,55.3,0.3,0.0,12.2,ARI,12,2023,te
Sam LaPorta,4.6,47.7,0.3,0.0,11.3,DET,12,2023,te
Evan Engram,5.1,48.3,0.2,0.0,11.1,DEN,12,2023,te
David Njoku,4.6,49.8,0.2,0.0,11.0,CLE,12,2023,te
Jake Ferguson,4.3,42.5,0.4,0.0,10.8,DAL,12,2023,te
Cole Kmet,4.3,45.6,0.3,0.0,10.7,CHI,12,2023,te
Dalton Schultz,3.9,45.8,0.3,0.0,10.4,HOU,12,2023,te
Kyle Pitts Sr.,3.8,45.0,0.2,0.0,9.5,ATL,12,2023,te
Isaiah Likely,3.0,34.8,0.2,0.0,7.9,BAL,12,2023,te
Hunter Henry,3.0,34.0,0.2,0.0,7.7,NE,12,2023,te
Jonnu Smith,3.0,33.3,0.2,0.0,7.5,PIT,12,2023,te
Cade Otton,3.1,31.1,0.2,0.0,7.3,TB,12,2023,te
Taysom Hill,1.9,18.2,0.1,0.0,7.2,NO,12,2023,te
Tyler Conklin,2.9,29.1,0.1,0.0,6.7,LAC,12,2023,te
Tyler Higbee,2.8,28.9,0.1,0.0,6.5,LAR,12,2023,te
Pat Freiermuth,2.6,26.8,0.2,0.0,6.5,PIT,12,2023,te
Tucker Kraft,2.7,28.8,0.2,0.0,6.5,GB,12,2023,te
Chig Okonkwo,2.6,27.3,0.2,0.0,6.3,TEN,12,2023,te
Michael Mayer,2.7,28.2,0.1,0.0,6.2,LV,12,2023,te
Juwan Johnson,2.2,24.0,0.2,0.0,5.7,NO,12,2023,te
Tanner Hudson,2.4,24.8,0.1,0.0,5.5,CIN,12,2023,te
Daniel Bellinger,2.2,24.0,0.1,0.0,5.3,NYG,12,2023,te
Kylen Granson,2.1,21.6,0.2,0.0,5.1,PHI,12,2023,te
Tommy Tremble,1.8,19.7,0.2,0.0,4.7,CAR,12,2023,te
Noah Fant,1.8,19.2,0.1,0.0,4.4,CIN,12,2023,te
Donald Parham Jr.,1.8,17.7,0.1,0.0,4.4,PIT,12,2023,te
Mike Gesicki,1.7,18.0,0.1,0.0,4.2,CIN,12,2023,te
Adam Trautman,1.7,16.4,0.1,0.0,4.1,DEN,12,2023,te
Noah Gray,1.4,14.5,0.1,0.0,3.5,KC,12,2023,te
Jeremy Ruckert,1.5,14.4,0.1,0.0,3.5,NYJ,12,2023,te
Irv Smith Jr.,1.5,13.9,0.1,0.0,3.4,HOU,12,2023,te
Jack Stoll,1.5,13.9,0.1,0.0,3.4,NO,12,2023,te
Josh Oliver,1.4,12.6,0.1,0.0,3.3,MIN,12,2023,te
Will Dissly,1.3,11.9,0.1,0.0,2.9,LAC,12,2023,te
Will Mallory,1.1,11.7,0.1,0.0,2.8,IND,12,2023,te
Durham Smythe,1.2,10.4,0.1,0.0,2.6,CHI,12,2023,te
Austin Hooper,1.1,9.6,0.1,0.0,2.5,NE,12,2023,te
Mo Alie-Cox,1.0,11.4,0.1,0.0,2.5,IND,12,2023,te
Charlie Kolar,1.0,9.7,0.1,0.0,2.4,BAL,12,2023,te
Ben Sims,1.0,9.7,0.1,0.0,2.4,GB,12,2023,te
Josh Whyle,0.8,8.5,0.1,0.0,2.1,TEN,12,2023,te
John Bates,1.0,8.8,0.0,0.0,2.1,WAS,12,2023,te
Albert Okwuegbunam Jr.,0.9,9.0,0.0,0.0,2.0,LV,12,2023,te
Luke Schoonmaker,0.8,7.3,0.1,0.0,2.0,DAL,12,2023,te
Quintin Morris,0.8,6.8,0.1,0.0,1.8,JAC,12,2023,te
Ian Thomas,0.8,7.6,0.0,0.0,1.7,LV,12,2023,te
Elijah Higgins,0.7,6.9,0.1,0.0,1.7,ARI,12,2023,te
Connor Heyward,0.7,6.8,0.0,0.0,1.6,PIT,12,2023,te
Drew Sample,0.7,6.6,0.0,0.0,1.6,CIN,12,2023,te
Stone Smartt,0.6,6.3,0.0,0.0,1.5,NYJ,12,2023,te
Foster Moreau,0.6,6.3,0.1,0.0,1.5,NO,12,2023,te
Robert Tonyan,0.6,5.8,0.0,0.0,1.5,KC,12,2023,te
Lawrence Cager,0.6,6.1,0.0,0.0,1.5,WAS,12,2023,te
Pharaoh Brown,0.6,6.2,0.0,0.0,1.5,MIA,12,2023,te
Brock Wright,0.6,5.7,0.0,0.0,1.4,DET,12,2023,te
Andrew Beck,0.5,4.2,0.0,0.0,1.4,NYJ,12,2023,te
Colby Parkinson,0.5,5.6,0.0,0.0,1.4,LAR,12,2023,te
Payne Durham,0.6,5.3,0.0,0.0,1.4,TB,12,2023,te
Brenton Strange,0.5,5.1,0.0,0.0,1.3,JAC,12,2023,te
Cole Turner,0.5,5.0,0.0,0.0,1.3,WAS,12,2023,te
Luke Farrell,0.5,4.5,0.0,0.0,1.2,SF,12,2023,te
Brevin Jordan,0.4,4.4,0.0,0.0,1.1,HOU,12,2023,te
Harrison Bryant,0.4,3.8,0.0,0.0,1.0,PHI,12,2023,te
Chris Manhertz,0.4,4.0,0.0,0.0,1.0,NYG,12,2023,te
Darnell Washington,0.4,3.8,0.0,0.0,0.9,PIT,12,2023,te
Julian Hill,0.4,3.4,0.0,0.0,0.9,MIA,12,2023,te
Nate Adkins,0.3,3.3,0.0,0.0,0.8,DEN,12,2023,te
Johnny Mundt,0.3,3.0,0.0,0.0,0.8,JAC,12,2023,te
Sean McKeon,0.2,1.8,0.0,0.0,0.5,IND,12,2023,te
Lucas Krull,0.2,1.9,0.0,0.0,0.5,DEN,12,2023,te
Davis Allen,0.2,1.7,0.0,0.0,0.5,LAR,12,2023,te
Ross Dwelley,0.2,1.8,0.0,0.0,0.4,SF,12,2023,te
Eric Saubert,0.1,1.3,0.0,0.0,0.3,SEA,12,2023,te
Brady Russell,0.1,1.4,0.0,0.0,0.3,SEA,12,2023,te
Ko Kieft,0.2,0.8,0.0,0.0,0.3,TB,12,2023,te
Hunter Long,0.1,0.6,0.0,0.0,0.3,JAC,12,2023,te
Mitchell Wilcox,0.1,0.9,0.0,0.0,0.2,MIA,12,2023,te
Tyree Jackson,0.1,0.9,0.0,0.0,0.2,WAS,12,2023,te
James Mitchell,0.1,0.9,0.0,0.0,0.2,CAR,12,2023,te
Charlie Woerner,0.0,0.0,0.0,0.0,0.0,ATL,12,2023,te
Zach Davidson,0.0,0.0,0.0,0.0,0.0,BUF,12,2023,te
Feleipe Franks,0.0,0.0,0.0,0.0,0.0,ATL,12,2023,te
Giovanni Ricci,0.0,0.0,0.0,0.0,0.0,MIN,12,2023,te
Kenny Yeboah,0.0,0.0,0.0,0.0,0.0,DET,12,2023,te
Shane Zylstra,0.0,0.0,0.0,0.0,0.0,DET,12,2023,te
Dalton Keene,0.0,0.0,0.0,0.0,0.0,HOU,12,2023,te
Dominique Dafney,0.0,0.0,0.0,0.0,0.0,CAR,12,2023,te
Stephen Carlson,0.0,0.0,0.0,0.0,0.0,CHI,12,2023,te
Tyler Mabry,0.0,0.0,0.0,0.0,0.0,CAR,12,2023,te
Tanner Conner,0.0,0.0,0.0,0.0,0.0,MIA,12,2023,te
Scotty Washington,0.0,0.0,0.0,0.0,0.0,BAL,12,2023,te
Nikola Kalinic,0.0,0.0,0.0,0.0,0.0,ATL,12,2023,te
Jake Tonges,0.0,0.0,0.0,0.0,0.0,SF,12,2023,te
Teagan Quitoriano,0.0,0.0,0.0,0.0,0.0,ATL,12,2023,te
Zack Kuntz,0.0,0.0,0.0,0.0,0.0,NYJ,12,2023,te
Tucker Fisk,0.0,0.0,0.0,0.0,0.0,LAC,12,2023,te
Travis Kelce,6.4,67.1,0.5,0.0,16.0,KC,13,2023,te
George Kittle,4.6,62.9,0.4,0.0,13.1,SF,13,2023,te
David Njoku,4.9,52.8,0.3,0.0,11.8,CLE,13,2023,te
Trey McBride,5.0,51.9,0.2,0.0,11.6,ARI,13,2023,te
Evan Engram,5.1,50.5,0.2,0.0,11.5,DEN,13,2023,te
Sam LaPorta,4.7,48.1,0.3,0.0,11.4,DET,13,2023,te
Taysom Hill,2.8,26.5,0.2,0.0,11.1,NO,13,2023,te
Jake Ferguson,3.9,39.6,0.3,0.0,9.7,DAL,13,2023,te
Pat Freiermuth,3.6,37.6,0.3,0.0,8.9,PIT,13,2023,te
Kyle Pitts Sr.,3.3,39.7,0.2,0.0,8.3,ATL,13,2023,te
Juwan Johnson,3.1,34.0,0.2,0.0,7.9,NO,13,2023,te
Cade Otton,3.0,31.1,0.2,0.0,7.2,TB,13,2023,te
Tyler Conklin,3.1,31.2,0.2,0.0,7.1,LAC,13,2023,te
Chig Okonkwo,2.8,31.2,0.2,0.0,7.0,TEN,13,2023,te
Hunter Henry,2.7,31.0,0.2,0.0,6.9,NE,13,2023,te
Tyler Higbee,2.7,27.4,0.2,0.0,6.4,LAR,13,2023,te
Tanner Hudson,2.7,28.0,0.1,0.0,6.3,CIN,13,2023,te
Jonnu Smith,2.4,26.6,0.1,0.0,5.9,PIT,13,2023,te
Tucker Kraft,2.2,24.6,0.1,0.0,5.5,GB,13,2023,te
Brevin Jordan,2.2,23.4,0.2,0.0,5.4,HOU,13,2023,te
Noah Fant,1.9,20.3,0.1,0.0,4.6,CIN,13,2023,te
Mike Gesicki,1.7,19.3,0.1,0.0,4.3,CIN,13,2023,te
Kylen Granson,1.7,17.8,0.1,0.0,4.2,PHI,13,2023,te
Adam Trautman,1.7,16.3,0.1,0.0,4.1,DEN,13,2023,te
Jeremy Ruckert,1.7,16.5,0.1,0.0,3.9,NYJ,13,2023,te
Donald Parham Jr.,1.6,15.3,0.1,0.0,3.8,PIT,13,2023,te
Noah Gray,1.6,15.7,0.1,0.0,3.7,KC,13,2023,te
Jack Stoll,1.3,13.2,0.1,0.0,3.1,NO,13,2023,te
Drew Ogletree,1.2,13.3,0.1,0.0,3.1,IND,13,2023,te
Irv Smith Jr.,1.3,11.4,0.1,0.0,2.9,HOU,13,2023,te
Josiah Deguara,1.2,10.9,0.1,0.0,2.8,ARI,13,2023,te
Luke Farrell,1.1,11.3,0.1,0.0,2.7,SF,13,2023,te
Will Dissly,1.1,10.8,0.1,0.0,2.5,LAC,13,2023,te
Colby Parkinson,1.0,10.1,0.1,0.0,2.5,LAR,13,2023,te
Luke Schoonmaker,1.0,9.5,0.1,0.0,2.5,DAL,13,2023,te
Andrew Beck,1.0,8.2,0.1,0.0,2.4,NYJ,13,2023,te
Will Mallory,0.9,10.2,0.1,0.0,2.3,IND,13,2023,te
Josh Whyle,0.9,9.7,0.1,0.0,2.3,TEN,13,2023,te
Eric Saubert,0.9,9.5,0.1,0.0,2.2,SEA,13,2023,te
Connor Heyward,0.9,9.1,0.1,0.0,2.2,PIT,13,2023,te
Stone Smartt,0.8,8.0,0.1,0.0,1.9,NYJ,13,2023,te
Drew Sample,0.8,7.4,0.1,0.0,1.9,CIN,13,2023,te
Ben Sims,0.8,7.6,0.1,0.0,1.9,GB,13,2023,te
Mo Alie-Cox,0.8,8.3,0.0,0.0,1.8,IND,13,2023,te
Brock Wright,0.7,7.0,0.1,0.0,1.8,DET,13,2023,te
Elijah Higgins,0.7,7.3,0.0,0.0,1.7,ARI,13,2023,te
John Bates,0.7,6.9,0.0,0.0,1.7,WAS,13,2023,te
Harrison Bryant,0.7,5.4,0.0,0.0,1.5,PHI,13,2023,te
Pharaoh Brown,0.6,7.1,0.0,0.0,1.5,MIA,13,2023,te
Payne Durham,0.6,5.8,0.0,0.0,1.5,TB,13,2023,te
Cole Turner,0.6,5.8,0.0,0.0,1.4,WAS,13,2023,te
Foster Moreau,0.5,6.0,0.0,0.0,1.4,NO,13,2023,te
Darnell Washington,0.4,4.2,0.0,0.0,1.1,PIT,13,2023,te
Charlie Woerner,0.5,4.2,0.0,0.0,1.0,ATL,13,2023,te
Princeton Fant,0.3,3.0,0.0,0.0,0.8,DAL,13,2023,te
Mitchell Wilcox,0.3,3.1,0.0,0.0,0.7,MIA,13,2023,te
Julian Hill,0.3,2.3,0.0,0.0,0.6,MIA,13,2023,te
Brenton Strange,0.2,2.6,0.0,0.0,0.6,JAC,13,2023,te
Grant Calcaterra,0.2,1.9,0.0,0.0,0.5,PHI,13,2023,te
Davis Allen,0.2,1.7,0.0,0.0,0.4,LAR,13,2023,te
Hunter Long,0.2,1.4,0.0,0.0,0.4,JAC,13,2023,te
Ross Dwelley,0.2,1.7,0.0,0.0,0.4,SF,13,2023,te
Ko Kieft,0.2,1.2,0.0,0.0,0.3,TB,13,2023,te
Lucas Krull,0.1,1.0,0.0,0.0,0.3,DEN,13,2023,te
Brady Russell,0.1,1.0,0.0,0.0,0.3,SEA,13,2023,te
James Mitchell,0.1,0.5,0.0,0.0,0.2,CAR,13,2023,te
Sean McKeon,0.0,0.5,0.0,0.0,0.2,IND,13,2023,te
Darren Waller,0.0,0.0,0.0,0.0,0.0,MIA,13,2023,te
Zach Ertz,0.0,0.0,0.0,0.0,0.0,WAS,13,2023,te
Austin Hooper,0.0,0.0,0.0,0.0,0.0,NE,13,2023,te
Robert Tonyan,0.0,0.0,0.0,0.0,0.0,KC,13,2023,te
Quintin Morris,0.0,0.0,0.0,0.0,0.0,JAC,13,2023,te
Johnny Mundt,0.0,0.0,0.0,0.0,0.0,JAC,13,2023,te
Feleipe Franks,0.0,0.0,0.0,0.0,0.0,ATL,13,2023,te
Kenny Yeboah,0.0,0.0,0.0,0.0,0.0,DET,13,2023,te
Shane Zylstra,0.0,0.0,0.0,0.0,0.0,DET,13,2023,te
Nick Muse,0.0,0.0,0.0,0.0,0.0,PHI,13,2023,te
Lawrence Cager,0.0,0.0,0.0,0.0,0.0,WAS,13,2023,te
Dalton Keene,0.0,0.0,0.0,0.0,0.0,HOU,13,2023,te
Tyree Jackson,0.0,0.0,0.0,0.0,0.0,WAS,13,2023,te
Dominique Dafney,0.0,0.0,0.0,0.0,0.0,CAR,13,2023,te
Tyler Mabry,0.0,0.0,0.0,0.0,0.0,CAR,13,2023,te
Tanner Conner,0.0,0.0,0.0,0.0,0.0,MIA,13,2023,te
Nikola Kalinic,0.0,0.0,0.0,0.0,0.0,ATL,13,2023,te
Jake Tonges,0.0,0.0,0.0,0.0,0.0,SF,13,2023,te
Teagan Quitoriano,0.0,0.0,0.0,0.0,0.0,ATL,13,2023,te
Zack Kuntz,0.0,0.0,0.0,0.0,0.0,NYJ,13,2023,te
Tucker Fisk,0.0,0.0,0.0,0.0,0.0,LAC,13,2023,te
Travis Kelce,6.3,65.3,0.5,0.0,15.7,KC,14,2023,te
George Kittle,4.5,63.2,0.4,0.0,13.2,SF,14,2023,te
Sam LaPorta,5.2,55.1,0.3,0.0,12.8,DET,14,2023,te
T.J. Hockenson,5.4,53.2,0.3,0.0,12.6,MIN,14,2023,te
Evan Engram,5.4,51.3,0.2,0.0,11.6,DEN,14,2023,te
Cole Kmet,4.3,45.0,0.3,0.0,10.7,CHI,14,2023,te
Jake Ferguson,4.1,42.9,0.3,0.0,10.4,DAL,14,2023,te
David Njoku,4.0,44.6,0.3,0.0,10.0,CLE,14,2023,te
Dallas Goedert,4.0,44.2,0.2,0.0,9.6,PHI,14,2023,te
Kyle Pitts Sr.,3.6,43.2,0.2,0.0,9.1,ATL,14,2023,te
Pat Freiermuth,3.3,35.9,0.2,0.0,8.2,PIT,14,2023,te
Isaiah Likely,3.3,35.6,0.2,0.0,8.1,BAL,14,2023,te
