Player,FG,FGA,XPT,FPTS,Team,Week,Year,Position
Jake Elliott,1.8,2.0,2.4,7.8,PHI,8,2023,k
Brandon Aubrey,1.8,2.1,2.5,7.8,DAL,8,2023,k
Jake Moody,1.6,1.9,2.9,7.7,SF,8,2023,k
Tyler Bass,1.7,2.1,2.4,7.6,BUF,8,2023,k
Brandon McManus,1.8,2.1,2.1,7.4,GB,8,2023,k
Jason Myers,1.7,2.0,2.3,7.4,SEA,8,2023,k
Chris Boswell,1.7,1.9,2.1,7.3,PIT,8,2023,k
Cairo Santos,1.7,1.9,2.1,7.2,CHI,8,2023,k
Evan McPherson,1.8,2.2,1.8,7.1,CIN,8,2023,k
Ka'imi Fairbairn,1.5,2.0,2.5,7.0,HOU,8,2023,k
Nick Folk,1.7,1.9,1.9,7.0,NYJ,8,2023,k
Blake Grupe,1.7,2.2,1.8,6.9,NO,8,2023,k
Matt Gay,1.5,2.0,2.4,6.8,WAS,8,2023,k
Chase McLaughlin,1.7,1.8,1.9,6.8,TB,8,2023,k
Younghoe Koo,1.5,2.0,2.3,6.8,ATL,8,2023,k
Chad Ryland,1.6,1.8,1.8,6.6,ARI,8,2023,k
Wil Lutz,1.4,1.9,2.1,6.3,DEN,8,2023,k
Graham Gano,1.5,1.5,1.7,6.2,NYG,8,2023,k
Daniel Carlson,1.4,1.9,1.8,5.9,LV,8,2023,k
Joey Slye,1.4,2.0,1.7,5.9,TEN,8,2023,k
Dustin Hopkins,1.4,1.7,1.6,5.9,CLE,8,2023,k
Matthew Wright,0.0,0.0,0.0,0.0,CAR,8,2023,k
Harrison Butker,2.0,2.0,2.8,8.8,KC,9,2023,k
Matt Gay,1.7,2.1,2.6,7.9,WAS,9,2023,k
Evan McPherson,1.8,2.2,2.4,7.7,CIN,9,2023,k
Jason Sanders,1.6,1.8,2.8,7.7,MIA,9,2023,k
Jake Elliott,1.8,2.1,2.1,7.6,PHI,9,2023,k
Ka'imi Fairbairn,1.8,2.1,2.2,7.6,HOU,9,2023,k
Blake Grupe,1.7,2.1,2.4,7.6,NO,9,2023,k
Younghoe Koo,1.8,2.1,2.1,7.4,ATL,9,2023,k
Nick Folk,1.8,2.1,2.0,7.3,NYJ,9,2023,k
Chad Ryland,1.7,2.0,2.0,7.0,ARI,9,2023,k
Cameron Dicker,1.5,2.0,2.5,7.0,LAC,9,2023,k
Chris Boswell,1.5,2.0,2.4,6.9,PIT,9,2023,k
Tyler Bass,1.4,1.9,2.7,6.9,BUF,9,2023,k
Daniel Carlson,1.6,1.9,2.0,6.9,LV,9,2023,k
Brandon Aubrey,1.5,2.0,2.4,6.9,DAL,9,2023,k
Jason Myers,1.7,1.9,1.8,6.8,SEA,9,2023,k
Dustin Hopkins,1.6,2.2,1.9,6.7,CLE,9,2023,k
Joey Slye,1.7,2.1,1.6,6.7,TEN,9,2023,k
Chase McLaughlin,1.5,2.1,2.0,6.5,TB,9,2023,k
Cairo Santos,1.4,1.9,1.8,6.0,CHI,9,2023,k
Matthew Wright,0.0,0.0,0.0,0.0,CAR,9,2023,k
Brandon McManus,0.0,0.0,0.0,0.0,GB,9,2023,k
Brandon McManus,2.0,2.1,2.2,8.2,GB,10,2023,k
Brandon Aubrey,1.8,2.2,2.7,8.2,DAL,10,2023,k
Evan McPherson,1.8,2.1,2.6,8.0,CIN,10,2023,k
Tyler Bass,1.6,1.8,2.9,7.7,BUF,10,2023,k
Cameron Dicker,1.7,2.0,2.4,7.6,LAC,10,2023,k
Jason Myers,1.7,2.1,2.3,7.5,SEA,10,2023,k
Jake Moody,1.7,2.2,2.5,7.5,SF,10,2023,k
Chase McLaughlin,1.7,2.1,2.3,7.5,TB,10,2023,k
Nick Folk,1.8,2.0,2.0,7.3,NYJ,10,2023,k
Younghoe Koo,1.5,2.0,2.5,7.1,ATL,10,2023,k
Daniel Carlson,1.6,1.9,2.1,6.9,LV,10,2023,k
Chris Boswell,1.5,2.0,2.3,6.9,PIT,10,2023,k
Cairo Santos,1.5,2.0,2.5,6.8,CHI,10,2023,k
Joey Slye,1.6,2.0,1.9,6.8,TEN,10,2023,k
Matt Gay,1.5,2.0,2.4,6.8,WAS,10,2023,k
Chad Ryland,1.7,1.9,1.7,6.7,ARI,10,2023,k
Blake Grupe,1.4,1.9,2.1,6.4,NO,10,2023,k
Wil Lutz,1.4,1.8,1.9,6.1,DEN,10,2023,k
Dustin Hopkins,1.5,1.9,1.5,5.9,CLE,10,2023,k
Matthew Wright,0.0,0.0,0.0,0.0,CAR,10,2023,k
Brandon McManus,2.0,2.1,2.2,8.2,GB,11,2023,k
Jason Sanders,1.7,2.0,3.0,8.1,MIA,11,2023,k
Harrison Butker,1.8,1.9,2.8,8.1,KC,11,2023,k
Brandon Aubrey,1.7,2.1,2.9,8.1,DAL,11,2023,k
Jake Moody,1.7,2.0,2.8,7.9,SF,11,2023,k
Joey Slye,1.7,2.1,2.6,7.7,TEN,11,2023,k
Tyler Bass,1.7,2.1,2.4,7.5,BUF,11,2023,k
Cairo Santos,1.7,2.0,2.1,7.3,CHI,11,2023,k
Wil Lutz,1.5,2.2,2.5,7.0,DEN,11,2023,k
Cameron Dicker,1.5,2.0,2.6,7.0,LAC,11,2023,k
Evan McPherson,1.5,2.2,2.2,6.8,CIN,11,2023,k
Jason Myers,1.4,2.0,2.4,6.7,SEA,11,2023,k
Jake Elliott,1.5,1.9,2.1,6.6,PHI,11,2023,k
Chase McLaughlin,1.7,1.8,1.6,6.6,TB,11,2023,k
Chris Boswell,1.5,2.1,1.9,6.4,PIT,11,2023,k
Dustin Hopkins,1.5,2.0,2.0,6.4,CLE,11,2023,k
Nick Folk,1.5,1.9,1.8,6.2,NYJ,11,2023,k
Daniel Carlson,1.3,1.7,1.7,5.7,LV,11,2023,k
Matthew Wright,0.0,0.0,0.0,0.0,CAR,11,2023,k
Matt Gay,0.0,0.0,0.0,0.0,WAS,11,2023,k
Chad Ryland,0.0,0.0,0.0,0.0,ARI,11,2023,k
Brandon Aubrey,1.7,2.1,3.1,8.3,DAL,12,2023,k
Harrison Butker,1.8,2.1,2.8,8.3,KC,12,2023,k
Jake Elliott,1.8,2.0,2.5,7.8,PHI,12,2023,k
Jake Moody,1.6,1.8,2.9,7.7,SF,12,2023,k
Cameron Dicker,1.8,2.1,2.3,7.6,LAC,12,2023,k
Nick Folk,1.7,2.0,2.4,7.5,NYJ,12,2023,k
Cairo Santos,1.7,2.0,2.3,7.4,CHI,12,2023,k
Wil Lutz,1.8,2.0,2.0,7.3,DEN,12,2023,k
Younghoe Koo,1.7,1.9,2.1,7.3,ATL,12,2023,k
Jason Sanders,1.4,2.0,2.7,7.0,MIA,12,2023,k
Chase McLaughlin,1.7,1.8,2.0,7.0,TB,12,2023,k
Evan McPherson,1.7,2.0,1.9,6.9,CIN,12,2023,k
Jason Myers,1.7,1.9,1.8,6.9,SEA,12,2023,k
Chris Boswell,1.5,2.1,2.4,6.9,PIT,12,2023,k
Matt Gay,1.4,2.0,2.6,6.9,WAS,12,2023,k
Brandon McManus,1.5,2.0,2.4,6.8,GB,12,2023,k
Chad Ryland,1.6,2.0,1.8,6.7,ARI,12,2023,k
Joey Slye,1.6,1.8,1.8,6.7,TEN,12,2023,k
Tyler Bass,1.3,1.8,2.6,6.6,BUF,12,2023,k
Blake Grupe,1.4,2.0,2.1,6.4,NO,12,2023,k
Dustin Hopkins,1.5,2.0,1.6,6.1,CLE,12,2023,k
Daniel Carlson,1.3,1.7,1.6,5.6,LV,12,2023,k
Ka'imi Fairbairn,0.0,0.0,0.0,0.0,HOU,12,2023,k
Matthew Wright,0.0,0.0,0.0,0.0,CAR,12,2023,k
Brandon Aubrey,1.7,2.0,3.1,8.3,DAL,13,2023,k
Harrison Butker,1.8,2.0,2.5,8.0,KC,13,2023,k
Jason Sanders,1.7,2.0,2.8,8.0,MIA,13,2023,k
Chris Boswell,1.8,2.2,2.3,7.8,PIT,13,2023,k
Jake Moody,1.6,1.8,2.8,7.6,SF,13,2023,k
Nick Folk,1.8,2.0,2.1,7.5,NYJ,13,2023,k
Wil Lutz,1.8,2.1,2.1,7.4,DEN,13,2023,k
Chase McLaughlin,1.7,2.0,2.2,7.4,TB,13,2023,k
Matt Gay,1.7,2.0,2.2,7.3,WAS,13,2023,k
Brandon McManus,1.5,2.1,2.7,7.3,GB,13,2023,k
Younghoe Koo,1.7,1.9,2.1,7.2,ATL,13,2023,k
Blake Grupe,1.7,2.0,2.0,7.1,NO,13,2023,k
Jake Elliott,1.6,2.0,2.4,7.0,PHI,13,2023,k
Cameron Dicker,1.4,1.9,2.6,6.9,LAC,13,2023,k
Joey Slye,1.6,1.8,1.9,6.9,TEN,13,2023,k
Jason Myers,1.6,1.8,1.7,6.5,SEA,13,2023,k
Chad Ryland,1.5,1.7,1.6,6.2,ARI,13,2023,k
Dustin Hopkins,1.5,2.0,1.7,6.2,CLE,13,2023,k
Evan McPherson,1.4,1.8,1.9,6.1,CIN,13,2023,k
Matthew Wright,0.0,0.0,0.0,0.0,CAR,13,2023,k
Ka'imi Fairbairn,0.0,0.0,0.0,0.0,HOU,13,2023,k
Brandon Aubrey,1.7,2.0,3.5,8.6,DAL,14,2023,k
Jake Moody,1.7,1.9,3.4,8.5,SF,14,2023,k
Jason Sanders,1.7,2.0,3.1,8.2,MIA,14,2023,k
Harrison Butker,1.8,2.1,2.8,8.1,KC,14,2023,k
Cameron Dicker,1.5,2.0,3.0,7.6,LAC,14,2023,k
Chris Boswell,1.8,2.1,2.1,7.5,PIT,14,2023,k
Younghoe Koo,1.7,1.9,2.3,7.5,ATL,14,2023,k
Dustin Hopkins,1.8,2.1,2.2,7.5,CLE,14,2023,k
Wil Lutz,1.7,2.0,2.3,7.4,DEN,14,2023,k
Cairo Santos,1.7,1.9,2.4,7.4,CHI,14,2023,k
Jake Elliott,1.5,2.0,2.9,7.4,PHI,14,2023,k
Blake Grupe,1.7,1.9,2.3,7.4,NO,14,2023,k
Chase McLaughlin,1.7,1.9,2.0,7.0,TB,14,2023,k
Evan McPherson,1.5,2.1,2.4,6.9,CIN,14,2023,k
Daniel Carlson,1.6,2.0,2.0,6.9,LV,14,2023,k
Tyler Bass,1.4,1.8,2.6,6.7,BUF,14,2023,k
Brandon McManus,1.5,2.0,2.0,6.5,GB,14,2023,k
Jason Myers,1.6,1.8,1.8,6.5,SEA,14,2023,k
Nick Folk,1.4,1.8,1.9,6.1,NYJ,14,2023,k
Matthew Wright,0.0,0.0,0.0,0.0,CAR,14,2023,k
Ka'imi Fairbairn,0.0,0.0,0.0,0.0,HOU,14,2023,k
Joey Slye,0.0,0.0,0.0,0.0,TEN,14,2023,k
Graham Gano,0.0,0.0,0.0,0.0,NYG,14,2023,k
Jake Moody,1.9,1.9,3.2,8.9,SF,15,2023,k
Brandon Aubrey,1.7,1.9,3.2,8.1,DAL,15,2023,k
Harrison Butker,1.8,2.0,2.5,7.9,KC,15,2023,k
Jason Sanders,1.7,1.9,2.8,7.9,MIA,15,2023,k
Nick Folk,1.8,2.2,2.3,7.8,NYJ,15,2023,k
Jake Elliott,1.6,2.0,3.1,7.8,PHI,15,2023,k
Matt Gay,1.8,2.1,2.2,7.6,WAS,15,2023,k
Wil Lutz,1.7,2.1,2.3,7.5,DEN,15,2023,k
Blake Grupe,1.7,2.1,2.4,7.4,NO,15,2023,k
Tyler Bass,1.7,2.0,2.4,7.4,BUF,15,2023,k
Ka'imi Fairbairn,1.7,1.9,2.2,7.4,HOU,15,2023,k
Cairo Santos,1.7,2.0,2.0,7.2,CHI,15,2023,k
Chris Boswell,1.7,2.0,2.0,7.2,PIT,15,2023,k
Chase McLaughlin,1.7,1.9,2.1,7.1,TB,15,2023,k
Evan McPherson,1.5,2.1,2.5,7.1,CIN,15,2023,k
Cameron Dicker,1.5,1.9,2.5,7.0,LAC,15,2023,k
Daniel Carlson,1.7,2.4,1.9,7.0,LV,15,2023,k
Joey Slye,1.7,2.0,1.8,6.9,TEN,15,2023,k
Younghoe Koo,1.4,1.8,2.6,6.8,ATL,15,2023,k
Jason Myers,1.4,1.8,2.6,6.7,SEA,15,2023,k
Dustin Hopkins,1.4,1.9,2.2,6.4,CLE,15,2023,k
Brandon McManus,1.5,1.9,1.9,6.2,GB,15,2023,k
Chad Ryland,1.6,1.8,1.4,6.1,ARI,15,2023,k
Graham Gano,0.0,0.0,0.0,0.0,NYG,15,2023,k
Matthew Wright,0.0,0.0,0.0,0.0,CAR,15,2023,k
Jake Elliott,1.8,2.1,3.2,8.8,PHI,16,2023,k
Brandon Aubrey,2.0,1.9,2.8,8.7,DAL,16,2023,k
Tyler Bass,1.7,2.0,3.2,8.3,BUF,16,2023,k
Harrison Butker,1.7,2.0,2.9,8.1,KC,16,2023,k
Jake Moody,1.7,2.0,2.7,7.9,SF,16,2023,k
Chase McLaughlin,1.7,2.0,2.6,7.8,TB,16,2023,k
Younghoe Koo,1.8,2.1,2.1,7.4,ATL,16,2023,k
Ka'imi Fairbairn,1.7,1.9,2.1,7.3,HOU,16,2023,k
Dustin Hopkins,1.7,1.9,2.2,7.2,CLE,16,2023,k
Jason Sanders,1.5,2.1,2.8,7.2,MIA,16,2023,k
Cairo Santos,1.5,1.9,2.8,7.1,CHI,16,2023,k
Jason Myers,1.7,2.0,2.0,7.1,SEA,16,2023,k
Blake Grupe,1.7,2.0,2.1,7.1,NO,16,2023,k
Matt Gay,1.7,2.0,2.0,7.0,WAS,16,2023,k
Nick Folk,1.5,2.0,2.5,7.0,NYJ,16,2023,k
Wil Lutz,1.5,2.1,2.4,7.0,DEN,16,2023,k
Evan McPherson,1.5,2.1,2.4,6.9,CIN,16,2023,k
Brandon McManus,1.4,1.8,2.3,6.5,GB,16,2023,k
Chris Boswell,1.4,1.9,2.2,6.5,PIT,16,2023,k
Cameron Dicker,1.5,1.9,2.0,6.4,LAC,16,2023,k
Daniel Carlson,1.3,1.7,2.0,6.0,LV,16,2023,k
Chad Ryland,1.5,1.6,1.5,5.9,ARI,16,2023,k
Joey Slye,1.4,1.9,1.5,5.6,TEN,16,2023,k
Graham Gano,0.0,0.0,0.0,0.0,NYG,16,2023,k
Matthew Wright,0.0,0.0,0.0,0.0,CAR,16,2023,k
Jake Moody,1.9,2.0,3.2,9.0,SF,17,2023,k
Brandon Aubrey,1.7,1.8,3.6,8.7,DAL,17,2023,k
Jake Elliott,1.8,2.0,3.2,8.6,PHI,17,2023,k
Harrison Butker,1.7,2.0,3.0,8.2,KC,17,2023,k
Tyler Bass,1.7,2.1,2.6,7.8,BUF,17,2023,k
Jason Sanders,1.7,2.0,2.3,7.5,MIA,17,2023,k
Ka'imi Fairbairn,1.6,2.1,2.8,7.5,HOU,17,2023,k
Nick Folk,1.8,2.1,2.2,7.5,NYJ,17,2023,k
Cairo Santos,1.8,2.0,2.2,7.5,CHI,17,2023,k
Chase McLaughlin,1.5,2.1,2.8,7.4,TB,17,2023,k
Evan McPherson,1.7,2.0,2.1,7.3,CIN,17,2023,k
Matt Gay,1.7,2.0,2.1,7.2,WAS,17,2023,k
Jason Myers,1.7,2.0,2.1,7.1,SEA,17,2023,k
Brandon McManus,1.7,2.0,2.0,7.1,GB,17,2023,k
Blake Grupe,1.7,2.0,2.0,7.0,NO,17,2023,k
Younghoe Koo,1.7,1.9,1.8,6.9,ATL,17,2023,k
Chris Boswell,1.5,2.0,2.3,6.7,PIT,17,2023,k
Wil Lutz,1.4,2.0,2.3,6.6,DEN,17,2023,k
Cameron Dicker,1.5,1.9,2.2,6.6,LAC,17,2023,k
Daniel Carlson,1.4,1.8,2.1,6.3,LV,17,2023,k
Joey Slye,1.3,1.9,1.7,5.7,TEN,17,2023,k
Chad Ryland,1.3,1.6,1.4,5.2,ARI,17,2023,k
Graham Gano,0.0,0.0,0.0,0.0,NYG,17,2023,k
Matthew Wright,0.0,0.0,0.0,0.0,CAR,17,2023,k
Brandon Aubrey,2.0,2.0,3.3,9.3,DAL,18,2023,k
Harrison Butker,2.0,1.9,2.2,8.1,KC,18,2023,k
Jake Elliott,1.6,2.0,3.0,7.7,PHI,18,2023,k
Ka'imi Fairbairn,1.8,2.0,2.4,7.7,HOU,18,2023,k
Tyler Bass,1.7,2.0,2.7,7.7,BUF,18,2023,k
Cameron Dicker,1.8,2.2,2.1,7.6,LAC,18,2023,k
Jason Sanders,1.8,2.0,2.3,7.6,MIA,18,2023,k
Chase McLaughlin,1.7,2.0,2.5,7.6,TB,18,2023,k
Jake Moody,1.7,1.9,2.5,7.5,SF,18,2023,k
Nick Folk,1.8,1.9,2.2,7.4,NYJ,18,2023,k
Jason Myers,1.7,2.1,2.3,7.4,SEA,18,2023,k
Evan McPherson,1.8,2.1,2.1,7.3,CIN,18,2023,k
Blake Grupe,1.7,2.0,2.1,7.3,NO,18,2023,k
Cairo Santos,1.7,1.9,2.1,7.3,CHI,18,2023,k
Matt Gay,1.7,2.0,2.3,7.3,WAS,18,2023,k
Chris Boswell,1.7,1.9,2.1,7.1,PIT,18,2023,k
Younghoe Koo,1.7,2.0,1.9,7.0,ATL,18,2023,k
Brandon McManus,1.7,1.9,1.9,6.9,GB,18,2023,k
Daniel Carlson,1.5,2.1,2.6,6.9,LV,18,2023,k
Wil Lutz,1.4,1.9,1.8,6.1,DEN,18,2023,k
Matthew Wright,1.4,1.8,1.9,6.1,CAR,18,2023,k
Chad Ryland,1.5,1.7,1.5,6.0,ARI,18,2023,k
Joey Slye,1.4,1.7,1.5,5.5,TEN,18,2023,k
Graham Gano,0.0,0.0,0.0,0.0,NYG,18,2023,k
Harrison Butker,2.1,2.2,2.4,8.8,KC,1,2024,k
Chase McLaughlin,2.1,2.2,2.4,8.6,TB,1,2024,k
Ka'imi Fairbairn,1.9,2.2,2.8,8.5,HOU,1,2024,k
Evan McPherson,1.9,2.2,2.8,8.5,CIN,1,2024,k
Jake Moody,2.0,2.1,2.5,8.4,SF,1,2024,k
Jake Elliott,1.8,2.1,2.9,8.3,PHI,1,2024,k
Tyler Bass,1.7,2.0,3.1,8.2,BUF,1,2024,k
Jake Bates,1.7,2.0,3.0,8.2,DET,1,2024,k
Jason Sanders,1.7,2.0,3.0,8.1,MIA,1,2024,k
Cameron Dicker,1.9,2.0,2.3,7.9,LAC,1,2024,k
Jason Myers,1.7,2.4,2.7,7.9,SEA,1,2024,k
Younghoe Koo,1.8,2.3,2.5,7.8,ATL,1,2024,k
Blake Grupe,1.7,2.1,2.5,7.8,NO,1,2024,k
Brandon Aubrey,1.7,1.9,2.5,7.6,DAL,1,2024,k
Dustin Hopkins,1.8,2.2,2.1,7.6,CLE,1,2024,k
Daniel Carlson,1.8,1.7,2.0,7.4,LV,1,2024,k
Cairo Santos,1.7,2.1,2.4,7.3,CHI,1,2024,k
Chris Boswell,1.7,2.0,2.0,7.2,PIT,1,2024,k
Spencer Shrader,1.6,1.9,2.2,7.0,IND,1,2024,k
Joshua Karty,1.5,2.0,2.4,6.9,LAR,1,2024,k
Nick Folk,1.7,1.7,1.9,6.9,NYJ,1,2024,k
Will Reichard,1.5,1.7,2.1,6.7,MIN,1,2024,k
Cam Little,1.4,1.9,2.3,6.6,JAC,1,2024,k
Graham Gano,1.6,1.7,1.8,6.6,NYG,1,2024,k
Joey Slye,1.6,1.8,1.8,6.5,TEN,1,2024,k
Wil Lutz,1.4,1.9,2.0,6.2,DEN,1,2024,k
Matt Gay,0.6,1.1,1.2,3.0,WAS,1,2024,k
Chad Ryland,0.0,0.0,0.0,0.0,ARI,1,2024,k
Matthew Wright,0.0,0.0,0.0,0.0,CAR,1,2024,k
Brandon McManus,0.0,0.0,0.0,0.0,GB,1,2024,k
Harrison Butker,1.9,2.2,2.8,8.6,KC,2,2024,k
Brandon Aubrey,1.9,2.1,2.9,8.5,DAL,2,2024,k
Ka'imi Fairbairn,1.9,2.1,2.8,8.4,HOU,2,2024,k
Jake Elliott,1.8,2.0,2.8,8.4,PHI,2,2024,k
Jake Moody,1.7,1.9,3.1,8.2,SF,2,2024,k
Jake Bates,1.7,2.0,3.1,8.1,DET,2,2024,k
Cameron Dicker,1.8,2.1,2.2,7.8,LAC,2,2024,k
Tyler Bass,1.6,1.9,2.7,7.6,BUF,2,2024,k
Evan McPherson,1.8,2.0,2.3,7.6,CIN,2,2024,k
Joshua Karty,1.7,1.9,2.5,7.5,LAR,2,2024,k
Younghoe Koo,1.8,2.1,2.1,7.4,ATL,2,2024,k
Chris Boswell,1.8,2.0,2.0,7.4,PIT,2,2024,k
Matt Gay,1.7,2.1,2.2,7.4,WAS,2,2024,k
Jason Myers,1.7,2.0,2.3,7.4,SEA,2,2024,k
Nick Folk,1.8,2.1,1.8,7.3,NYJ,2,2024,k
Jason Sanders,1.5,2.0,2.6,7.3,MIA,2,2024,k
Blake Grupe,1.7,2.0,2.0,7.0,NO,2,2024,k
Joey Slye,1.7,1.9,1.9,6.9,TEN,2,2024,k
Cam Little,1.7,2.0,1.9,6.9,JAC,2,2024,k
Will Reichard,1.6,1.9,2.0,6.8,MIN,2,2024,k
Chase McLaughlin,1.5,2.0,2.3,6.8,TB,2,2024,k
Graham Gano,1.6,1.7,1.9,6.7,NYG,2,2024,k
Wil Lutz,1.7,2.1,1.5,6.6,DEN,2,2024,k
Dustin Hopkins,1.6,2.2,1.9,6.6,CLE,2,2024,k
Cairo Santos,1.5,2.0,2.0,6.5,CHI,2,2024,k
Daniel Carlson,1.6,2.0,1.6,6.5,LV,2,2024,k
Spencer Shrader,0.0,0.0,0.0,0.0,IND,2,2024,k
Chad Ryland,0.0,0.0,0.0,0.0,ARI,2,2024,k
Matthew Wright,0.0,0.0,0.0,0.0,CAR,2,2024,k
Brandon McManus,0.0,0.0,0.0,0.0,GB,2,2024,k
Brandon Aubrey,2.2,2.2,2.6,9.1,DAL,3,2024,k
Ka'imi Fairbairn,2.1,2.0,2.4,8.7,HOU,3,2024,k
Jake Moody,2.0,2.0,2.7,8.7,SF,3,2024,k
Harrison Butker,2.1,2.1,2.4,8.6,KC,3,2024,k
Evan McPherson,1.9,2.1,2.9,8.5,CIN,3,2024,k
Cameron Dicker,2.1,2.2,1.9,8.2,LAC,3,2024,k
Matt Gay,2.0,2.1,2.1,8.2,WAS,3,2024,k
Chase McLaughlin,1.8,2.0,2.7,8.1,TB,3,2024,k
Tyler Bass,1.7,1.9,2.9,8.0,BUF,3,2024,k
Jake Bates,1.7,1.9,2.9,8.0,DET,3,2024,k
Dustin Hopkins,1.9,2.2,2.2,7.9,CLE,3,2024,k
Jason Myers,1.8,2.1,2.5,7.8,SEA,3,2024,k
Daniel Carlson,1.8,2.1,2.4,7.8,LV,3,2024,k
Younghoe Koo,1.8,2.2,2.3,7.8,ATL,3,2024,k
Blake Grupe,1.8,2.0,2.4,7.7,NO,3,2024,k
Nick Folk,1.8,2.0,2.0,7.5,NYJ,3,2024,k
Jake Elliott,1.6,2.1,2.6,7.4,PHI,3,2024,k
Cairo Santos,1.8,1.9,1.9,7.2,CHI,3,2024,k
Joshua Karty,1.7,1.9,2.0,7.0,LAR,3,2024,k
Will Reichard,1.7,1.9,2.0,7.0,MIN,3,2024,k
Wil Lutz,1.7,2.0,1.9,7.0,DEN,3,2024,k
Chris Boswell,1.6,2.0,2.2,6.9,PIT,3,2024,k
Cam Little,1.6,1.9,1.9,6.8,JAC,3,2024,k
Joey Slye,1.7,1.9,1.6,6.6,TEN,3,2024,k
Jason Sanders,1.4,1.9,2.3,6.5,MIA,3,2024,k
Chad Ryland,0.0,0.0,0.0,0.0,ARI,3,2024,k
Spencer Shrader,0.0,0.0,0.0,0.0,IND,3,2024,k
Jude McAtamney,0.0,0.0,0.0,0.0,NYG,3,2024,k
Graham Gano,0.0,0.0,0.0,0.0,NYG,3,2024,k
Brandon McManus,0.0,0.0,0.0,0.0,GB,3,2024,k
Matthew Wright,0.0,0.0,0.0,0.0,CAR,3,2024,k
Brandon Aubrey,2.2,2.2,2.6,9.1,DAL,4,2024,k
Harrison Butker,2.1,2.1,2.5,8.9,KC,4,2024,k
Ka'imi Fairbairn,1.9,2.2,2.8,8.5,HOU,4,2024,k
Jake Moody,1.8,2.1,2.9,8.4,SF,4,2024,k
Evan McPherson,1.8,2.1,2.8,8.3,CIN,4,2024,k
Jake Elliott,1.8,2.1,2.5,8.0,PHI,4,2024,k
Chris Boswell,1.8,2.1,2.1,7.7,PIT,4,2024,k
Cairo Santos,1.8,2.0,2.1,7.6,CHI,4,2024,k
Tyler Bass,1.7,1.9,2.6,7.5,BUF,4,2024,k
Jake Bates,1.7,1.9,2.6,7.5,DET,4,2024,k
Dustin Hopkins,1.8,2.2,2.0,7.5,CLE,4,2024,k
Younghoe Koo,1.8,2.0,2.0,7.5,ATL,4,2024,k
Jason Myers,1.7,2.0,2.2,7.3,SEA,4,2024,k
Cameron Dicker,1.8,2.3,2.0,7.3,LAC,4,2024,k
Blake Grupe,1.7,1.8,2.3,7.3,NO,4,2024,k
Nick Folk,1.8,2.1,1.8,7.2,NYJ,4,2024,k
Joshua Karty,1.6,1.9,2.1,7.0,LAR,4,2024,k
Daniel Carlson,1.7,2.1,1.8,7.0,LV,4,2024,k
Will Reichard,1.6,1.9,2.1,6.9,MIN,4,2024,k
Chase McLaughlin,1.5,2.0,2.3,6.8,TB,4,2024,k
Jason Sanders,1.5,2.0,2.2,6.6,MIA,4,2024,k
Matt Gay,1.4,2.0,2.0,6.3,WAS,4,2024,k
Joey Slye,1.5,2.0,1.9,6.2,TEN,4,2024,k
Cam Little,1.4,1.9,2.0,6.1,JAC,4,2024,k
Wil Lutz,1.5,2.0,1.7,6.1,DEN,4,2024,k
Jude McAtamney,0.0,0.0,0.0,0.0,NYG,4,2024,k
Chad Ryland,0.0,0.0,0.0,0.0,ARI,4,2024,k
Spencer Shrader,0.0,0.0,0.0,0.0,IND,4,2024,k
Graham Gano,0.0,0.0,0.0,0.0,NYG,4,2024,k
Brandon McManus,0.0,0.0,0.0,0.0,GB,4,2024,k
Matthew Wright,0.0,0.0,0.0,0.0,CAR,4,2024,k
Jake Moody,1.8,2.1,3.1,8.4,SF,5,2024,k
Harrison Butker,1.9,2.2,2.4,8.1,KC,5,2024,k
Ka'imi Fairbairn,1.9,2.2,2.3,8.0,HOU,5,2024,k
Younghoe Koo,1.9,2.2,2.3,7.9,ATL,5,2024,k
Chris Boswell,1.8,2.2,2.3,7.8,PIT,5,2024,k
Evan McPherson,1.8,2.0,2.3,7.7,CIN,5,2024,k
Dustin Hopkins,1.8,2.0,2.1,7.5,CLE,5,2024,k
Joshua Karty,1.7,2.0,2.3,7.4,LAR,5,2024,k
Brandon Aubrey,1.6,2.0,2.6,7.3,DAL,5,2024,k
Cam Little,1.7,2.0,2.1,7.2,JAC,5,2024,k
Chase McLaughlin,1.6,2.1,2.5,7.2,TB,5,2024,k
Blake Grupe,1.7,2.0,2.1,7.2,NO,5,2024,k
Wil Lutz,1.7,2.1,2.0,7.2,DEN,5,2024,k
Jason Myers,1.5,2.1,2.5,7.1,SEA,5,2024,k
Tyler Bass,1.4,1.9,2.8,7.1,BUF,5,2024,k
Cairo Santos,1.6,2.1,2.3,7.0,CHI,5,2024,k
Will Reichard,1.7,2.0,1.9,6.9,MIN,5,2024,k
Jason Sanders,1.7,2.1,1.8,6.9,MIA,5,2024,k
Chad Ryland,1.6,1.9,1.9,6.8,ARI,5,2024,k
Matt Gay,1.4,1.8,2.3,6.4,WAS,5,2024,k
Daniel Carlson,1.5,2.1,1.6,6.1,LV,5,2024,k
Spencer Shrader,0.0,0.0,0.0,0.0,IND,5,2024,k
Jude McAtamney,0.0,0.0,0.0,0.0,NYG,5,2024,k
Graham Gano,0.0,0.0,0.0,0.0,NYG,5,2024,k
Nick Folk,0.0,0.0,0.0,0.0,NYJ,5,2024,k
