Player,RUSHING_ATT,RUSHING_YDS,RUSHING_TDS,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TDS,MISC_FL,FPTS,Team,Week,Year,Position
Rhamondre Stevenson,13.3,55.9,0.3,2.8,19.3,0.1,0.0,12.6,NE,7,2023,rb
Rachaad White,14.4,56.0,0.3,2.8,18.9,0.1,0.1,12.5,TB,7,2023,rb
Jonathan Taylor,12.4,55.6,0.3,2.5,19.4,0.1,0.1,12.2,IND,7,2023,rb
James Cook,12.6,56.7,0.3,2.4,18.4,0.1,0.1,12.2,BUF,7,2023,rb
Brian Robinson Jr.,14.6,64.5,0.4,1.6,13.3,0.1,0.0,12.1,WAS,7,2023,rb
Jerome Ford,13.6,56.8,0.3,2.4,16.6,0.1,0.1,11.8,CLE,7,2023,rb
Jaylen Warren,8.2,33.2,0.1,3.3,25.1,0.1,0.0,10.5,PIT,7,2023,rb
Najee Harris,13.2,53.1,0.2,1.5,9.9,0.1,0.0,9.5,LAC,7,2023,rb
Keaontay Ingram,10.0,40.6,0.2,1.4,10.7,0.0,0.0,8.1,KC,7,2023,rb
Jaleel McLaughlin,8.0,32.8,0.2,1.8,13.1,0.1,0.0,8.0,DEN,7,2023,rb
Tyler Allgeier,11.7,46.9,0.2,1.0,6.6,0.0,0.0,7.9,ATL,7,2023,rb
Kareem Hunt,8.0,32.4,0.2,1.6,11.6,0.1,0.0,7.6,KC,7,2023,rb
A.J. Dillon,9.1,41.0,0.3,0.9,7.0,0.0,0.0,7.6,PHI,7,2023,rb
Justice Hill,7.6,31.5,0.2,1.5,9.3,0.0,0.1,7.0,BAL,7,2023,rb
Antonio Gibson,3.6,17.0,0.1,2.2,18.0,0.1,0.0,6.7,NE,7,2023,rb
Jeff Wilson Jr.,4.7,22.5,0.2,1.5,11.2,0.0,0.0,6.3,SF,7,2023,rb
Darrynton Evans,7.3,25.9,0.2,1.0,7.5,0.0,0.0,5.7,BUF,7,2023,rb
Ke'Shawn Vaughn,8.9,30.7,0.2,0.8,5.5,0.0,0.0,5.6,SF,7,2023,rb
Kenneth Gainwell,4.3,19.4,0.2,1.2,9.9,0.1,0.0,5.4,PIT,7,2023,rb
Cam Akers,5.2,21.0,0.1,1.2,9.4,0.0,0.0,5.1,NO,7,2023,rb
Craig Reynolds,6.2,22.9,0.2,0.9,6.5,0.0,0.0,5.0,DET,7,2023,rb
DeeJay Dallas,4.7,15.7,0.1,1.2,9.9,0.0,0.0,4.8,ARI,7,2023,rb
Elijah Mitchell,5.3,22.7,0.2,0.8,6.6,0.0,0.0,4.8,KC,7,2023,rb
Travis Homer,4.8,13.8,0.1,1.3,10.0,0.1,0.0,4.3,CHI,7,2023,rb
Jordan Mason,4.9,19.3,0.1,0.6,4.6,0.0,0.0,3.8,MIN,7,2023,rb
Salvon Ahmed,3.3,12.6,0.1,1.0,7.1,0.0,0.0,3.8,IND,7,2023,rb
Clyde Edwards-Helaire,3.0,14.2,0.1,0.8,5.9,0.0,0.0,3.7,NO,7,2023,rb
Emari Demercado,4.1,14.9,0.1,0.8,5.8,0.0,0.0,3.5,ARI,7,2023,rb
Kendre Miller,2.5,11.7,0.1,0.8,5.9,0.0,0.0,3.1,NO,7,2023,rb
Tank Bigsby,3.1,14.2,0.1,0.5,2.8,0.0,0.0,2.9,JAC,7,2023,rb
Zamir White,3.5,13.0,0.1,0.4,2.6,0.0,0.0,2.5,LV,7,2023,rb
Kyle Juszczyk,0.9,2.3,0.0,0.9,7.5,0.1,0.0,2.5,SF,7,2023,rb
Ameer Abdullah,0.8,2.2,0.0,0.9,7.6,0.0,0.0,2.2,SF,7,2023,rb
Chris Rodriguez Jr.,2.7,11.8,0.1,0.2,1.4,0.0,0.0,2.0,WAS,7,2023,rb
Deon Jackson,0.0,5.9,0.0,0.6,4.6,0.0,0.0,1.9,DET,7,2023,rb
D'Ernest Johnson,1.3,5.0,0.0,0.4,2.5,0.0,0.0,1.4,BAL,7,2023,rb
Ty Johnson,0.0,4.4,0.0,0.5,3.1,0.0,0.0,1.4,BUF,7,2023,rb
Keaton Mitchell,0.0,5.0,0.0,0.3,1.9,0.0,0.0,1.2,BAL,7,2023,rb
Eric Gray,1.2,5.5,0.0,0.2,1.8,0.0,0.0,1.2,NYG,7,2023,rb
C.J. Ham,0.1,0.3,0.0,0.6,4.3,0.0,0.0,1.2,MIN,7,2023,rb
Pierre Strong Jr.,0.2,4.8,0.0,0.2,1.2,0.0,0.0,1.0,CLE,7,2023,rb
Alec Ingold,0.2,0.6,0.0,0.4,3.2,0.0,0.0,1.0,MIA,7,2023,rb
Sean Tucker,0.1,4.3,0.0,0.2,1.5,0.0,0.0,1.0,TB,7,2023,rb
Emanuel Wilson,0.1,3.2,0.0,0.2,1.5,0.0,0.0,1.0,GB,7,2023,rb
Ty Chandler,0.2,3.3,0.0,0.2,1.7,0.0,0.0,0.9,MIN,7,2023,rb
Trey Sermon,0.2,3.7,0.0,0.2,1.3,0.0,0.0,0.8,PIT,7,2023,rb
Patrick Ricard,0.2,0.6,0.0,0.4,2.2,0.0,0.0,0.8,BAL,7,2023,rb
Michael Burton,0.5,1.9,0.0,0.1,0.8,0.0,0.0,0.5,DEN,7,2023,rb
Patrick Taylor Jr.,0.3,1.1,0.0,0.1,0.8,0.0,0.0,0.4,SF,7,2023,rb
Nick Bellore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,7,2023,rb
Derrick Henry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,7,2023,rb
Devin Singletary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,7,2023,rb
Michael Carter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,7,2023,rb
Trayveon Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,7,2023,rb
Mike Boone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,7,2023,rb
Reggie Gilliam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,7,2023,rb
Israel Abanikanda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,7,2023,rb
Elijah Dotson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,7,2023,rb
Jeremy McNichols,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,7,2023,rb
Jonathan Ward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,7,2023,rb
Demetric Felton Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,7,2023,rb
Jaret Patterson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,7,2023,rb
Tyler Badie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,7,2023,rb
Lew Nichols III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,7,2023,rb
Deneric Prince,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,7,2023,rb
Christian McCaffrey,16.9,74.9,0.8,3.7,33.2,0.2,0.1,20.8,SF,8,2023,rb
Alvin Kamara,15.4,60.7,0.4,5.3,39.0,0.2,0.1,18.6,NO,8,2023,rb
Jahmyr Gibbs,16.5,72.2,0.6,3.5,26.9,0.1,0.1,17.8,DET,8,2023,rb
Austin Ekeler,15.1,61.2,0.5,4.0,33.0,0.2,0.1,17.7,WAS,8,2023,rb
Tony Pollard,17.3,75.0,0.5,3.5,28.4,0.1,0.1,17.5,TEN,8,2023,rb
Saquon Barkley,18.8,76.0,0.4,3.4,22.7,0.1,0.1,16.2,PHI,8,2023,rb
Jonathan Taylor,16.7,73.8,0.5,3.1,25.2,0.1,0.1,16.1,IND,8,2023,rb
Josh Jacobs,16.9,65.2,0.4,3.6,29.3,0.1,0.1,16.1,GB,8,2023,rb
Travis Etienne Jr.,17.0,72.7,0.5,3.1,23.1,0.1,0.1,16.1,JAC,8,2023,rb
Breece Hall,16.7,77.5,0.4,2.7,22.2,0.1,0.1,15.7,NYJ,8,2023,rb
Isiah Pacheco,14.9,66.5,0.5,2.9,22.4,0.1,0.1,15.3,KC,8,2023,rb
D'Andre Swift,13.8,63.9,0.5,3.3,22.5,0.1,0.1,15.3,CHI,8,2023,rb
Raheem Mostert,15.2,67.8,0.6,2.4,18.9,0.1,0.1,15.2,LV,8,2023,rb
Kenneth Walker III,18.2,76.4,0.6,2.2,14.8,0.1,0.0,15.2,SEA,8,2023,rb
Bijan Robinson,14.3,60.2,0.3,3.8,28.2,0.2,0.1,15.2,ATL,8,2023,rb
James Cook,13.6,61.1,0.3,2.8,21.5,0.1,0.1,13.7,BUF,8,2023,rb
Joe Mixon,14.5,60.1,0.4,3.0,18.8,0.1,0.0,13.6,HOU,8,2023,rb
Derrick Henry,17.3,73.0,0.4,1.9,15.6,0.1,0.1,13.4,BAL,8,2023,rb
Aaron Jones Sr.,10.3,48.0,0.3,3.1,26.0,0.1,0.0,12.9,MIN,8,2023,rb
Rhamondre Stevenson,12.7,49.5,0.3,3.1,23.7,0.1,0.0,12.8,NE,8,2023,rb
Rachaad White,12.6,50.7,0.3,3.2,23.5,0.1,0.1,12.7,TB,8,2023,rb
Alexander Mattison,11.5,50.6,0.3,2.5,20.4,0.1,0.1,12.0,MIA,8,2023,rb
Javonte Williams,12.3,54.2,0.3,2.4,16.0,0.1,0.1,11.4,DAL,8,2023,rb
Miles Sanders,9.9,49.4,0.3,2.2,18.8,0.1,0.1,10.9,DAL,8,2023,rb
Dameon Pierce,13.8,58.7,0.4,1.5,10.5,0.1,0.1,10.8,HOU,8,2023,rb
Emari Demercado,13.0,52.0,0.3,2.0,14.1,0.1,0.1,10.5,ARI,8,2023,rb
Brian Robinson Jr.,11.9,49.5,0.3,1.5,12.6,0.1,0.0,10.0,WAS,8,2023,rb
Najee Harris,13.3,53.4,0.3,1.6,10.9,0.1,0.0,10.0,LAC,8,2023,rb
Jaylen Warren,8.4,31.3,0.2,3.0,22.2,0.1,0.0,9.7,PIT,8,2023,rb
Jerome Ford,10.3,46.2,0.2,1.7,13.4,0.1,0.1,9.4,CLE,8,2023,rb
A.J. Dillon,11.6,46.4,0.3,1.1,10.0,0.1,0.0,8.8,PHI,8,2023,rb
Chuba Hubbard,10.2,41.0,0.2,1.7,12.7,0.1,0.0,8.6,CAR,8,2023,rb
Kareem Hunt,10.1,41.0,0.3,1.3,10.7,0.1,0.0,8.4,KC,8,2023,rb
Roschon Johnson,8.5,33.3,0.2,1.9,14.2,0.1,0.0,8.3,CHI,8,2023,rb
Tyler Allgeier,12.0,47.2,0.3,0.9,7.2,0.0,0.0,8.1,ATL,8,2023,rb
Cam Akers,8.4,33.9,0.2,1.7,13.5,0.1,0.1,8.1,NO,8,2023,rb
Tyjae Spears,6.2,25.5,0.1,2.3,17.3,0.1,0.0,7.7,TEN,8,2023,rb
Jeff Wilson Jr.,6.3,28.8,0.3,1.4,11.7,0.1,0.0,7.3,SF,8,2023,rb
Jaleel McLaughlin,7.0,29.0,0.2,1.7,11.9,0.1,0.0,7.2,DEN,8,2023,rb
Devin Singletary,9.6,39.0,0.2,1.1,7.8,0.0,0.1,7.1,NYG,8,2023,rb
Justice Hill,6.8,30.0,0.2,1.3,9.0,0.0,0.0,6.8,BAL,8,2023,rb
Craig Reynolds,7.4,28.2,0.3,1.0,7.8,0.0,0.0,6.4,DET,8,2023,rb
Samaje Perine,2.4,11.0,0.1,2.4,18.4,0.1,0.0,6.3,CIN,8,2023,rb
Antonio Gibson,2.7,11.7,0.1,2.0,16.1,0.1,0.0,5.7,NE,8,2023,rb
Kenneth Gainwell,5.3,23.0,0.2,1.1,8.6,0.1,0.0,5.6,PIT,8,2023,rb
Zach Charbonnet,4.6,20.0,0.1,1.1,7.6,0.0,0.0,4.8,SEA,8,2023,rb
Rico Dowdle,5.5,20.8,0.2,0.9,6.6,0.0,0.0,4.8,CAR,8,2023,rb
Elijah Mitchell,5.9,22.6,0.2,0.7,4.8,0.0,0.0,4.5,KC,8,2023,rb
Pierre Strong Jr.,4.5,18.1,0.1,1.0,7.2,0.0,0.0,4.1,CLE,8,2023,rb
Salvon Ahmed,2.7,11.0,0.1,1.1,8.0,0.0,0.0,3.8,IND,8,2023,rb
Clyde Edwards-Helaire,3.0,14.6,0.1,0.8,6.1,0.0,0.0,3.7,NO,8,2023,rb
Ke'Shawn Vaughn,4.5,20.3,0.1,0.5,3.1,0.0,0.0,3.5,SF,8,2023,rb
Michael Carter,1.3,6.7,0.0,1.2,9.1,0.0,0.0,3.2,ARI,8,2023,rb
Zamir White,3.4,12.4,0.1,0.8,5.2,0.0,0.0,3.1,LV,8,2023,rb
Tank Bigsby,3.5,16.2,0.1,0.4,2.4,0.0,0.0,3.0,JAC,8,2023,rb
Owen Wright,0.0,12.4,0.1,0.6,3.2,0.0,0.0,2.7,TB,8,2023,rb
Chris Rodriguez Jr.,4.2,16.0,0.1,0.1,1.0,0.0,0.0,2.5,WAS,8,2023,rb
Jordan Mason,2.2,11.1,0.1,0.3,2.8,0.0,0.0,2.4,MIN,8,2023,rb
Jashaun Corbin,0.0,10.5,0.1,0.4,3.9,0.0,0.0,2.3,ATL,8,2023,rb
Trayveon Williams,1.0,5.3,0.0,0.8,4.8,0.0,0.0,2.1,CLE,8,2023,rb
Kyle Juszczyk,0.5,1.3,0.0,0.8,6.5,0.1,0.0,2.0,SF,8,2023,rb
Kendre Miller,0.8,7.8,0.0,0.5,3.4,0.0,0.0,2.0,NO,8,2023,rb
Darrynton Evans,2.0,8.0,0.1,0.5,3.2,0.0,0.0,1.9,BUF,8,2023,rb
Emanuel Wilson,0.5,5.2,0.0,0.5,3.2,0.0,0.0,1.6,GB,8,2023,rb
DeeJay Dallas,0.9,3.5,0.0,0.6,3.9,0.0,0.0,1.6,ARI,8,2023,rb
Malik Davis,0.0,4.8,0.0,0.4,2.9,0.0,0.0,1.5,DAL,8,2023,rb
Myles Gaskin,1.0,6.0,0.0,0.4,2.1,0.0,0.0,1.4,BAL,8,2023,rb
Ameer Abdullah,0.2,0.7,0.0,0.6,5.1,0.0,0.0,1.3,SF,8,2023,rb
Travis Homer,0.1,2.0,0.0,0.5,3.8,0.0,0.0,1.3,CHI,8,2023,rb
Raheem Blackshear,0.6,3.9,0.0,0.3,2.4,0.0,0.0,1.2,CAR,8,2023,rb
Ty Chandler,0.3,3.2,0.0,0.4,2.4,0.0,0.0,1.2,MIN,8,2023,rb
Patrick Ricard,0.3,0.8,0.0,0.5,3.3,0.0,0.0,1.1,BAL,8,2023,rb
Ty Johnson,0.0,3.1,0.0,0.3,2.8,0.0,0.0,1.1,BUF,8,2023,rb
Keaontay Ingram,0.3,3.7,0.0,0.3,1.9,0.0,0.0,1.0,KC,8,2023,rb
D'Ernest Johnson,0.7,2.8,0.0,0.3,2.1,0.0,0.0,1.0,BAL,8,2023,rb
Mike Boone,0.4,2.8,0.0,0.3,1.9,0.0,0.0,0.9,MIA,8,2023,rb
Michael Burton,0.6,2.9,0.0,0.3,1.6,0.0,0.0,0.9,DEN,8,2023,rb
Jonathan Ward,0.0,3.1,0.0,0.2,1.9,0.0,0.0,0.9,NYG,8,2023,rb
C.J. Ham,0.1,0.3,0.0,0.4,2.8,0.0,0.0,0.8,MIN,8,2023,rb
Trey Sermon,0.2,3.3,0.0,0.2,1.3,0.0,0.0,0.8,PIT,8,2023,rb
Alec Ingold,0.2,0.6,0.0,0.3,2.3,0.0,0.0,0.7,MIA,8,2023,rb
Andrew Beck,0.1,0.6,0.0,0.3,2.1,0.0,0.0,0.7,NYJ,8,2023,rb
Reggie Gilliam,0.1,0.6,0.0,0.3,1.6,0.0,0.0,0.6,BUF,8,2023,rb
Hunter Luepke,0.3,1.0,0.0,0.2,1.0,0.0,0.0,0.5,DAL,8,2023,rb
Jakob Johnson,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,HOU,8,2023,rb
Nick Bellore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,8,2023,rb
Elijah Dotson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,8,2023,rb
Jeremy McNichols,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,8,2023,rb
J.J. Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,8,2023,rb
JaMycal Hasty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,8,2023,rb
Dare Ogunbowale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,8,2023,rb
Demetric Felton Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,8,2023,rb
Jermar Jefferson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,8,2023,rb
Javian Hawkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,8,2023,rb
Jaret Patterson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,8,2023,rb
Patrick Taylor Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,8,2023,rb
Tyler Badie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,8,2023,rb
Lew Nichols III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,8,2023,rb
Deneric Prince,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,8,2023,rb
Jordan Mims,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,8,2023,rb
Alvin Kamara,15.8,60.1,0.4,5.2,40.2,0.2,0.1,18.8,NO,9,2023,rb
Austin Ekeler,15.0,61.3,0.4,4.7,38.5,0.2,0.1,18.3,WAS,9,2023,rb
Saquon Barkley,20.8,81.6,0.5,3.8,25.3,0.1,0.1,18.1,PHI,9,2023,rb
Breece Hall,15.3,71.2,0.4,3.2,29.4,0.1,0.1,16.4,NYJ,9,2023,rb
Josh Jacobs,18.2,71.9,0.5,3.0,23.6,0.1,0.1,15.7,GB,9,2023,rb
Bijan Robinson,14.4,62.7,0.3,3.7,27.4,0.2,0.1,15.6,ATL,9,2023,rb
Tony Pollard,14.3,62.3,0.4,3.5,27.5,0.1,0.1,15.4,TEN,9,2023,rb
Jonathan Taylor,15.6,71.6,0.5,2.6,22.1,0.1,0.1,15.4,IND,9,2023,rb
D'Andre Swift,14.4,64.3,0.4,3.2,23.1,0.1,0.0,15.1,CHI,9,2023,rb
Derrick Henry,18.7,80.4,0.4,2.0,17.3,0.1,0.1,14.6,BAL,9,2023,rb
Joe Mixon,15.2,65.1,0.4,2.9,19.5,0.1,0.0,14.6,HOU,9,2023,rb
Raheem Mostert,13.8,66.4,0.5,2.3,16.7,0.1,0.1,14.2,LV,9,2023,rb
Rachaad White,12.9,50.7,0.3,3.9,28.5,0.1,0.1,13.9,TB,9,2023,rb
Isiah Pacheco,12.9,57.1,0.4,3.0,21.8,0.1,0.1,13.7,KC,9,2023,rb
Aaron Jones Sr.,12.4,55.6,0.3,3.0,25.2,0.1,0.0,13.7,MIN,9,2023,rb
Rhamondre Stevenson,13.4,54.4,0.3,3.2,24.0,0.1,0.1,13.6,NE,9,2023,rb
Kenneth Walker III,14.4,64.0,0.5,2.1,14.3,0.1,0.0,13.2,SEA,9,2023,rb
James Cook,12.4,57.7,0.3,2.4,18.7,0.1,0.1,12.5,BUF,9,2023,rb
Chuba Hubbard,14.7,58.8,0.3,2.2,16.0,0.1,0.1,12.2,CAR,9,2023,rb
Devin Singletary,14.6,60.8,0.3,2.0,15.0,0.1,0.1,11.9,NYG,9,2023,rb
Jerome Ford,13.2,58.1,0.3,1.9,14.9,0.1,0.1,11.4,CLE,9,2023,rb
Najee Harris,12.3,50.7,0.3,2.0,15.0,0.1,0.0,10.7,LAC,9,2023,rb
Alexander Mattison,12.4,48.9,0.2,2.1,16.2,0.1,0.1,10.5,MIA,9,2023,rb
Brian Robinson Jr.,12.4,52.4,0.3,1.6,12.8,0.1,0.0,10.3,WAS,9,2023,rb
Jaylen Warren,8.3,33.0,0.2,3.0,22.8,0.1,0.0,10.1,PIT,9,2023,rb
Keaontay Ingram,13.6,53.7,0.2,1.7,11.5,0.0,0.0,9.6,KC,9,2023,rb
A.J. Dillon,10.5,44.0,0.3,1.6,14.0,0.1,0.0,9.4,PHI,9,2023,rb
Kareem Hunt,9.3,40.0,0.3,1.2,10.4,0.1,0.0,8.6,KC,9,2023,rb
Tyjae Spears,5.6,24.0,0.1,2.3,17.9,0.1,0.0,7.8,TEN,9,2023,rb
Roschon Johnson,8.7,33.0,0.2,1.7,11.8,0.1,0.0,7.6,CHI,9,2023,rb
Tyler Allgeier,11.4,43.7,0.3,0.8,6.3,0.0,0.0,7.6,ATL,9,2023,rb
Antonio Gibson,3.0,13.5,0.1,2.7,20.3,0.1,0.0,7.1,NE,9,2023,rb
Cam Akers,7.9,30.2,0.2,1.2,10.3,0.1,0.1,6.6,NO,9,2023,rb
Justice Hill,4.9,22.6,0.2,1.7,10.8,0.0,0.0,6.2,BAL,9,2023,rb
Kenneth Gainwell,4.2,17.7,0.1,1.8,12.5,0.1,0.0,6.0,PIT,9,2023,rb
Zach Charbonnet,5.7,24.0,0.2,1.4,10.3,0.1,0.0,5.9,SEA,9,2023,rb
Miles Sanders,6.8,29.4,0.2,1.1,8.3,0.0,0.1,5.9,DAL,9,2023,rb
Mike Boone,7.9,25.0,0.2,1.0,7.2,0.0,0.0,5.5,MIA,9,2023,rb
Rico Dowdle,5.5,21.3,0.1,1.2,8.7,0.0,0.0,5.3,CAR,9,2023,rb
Darrynton Evans,2.6,13.5,0.1,1.1,7.6,0.0,0.0,3.8,BUF,9,2023,rb
Salvon Ahmed,2.8,11.3,0.1,1.1,7.0,0.0,0.0,3.6,IND,9,2023,rb
Michael Carter,1.8,7.8,0.1,1.2,9.4,0.0,0.0,3.5,ARI,9,2023,rb
Pierre Strong Jr.,3.2,15.7,0.1,0.4,3.6,0.0,0.0,3.2,CLE,9,2023,rb
Kendre Miller,2.1,10.6,0.1,0.7,5.0,0.0,0.0,2.8,NO,9,2023,rb
Zamir White,3.3,13.1,0.1,0.4,3.0,0.0,0.0,2.6,LV,9,2023,rb
Raheem Blackshear,1.7,7.2,0.1,0.7,5.3,0.0,0.0,2.4,CAR,9,2023,rb
Trayveon Williams,1.8,7.4,0.0,0.6,4.0,0.0,0.0,2.1,CLE,9,2023,rb
Dare Ogunbowale,2.0,8.5,0.1,0.4,3.4,0.0,0.0,2.0,HOU,9,2023,rb
Chris Rodriguez Jr.,1.6,9.9,0.1,0.2,1.3,0.0,0.0,1.7,WAS,9,2023,rb
Alec Ingold,0.1,0.5,0.0,0.6,4.3,0.0,0.0,1.3,MIA,9,2023,rb
Keaton Mitchell,0.0,5.1,0.0,0.3,2.0,0.0,0.0,1.3,BAL,9,2023,rb
Andrew Beck,0.6,2.3,0.0,0.3,2.6,0.0,0.0,1.0,NYJ,9,2023,rb
Emanuel Wilson,0.1,4.1,0.0,0.3,1.6,0.0,0.0,1.0,GB,9,2023,rb
Jonathan Ward,0.0,3.5,0.0,0.2,1.8,0.0,0.0,0.9,NYG,9,2023,rb
Ty Chandler,0.4,3.3,0.0,0.2,1.5,0.0,0.0,0.9,MIN,9,2023,rb
Patrick Ricard,0.2,0.4,0.0,0.4,2.7,0.0,0.0,0.8,BAL,9,2023,rb
DeeJay Dallas,0.1,0.6,0.0,0.4,2.4,0.0,0.0,0.8,ARI,9,2023,rb
Travis Homer,0.0,1.7,0.0,0.2,2.2,0.0,0.0,0.8,CHI,9,2023,rb
Ty Johnson,0.0,1.5,0.0,0.3,1.6,0.0,0.0,0.7,BUF,9,2023,rb
C.J. Ham,0.1,0.3,0.0,0.4,2.3,0.0,0.0,0.7,MIN,9,2023,rb
Trey Sermon,0.0,3.1,0.0,0.2,0.9,0.0,0.0,0.7,PIT,9,2023,rb
Hunter Luepke,0.2,0.8,0.0,0.2,0.8,0.0,0.0,0.4,DAL,9,2023,rb
Nick Bellore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,9,2023,rb
Javonte Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,9,2023,rb
Samaje Perine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,9,2023,rb
Elijah Mitchell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,9,2023,rb
Jordan Mason,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,9,2023,rb
D'Ernest Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,9,2023,rb
Reggie Gilliam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,9,2023,rb
Jeremy McNichols,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,9,2023,rb
J.J. Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,9,2023,rb
JaMycal Hasty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,9,2023,rb
Demetric Felton Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,9,2023,rb
Jermar Jefferson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,9,2023,rb
Javian Hawkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,9,2023,rb
Jaret Patterson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,9,2023,rb
Malik Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,9,2023,rb
Lew Nichols III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,9,2023,rb
Deneric Prince,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,9,2023,rb
Jordan Mims,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,9,2023,rb
Christian McCaffrey,15.6,65.2,0.7,4.8,40.1,0.3,0.1,20.7,SF,10,2023,rb
Austin Ekeler,14.2,58.0,0.5,4.8,39.9,0.2,0.1,18.6,WAS,10,2023,rb
Travis Etienne Jr.,17.1,72.9,0.5,3.7,29.1,0.1,0.1,17.5,JAC,10,2023,rb
Alvin Kamara,13.6,54.6,0.3,4.9,37.2,0.2,0.1,17.2,NO,10,2023,rb
Rachaad White,15.0,59.9,0.4,3.9,30.0,0.1,0.1,15.9,TB,10,2023,rb
Jonathan Taylor,16.9,72.4,0.5,2.8,23.3,0.1,0.1,15.8,IND,10,2023,rb
Breece Hall,15.7,73.1,0.4,3.1,25.6,0.1,0.1,15.8,NYJ,10,2023,rb
Josh Jacobs,19.6,75.1,0.5,2.9,20.9,0.1,0.1,15.7,GB,10,2023,rb
Joe Mixon,15.5,64.3,0.4,3.5,24.3,0.1,0.0,15.7,HOU,10,2023,rb
Tony Pollard,15.9,68.3,0.5,3.0,23.2,0.1,0.1,15.6,TEN,10,2023,rb
Derrick Henry,17.9,74.8,0.4,2.4,19.5,0.1,0.1,14.9,BAL,10,2023,rb
Rhamondre Stevenson,13.0,55.2,0.4,3.4,27.1,0.1,0.1,14.4,NE,10,2023,rb
Aaron Jones Sr.,13.0,59.3,0.3,3.2,27.4,0.1,0.1,14.3,MIN,10,2023,rb
Bijan Robinson,12.7,58.1,0.3,3.3,25.4,0.1,0.1,14.1,ATL,10,2023,rb
Kenneth Walker III,14.9,64.1,0.5,1.9,14.6,0.1,0.0,13.4,SEA,10,2023,rb
Javonte Williams,14.0,60.2,0.3,2.7,18.2,0.1,0.1,13.0,DAL,10,2023,rb
James Cook,12.8,61.0,0.3,2.5,19.1,0.1,0.1,12.9,BUF,10,2023,rb
James Conner,15.1,63.9,0.3,2.0,15.4,0.1,0.0,12.3,ARI,10,2023,rb
