Player,FG_proj,FGA_proj,XPT_proj,FPTS_proj,Team_proj,Week,Year,Position_proj,Rank,FG_actual,FGA_actual,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT_actual,XPA,G,FPTS_actual,FPTS/G,ROST,Team_actual,Position_actual
Daniel Carlson,1.4,1.8,2.2,6.3,LV,7,2023,K,13.0,2.0,3.0,66.7,40.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,7.0,12.8%,LV,K
Chad Ryland,1.3,1.7,1.5,5.3,ARI,7,2023,K,5.0,3.0,3.0,100.0,49.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,12.0,12.0,1.5%,ARI,K
Harrison Butker,1.8,2.0,3.1,8.3,KC,8,2023,K,6.0,3.0,3.0,100.0,56.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,11.0,11.0,72.1%,KC,K
Cameron Dicker,1.8,2.1,2.8,8.2,LAC,8,2023,K,3.0,3.0,3.0,100.0,53.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,16.0,16.0,94.9%,LAC,K
Jason Sanders,1.7,2.1,2.8,8.0,MIA,8,2023,K,15.0,1.0,1.0,100.0,30.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,7.0,7.0,42.0%,MIA,K
Jake Elliott,1.8,2.0,2.4,7.8,PHI,8,2023,K,7.0,1.0,1.0,100.0,51.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,10.0,10.0,60.5%,PHI,K
Brandon Aubrey,1.8,2.1,2.5,7.8,DAL,8,2023,K,4.0,2.0,2.0,100.0,58.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,1.0,13.0,13.0,97.8%,DAL,K
Jake Moody,1.6,1.9,2.9,7.7,SF,8,2023,K,25.0,1.0,1.0,100.0,36.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0,7.5%,SF,K
Tyler Bass,1.7,2.1,2.4,7.6,BUF,8,2023,K,20.0,1.0,1.0,100.0,37.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,6.0,6.0,57.5%,BUF,K
Brandon McManus,1.8,2.1,2.1,7.4,GB,8,2023,K,2.0,4.0,4.0,100.0,51.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,16.0,16.0,5.2%,GB,K
Jason Myers,1.7,2.0,2.3,7.4,SEA,8,2023,K,21.0,1.0,1.0,100.0,32.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,6.0,6.0,3.6%,SEA,K
Chris Boswell,1.7,1.9,2.1,7.3,PIT,8,2023,K,28.0,1.0,2.0,50.0,22.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,81.1%,PIT,K
Cairo Santos,1.7,1.9,2.1,7.2,CHI,8,2023,K,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,12.2%,CHI,K
Evan McPherson,1.8,2.2,1.8,7.1,CIN,8,2023,K,10.0,1.0,2.0,50.0,56.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,9.0,9.0,43.8%,CIN,K
Ka'imi Fairbairn,1.5,2.0,2.5,7.0,HOU,8,2023,K,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,62.1%,HOU,K
Nick Folk,1.7,1.9,1.9,7.0,NYJ,8,2023,K,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,4.0,4.0,0.9%,NYJ,K
Blake Grupe,1.7,2.2,1.8,6.9,NO,8,2023,K,14.0,1.0,1.0,100.0,27.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,1.0,8.0,8.0,1.0%,NO,K
Matt Gay,1.5,2.0,2.4,6.8,WAS,8,2023,K,9.0,2.0,2.0,100.0,42.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,10.0,10.0,15.8%,WAS,K
Chase McLaughlin,1.7,1.8,1.9,6.8,TB,8,2023,K,18.0,1.0,2.0,50.0,57.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,6.0,81.7%,TB,K
Younghoe Koo,1.5,2.0,2.3,6.8,ATL,8,2023,K,5.0,3.0,3.0,100.0,49.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,12.0,12.0,22.8%,ATL,K
Chad Ryland,1.6,1.8,1.8,6.6,ARI,8,2023,K,23.0,1.0,1.0,100.0,38.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0,1.5%,ARI,K
Wil Lutz,1.4,1.9,2.1,6.3,DEN,8,2023,K,19.0,1.0,2.0,50.0,28.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,6.0,6.0,35.6%,DEN,K
Graham Gano,1.5,1.5,1.7,6.2,NYG,8,2023,K,29.0,1.0,3.0,33.3,31.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,1.0%,NYG,K
Daniel Carlson,1.4,1.9,1.8,5.9,LV,8,2023,K,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,12.8%,LV,K
Joey Slye,1.4,2.0,1.7,5.9,TEN,8,2023,K,11.0,1.0,1.0,100.0,61.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,9.0,9.0,0.8%,TEN,K
Dustin Hopkins,1.4,1.7,1.6,5.9,CLE,8,2023,K,13.0,2.0,2.0,100.0,27.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,0.8%,CLE,K
Matthew Wright,0.0,0.0,0.0,0.0,CAR,8,2023,K,,,,,,,,,,,,,,,,,,
Harrison Butker,2.0,2.0,2.8,8.8,KC,9,2023,K,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,72.1%,KC,K
Matt Gay,1.7,2.1,2.6,7.9,WAS,9,2023,K,8.0,2.0,2.0,100.0,57.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,11.0,11.0,15.8%,WAS,K
Evan McPherson,1.8,2.2,2.4,7.7,CIN,9,2023,K,19.0,1.0,1.0,100.0,20.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,6.0,6.0,43.8%,CIN,K
Jason Sanders,1.6,1.8,2.8,7.7,MIA,9,2023,K,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,42.0%,MIA,K
Jake Elliott,1.8,2.1,2.1,7.6,PHI,9,2023,K,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,4.0,4.0,60.5%,PHI,K
Ka'imi Fairbairn,1.8,2.1,2.2,7.6,HOU,9,2023,K,18.0,1.0,1.0,100.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,6.0,62.1%,HOU,K
Blake Grupe,1.7,2.1,2.4,7.6,NO,9,2023,K,14.0,1.0,2.0,50.0,55.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,8.0,8.0,1.0%,NO,K
Younghoe Koo,1.8,2.1,2.1,7.4,ATL,9,2023,K,1.0,4.0,4.0,100.0,54.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,19.0,19.0,22.8%,ATL,K
Nick Folk,1.8,2.1,2.0,7.3,NYJ,9,2023,K,7.0,3.0,3.0,100.0,48.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,11.0,11.0,0.9%,NYJ,K
Chad Ryland,1.7,2.0,2.0,7.0,ARI,9,2023,K,17.0,1.0,1.0,100.0,43.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,6.0,6.0,1.5%,ARI,K
Cameron Dicker,1.5,2.0,2.5,7.0,LAC,9,2023,K,6.0,2.0,2.0,100.0,55.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,11.0,11.0,94.9%,LAC,K
Chris Boswell,1.5,2.0,2.4,6.9,PIT,9,2023,K,10.0,2.0,2.0,100.0,30.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,81.1%,PIT,K
Tyler Bass,1.4,1.9,2.7,6.9,BUF,9,2023,K,22.0,1.0,1.0,100.0,34.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,57.5%,BUF,K
Daniel Carlson,1.6,1.9,2.0,6.9,LV,9,2023,K,4.0,3.0,3.0,100.0,46.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0,1.0,14.0,14.0,12.8%,LV,K
Brandon Aubrey,1.5,2.0,2.4,6.9,DAL,9,2023,K,16.0,1.0,1.0,100.0,51.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,7.0,7.0,97.8%,DAL,K
Jason Myers,1.7,1.9,1.8,6.8,SEA,9,2023,K,24.0,1.0,1.0,100.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.6%,SEA,K
Dustin Hopkins,1.6,2.2,1.9,6.7,CLE,9,2023,K,9.0,2.0,3.0,66.7,45.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,10.0,10.0,0.8%,CLE,K
Joey Slye,1.7,2.1,1.6,6.7,TEN,9,2023,K,12.0,2.0,2.0,100.0,37.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,0.8%,TEN,K
Chase McLaughlin,1.5,2.1,2.0,6.5,TB,9,2023,K,2.0,3.0,3.0,100.0,55.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,1.0,16.0,16.0,81.7%,TB,K
Cairo Santos,1.4,1.9,1.8,6.0,CHI,9,2023,K,20.0,1.0,2.0,50.0,31.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0,12.2%,CHI,K
Matthew Wright,0.0,0.0,0.0,0.0,CAR,9,2023,K,,,,,,,,,,,,,,,,,,
Brandon McManus,0.0,0.0,0.0,0.0,GB,9,2023,K,,,,,,,,,,,,,,,,,,
Brandon McManus,2.0,2.1,2.2,8.2,GB,10,2023,K,27.0,1.0,1.0,100.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,5.2%,GB,K
Brandon Aubrey,1.8,2.2,2.7,8.2,DAL,10,2023,K,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.0,7.0,7.0,97.8%,DAL,K
Evan McPherson,1.8,2.1,2.6,8.0,CIN,10,2023,K,11.0,2.0,2.0,100.0,50.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,11.0,11.0,43.8%,CIN,K
Tyler Bass,1.6,1.8,2.9,7.7,BUF,10,2023,K,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,57.5%,BUF,K
Cameron Dicker,1.7,2.0,2.4,7.6,LAC,10,2023,K,15.0,1.0,1.0,100.0,48.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,1.0,9.0,9.0,94.9%,LAC,K
Jason Myers,1.7,2.1,2.3,7.5,SEA,10,2023,K,1.0,5.0,5.0,100.0,45.0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,1.0,21.0,21.0,3.6%,SEA,K
Jake Moody,1.7,2.2,2.5,7.5,SF,10,2023,K,14.0,2.0,2.0,100.0,39.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,1.0,10.0,10.0,7.5%,SF,K
Chase McLaughlin,1.7,2.1,2.3,7.5,TB,10,2023,K,16.0,2.0,2.0,100.0,35.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,81.7%,TB,K
Nick Folk,1.8,2.0,2.0,7.3,NYJ,10,2023,K,21.0,2.0,3.0,66.7,38.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.9%,NYJ,K
Younghoe Koo,1.5,2.0,2.5,7.1,ATL,10,2023,K,25.0,1.0,1.0,100.0,36.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0,22.8%,ATL,K
Daniel Carlson,1.6,1.9,2.1,6.9,LV,10,2023,K,5.0,3.0,3.0,100.0,54.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,14.0,14.0,12.8%,LV,K
Chris Boswell,1.5,2.0,2.3,6.9,PIT,10,2023,K,7.0,3.0,3.0,100.0,49.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,13.0,13.0,81.1%,PIT,K
Cairo Santos,1.5,2.0,2.5,6.8,CHI,10,2023,K,9.0,3.0,3.0,100.0,54.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,12.0,12.0,12.2%,CHI,K
Joey Slye,1.6,2.0,1.9,6.8,TEN,10,2023,K,13.0,2.0,2.0,100.0,49.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,10.0,10.0,0.8%,TEN,K
Matt Gay,1.5,2.0,2.4,6.8,WAS,10,2023,K,22.0,1.0,2.0,50.0,51.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,6.0,15.8%,WAS,K
Chad Ryland,1.7,1.9,1.7,6.7,ARI,10,2023,K,23.0,2.0,3.0,66.7,37.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,1.5%,ARI,K
Blake Grupe,1.4,1.9,2.1,6.4,NO,10,2023,K,26.0,1.0,1.0,100.0,48.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0%,NO,K
Wil Lutz,1.4,1.8,1.9,6.1,DEN,10,2023,K,4.0,4.0,4.0,100.0,49.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,15.0,15.0,35.6%,DEN,K
Dustin Hopkins,1.5,1.9,1.5,5.9,CLE,10,2023,K,6.0,4.0,4.0,100.0,40.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,14.0,14.0,0.8%,CLE,K
Matthew Wright,0.0,0.0,0.0,0.0,CAR,10,2023,K,,,,,,,,,,,,,,,,,,
Brandon McManus,2.0,2.1,2.2,8.2,GB,11,2023,K,7.0,2.0,2.0,100.0,30.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,1.0,10.0,10.0,5.2%,GB,K
Jason Sanders,1.7,2.0,3.0,8.1,MIA,11,2023,K,5.0,2.0,3.0,66.7,51.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,11.0,11.0,42.0%,MIA,K
Harrison Butker,1.8,1.9,2.8,8.1,KC,11,2023,K,18.0,1.0,1.0,100.0,43.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,6.0,6.0,72.1%,KC,K
Brandon Aubrey,1.7,2.1,2.9,8.1,DAL,11,2023,K,10.0,2.0,2.0,100.0,30.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,9.0,9.0,97.8%,DAL,K
Jake Moody,1.7,2.0,2.8,7.9,SF,11,2023,K,9.0,2.0,2.0,100.0,37.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,9.0,9.0,7.5%,SF,K
Joey Slye,1.7,2.1,2.6,7.7,TEN,11,2023,K,13.0,2.0,2.0,100.0,42.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,8.0,8.0,0.8%,TEN,K
Tyler Bass,1.7,2.1,2.4,7.5,BUF,11,2023,K,3.0,4.0,4.0,100.0,50.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,17.0,17.0,57.5%,BUF,K
Cairo Santos,1.7,2.0,2.1,7.3,CHI,11,2023,K,2.0,4.0,4.0,100.0,53.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,17.0,17.0,12.2%,CHI,K
Wil Lutz,1.5,2.2,2.5,7.0,DEN,11,2023,K,1.0,5.0,5.0,100.0,52.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,17.0,17.0,35.6%,DEN,K
Cameron Dicker,1.5,2.0,2.6,7.0,LAC,11,2023,K,14.0,2.0,2.0,100.0,26.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,94.9%,LAC,K
Evan McPherson,1.5,2.2,2.2,6.8,CIN,11,2023,K,8.0,2.0,3.0,66.7,50.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,10.0,10.0,43.8%,CIN,K
Jason Myers,1.4,2.0,2.4,6.7,SEA,11,2023,K,4.0,3.0,4.0,75.0,54.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,15.0,15.0,3.6%,SEA,K
Jake Elliott,1.5,1.9,2.1,6.6,PHI,11,2023,K,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,60.5%,PHI,K
Chase McLaughlin,1.7,1.8,1.6,6.6,TB,11,2023,K,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,81.7%,TB,K
Chris Boswell,1.5,2.1,1.9,6.4,PIT,11,2023,K,22.0,1.0,1.0,100.0,28.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,81.1%,PIT,K
Dustin Hopkins,1.5,2.0,2.0,6.4,CLE,11,2023,K,16.0,2.0,2.0,100.0,34.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,7.0,0.8%,CLE,K
Nick Folk,1.5,1.9,1.8,6.2,NYJ,11,2023,K,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.9%,NYJ,K
Daniel Carlson,1.3,1.7,1.7,5.7,LV,11,2023,K,11.0,2.0,2.0,100.0,47.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,8.0,8.0,12.8%,LV,K
Matthew Wright,0.0,0.0,0.0,0.0,CAR,11,2023,K,,,,,,,,,,,,,,,,,,
Matt Gay,0.0,0.0,0.0,0.0,WAS,11,2023,K,,,,,,,,,,,,,,,,,,
Chad Ryland,0.0,0.0,0.0,0.0,ARI,11,2023,K,,,,,,,,,,,,,,,,,,
Brandon Aubrey,1.7,2.1,3.1,8.3,DAL,12,2023,K,10.0,1.0,1.0,100.0,52.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,9.0,9.0,97.8%,DAL,K
Harrison Butker,1.8,2.1,2.8,8.3,KC,12,2023,K,15.0,1.0,1.0,100.0,32.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,7.0,7.0,72.1%,KC,K
Jake Elliott,1.8,2.0,2.5,7.8,PHI,12,2023,K,12.0,1.0,1.0,100.0,59.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,9.0,9.0,60.5%,PHI,K
Jake Moody,1.6,1.8,2.9,7.7,SF,12,2023,K,17.0,1.0,1.0,100.0,32.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,7.0,7.0,7.5%,SF,K
Cameron Dicker,1.8,2.1,2.3,7.6,LAC,12,2023,K,27.0,1.0,1.0,100.0,39.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,94.9%,LAC,K
Nick Folk,1.7,2.0,2.4,7.5,NYJ,12,2023,K,14.0,1.0,1.0,100.0,53.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,7.0,7.0,0.9%,NYJ,K
Cairo Santos,1.7,2.0,2.3,7.4,CHI,12,2023,K,3.0,4.0,5.0,80.0,55.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,14.0,14.0,12.2%,CHI,K
Wil Lutz,1.8,2.0,2.0,7.3,DEN,12,2023,K,9.0,2.0,2.0,100.0,34.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,9.0,9.0,35.6%,DEN,K
Younghoe Koo,1.7,1.9,2.1,7.3,ATL,12,2023,K,18.0,1.0,1.0,100.0,39.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,6.0,6.0,22.8%,ATL,K
Jason Sanders,1.4,2.0,2.7,7.0,MIA,12,2023,K,4.0,2.0,2.0,100.0,54.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,1.0,12.0,12.0,42.0%,MIA,K
Chase McLaughlin,1.7,1.8,2.0,7.0,TB,12,2023,K,13.0,2.0,2.0,100.0,24.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,81.7%,TB,K
Evan McPherson,1.7,2.0,1.9,6.9,CIN,12,2023,K,22.0,1.0,1.0,100.0,47.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,5.0,43.8%,CIN,K
Jason Myers,1.7,1.9,1.8,6.9,SEA,12,2023,K,11.0,2.0,3.0,66.7,51.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,9.0,9.0,3.6%,SEA,K
Chris Boswell,1.5,2.1,2.4,6.9,PIT,12,2023,K,6.0,3.0,3.0,100.0,41.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,11.0,11.0,81.1%,PIT,K
Matt Gay,1.4,2.0,2.6,6.9,WAS,12,2023,K,7.0,2.0,3.0,66.7,46.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,10.0,10.0,15.8%,WAS,K
Brandon McManus,1.5,2.0,2.4,6.8,GB,12,2023,K,2.0,3.0,4.0,75.0,53.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,14.0,14.0,5.2%,GB,K
Chad Ryland,1.6,2.0,1.8,6.7,ARI,12,2023,K,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.5%,ARI,K
Joey Slye,1.6,1.8,1.8,6.7,TEN,12,2023,K,24.0,1.0,1.0,100.0,43.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,5.0,0.8%,TEN,K
Tyler Bass,1.3,1.8,2.6,6.6,BUF,12,2023,K,5.0,2.0,4.0,50.0,48.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,1.0,12.0,12.0,57.5%,BUF,K
Blake Grupe,1.4,2.0,2.1,6.4,NO,12,2023,K,1.0,5.0,6.0,83.3,52.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,19.0,19.0,1.0%,NO,K
Dustin Hopkins,1.5,2.0,1.6,6.1,CLE,12,2023,K,19.0,2.0,2.0,100.0,36.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.8%,CLE,K
Daniel Carlson,1.3,1.7,1.6,5.6,LV,12,2023,K,23.0,1.0,2.0,50.0,34.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0,12.8%,LV,K
Ka'imi Fairbairn,0.0,0.0,0.0,0.0,HOU,12,2023,K,,,,,,,,,,,,,,,,,,
Matthew Wright,0.0,0.0,0.0,0.0,CAR,12,2023,K,,,,,,,,,,,,,,,,,,
Brandon Aubrey,1.7,2.0,3.1,8.3,DAL,13,2023,K,1.0,4.0,4.0,100.0,38.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,1.0,15.0,15.0,97.8%,DAL,K
Harrison Butker,1.8,2.0,2.5,8.0,KC,13,2023,K,16.0,2.0,2.0,100.0,34.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,7.0,7.0,72.1%,KC,K
Jason Sanders,1.7,2.0,2.8,8.0,MIA,13,2023,K,7.0,1.0,1.0,100.0,49.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,1.0,10.0,10.0,42.0%,MIA,K
Chris Boswell,1.8,2.2,2.3,7.8,PIT,13,2023,K,21.0,1.0,2.0,50.0,29.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,81.1%,PIT,K
Jake Moody,1.6,1.8,2.8,7.6,SF,13,2023,K,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,6.0,6.0,7.5%,SF,K
Nick Folk,1.8,2.0,2.1,7.5,NYJ,13,2023,K,9.0,2.0,2.0,100.0,46.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,9.0,9.0,0.9%,NYJ,K
Wil Lutz,1.8,2.1,2.1,7.4,DEN,13,2023,K,20.0,1.0,1.0,100.0,34.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0,35.6%,DEN,K
Chase McLaughlin,1.7,2.0,2.2,7.4,TB,13,2023,K,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,81.7%,TB,K
Matt Gay,1.7,2.0,2.2,7.3,WAS,13,2023,K,2.0,4.0,4.0,100.0,46.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,14.0,14.0,15.8%,WAS,K
Brandon McManus,1.5,2.1,2.7,7.3,GB,13,2023,K,12.0,1.0,2.0,50.0,40.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,8.0,8.0,5.2%,GB,K
Younghoe Koo,1.7,1.9,2.1,7.2,ATL,13,2023,K,10.0,2.0,2.0,100.0,42.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,8.0,8.0,22.8%,ATL,K
Blake Grupe,1.7,2.0,2.0,7.1,NO,13,2023,K,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,4.0,4.0,1.0%,NO,K
Jake Elliott,1.6,2.0,2.4,7.0,PHI,13,2023,K,15.0,2.0,2.0,100.0,39.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,7.0,60.5%,PHI,K
Cameron Dicker,1.4,1.9,2.6,6.9,LAC,13,2023,K,18.0,2.0,2.0,100.0,38.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,94.9%,LAC,K
Joey Slye,1.6,1.8,1.9,6.9,TEN,13,2023,K,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8%,TEN,K
Jason Myers,1.6,1.8,1.7,6.5,SEA,13,2023,K,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,5.0,5.0,3.6%,SEA,K
Chad Ryland,1.5,1.7,1.6,6.2,ARI,13,2023,K,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5%,ARI,K
Dustin Hopkins,1.5,2.0,1.7,6.2,CLE,13,2023,K,11.0,2.0,2.0,100.0,40.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,8.0,8.0,0.8%,CLE,K
Evan McPherson,1.4,1.8,1.9,6.1,CIN,13,2023,K,3.0,2.0,3.0,66.7,54.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,1.0,13.0,13.0,43.8%,CIN,K
Matthew Wright,0.0,0.0,0.0,0.0,CAR,13,2023,K,,,,,,,,,,,,,,,,,,
Ka'imi Fairbairn,0.0,0.0,0.0,0.0,HOU,13,2023,K,,,,,,,,,,,,,,,,,,
Brandon Aubrey,1.7,2.0,3.5,8.6,DAL,14,2023,K,1.0,4.0,4.0,100.0,60.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,22.0,22.0,97.8%,DAL,K
