Player,FG_proj,FGA_proj,XPT_proj,FPTS_proj,Team_proj,Week,Year,Position_proj,Rank,FG_actual,FGA_actual,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT_actual,XPA,G,FPTS_actual,FPTS/G,ROST,Team_actual,Position_actual
Jason Myers,1.6,1.9,2.0,6.9,SEA,7,2021,K,17.0,1.0,3.0,33.3,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,6.0,3.6%,SEA,K
Chase McLaughlin,1.5,1.7,2.1,6.6,TB,7,2021,K,11.0,1.0,2.0,50.0,52.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,7.0,7.0,81.7%,TB,K
Evan McPherson,1.4,1.7,2.2,6.5,CIN,7,2021,K,4.0,2.0,2.0,100.0,52.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,13.0,13.0,43.8%,CIN,K
Cairo Santos,1.4,1.7,1.8,6.1,CHI,7,2021,K,23.0,1.0,1.0,100.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,12.2%,CHI,K
Ka'imi Fairbairn,1.5,1.8,1.5,5.9,HOU,7,2021,K,18.0,1.0,1.0,100.0,53.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,62.1%,HOU,K
Matt Gay,2.0,2.4,3.0,9.0,WAS,8,2021,K,13.0,1.0,1.0,100.0,27.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,1.0,8.0,8.0,15.8%,WAS,K
Tyler Bass,1.8,2.1,3.3,8.5,BUF,8,2021,K,10.0,2.0,2.0,100.0,57.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,10.0,10.0,57.5%,BUF,K
Nick Folk,1.8,2.2,2.1,7.7,NYJ,8,2021,K,4.0,4.0,4.0,100.0,48.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,15.0,15.0,0.9%,NYJ,K
Joey Slye,1.8,2.1,2.1,7.6,TEN,8,2021,K,3.0,4.0,5.0,80.0,52.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,16.0,16.0,0.8%,TEN,K
Evan McPherson,1.7,2.0,2.5,7.6,CIN,8,2021,K,18.0,1.0,1.0,100.0,21.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,7.0,7.0,43.8%,CIN,K
Harrison Butker,1.6,1.8,2.7,7.5,KC,8,2021,K,12.0,2.0,2.0,100.0,36.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,72.1%,KC,K
Younghoe Koo,1.7,2.0,2.3,7.5,ATL,8,2021,K,9.0,2.0,3.0,66.7,53.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,22.8%,ATL,K
Jason Sanders,1.8,2.1,2.2,7.4,MIA,8,2021,K,23.0,1.0,2.0,50.0,51.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,42.0%,MIA,K
Chase McLaughlin,1.7,2.0,2.2,7.4,TB,8,2021,K,24.0,1.0,1.0,100.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,81.7%,TB,K
Graham Gano,1.7,1.9,2.3,7.3,NYG,8,2021,K,22.0,1.0,1.0,100.0,23.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0,1.0%,NYG,K
Chris Boswell,1.6,1.9,2.4,7.2,PIT,8,2021,K,27.0,1.0,1.0,100.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,81.1%,PIT,K
Brandon McManus,1.6,1.8,2.3,7.0,GB,8,2021,K,19.0,1.0,2.0,50.0,45.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,6.0,6.0,5.2%,GB,K
Jake Elliott,1.6,1.9,2.0,6.9,PHI,8,2021,K,2.0,3.0,3.0,100.0,43.0,0.0,1.0,0.0,2.0,0.0,5.0,5.0,1.0,16.0,16.0,60.5%,PHI,K
Jason Myers,1.4,1.5,2.6,6.9,SEA,8,2021,K,16.0,1.0,1.0,100.0,31.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,7.0,7.0,3.6%,SEA,K
Cairo Santos,1.6,1.9,1.8,6.7,CHI,8,2021,K,8.0,3.0,3.0,100.0,40.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,11.0,11.0,12.2%,CHI,K
Dustin Hopkins,1.4,1.6,2.4,6.7,CLE,8,2021,K,15.0,1.0,1.0,100.0,48.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,7.0,7.0,0.8%,CLE,K
Ka'imi Fairbairn,1.6,1.9,1.7,6.5,HOU,8,2021,K,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,62.1%,HOU,K
Matthew Wright,1.4,1.6,1.6,5.9,CAR,8,2021,K,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7%,CAR,K
Tyler Bass,2.1,2.5,3.0,9.4,BUF,9,2021,K,18.0,2.0,2.0,100.0,41.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,7.0,57.5%,BUF,K
Daniel Carlson,1.9,2.3,2.2,8.0,LV,9,2021,K,7.0,3.0,4.0,75.0,32.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,12.8%,LV,K
Joey Slye,2.0,2.0,2.0,8.0,TEN,9,2021,K,,,,,,,,,,,,,,,,,,
Chris Boswell,1.9,2.2,2.4,8.0,PIT,9,2021,K,1.0,3.0,3.0,100.0,54.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,16.0,16.0,81.1%,PIT,K
Jason Sanders,1.8,2.2,2.3,7.8,MIA,9,2021,K,23.0,1.0,1.0,100.0,42.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,6.0,6.0,42.0%,MIA,K
Graham Gano,1.8,2.1,2.1,7.5,NYG,9,2021,K,6.0,3.0,3.0,100.0,38.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,11.0,11.0,1.0%,NYG,K
Evan McPherson,1.7,2.1,2.4,7.5,CIN,9,2021,K,26.0,1.0,1.0,100.0,27.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,43.8%,CIN,K
Harrison Butker,1.6,1.8,2.6,7.4,KC,9,2021,K,13.0,2.0,2.0,100.0,55.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,9.0,72.1%,KC,K
Nick Folk,1.7,2.0,2.2,7.4,NYJ,9,2021,K,20.0,1.0,2.0,50.0,37.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,6.0,6.0,0.9%,NYJ,K
Dustin Hopkins,1.6,1.9,2.2,7.1,CLE,9,2021,K,17.0,2.0,2.0,100.0,30.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,7.0,7.0,0.8%,CLE,K
Brandon McManus,1.7,2.0,2.0,7.1,GB,9,2021,K,2.0,3.0,4.0,75.0,53.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,13.0,13.0,5.2%,GB,K
Jake Elliott,1.7,2.0,2.1,7.1,PHI,9,2021,K,22.0,1.0,1.0,100.0,24.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,6.0,6.0,60.5%,PHI,K
Younghoe Koo,1.7,2.0,2.0,7.1,ATL,9,2021,K,14.0,2.0,2.0,100.0,32.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,9.0,9.0,22.8%,ATL,K
Ka'imi Fairbairn,1.5,1.8,2.0,6.5,HOU,9,2021,K,8.0,3.0,3.0,100.0,40.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,10.0,10.0,62.1%,HOU,K
Cairo Santos,1.4,1.6,1.6,5.9,CHI,9,2021,K,10.0,2.0,3.0,66.7,30.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,9.0,9.0,12.2%,CHI,K
Matthew Wright,1.2,1.4,1.5,5.1,CAR,9,2021,K,4.0,3.0,4.0,75.0,55.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,11.0,11.0,0.7%,CAR,K
Tyler Bass,1.7,2.1,3.1,8.3,BUF,10,2021,K,13.0,1.0,1.0,100.0,29.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,1.0,9.0,9.0,57.5%,BUF,K
Daniel Carlson,1.8,2.2,2.6,8.1,LV,10,2021,K,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,12.8%,LV,K
Dustin Hopkins,1.8,2.1,2.5,8.0,CLE,10,2021,K,10.0,2.0,2.0,100.0,46.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,9.0,9.0,0.8%,CLE,K
Matt Gay,1.7,2.0,2.7,8.0,WAS,10,2021,K,23.0,1.0,1.0,100.0,37.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,15.8%,WAS,K
Harrison Butker,1.7,1.9,2.6,7.6,KC,10,2021,K,4.0,2.0,3.0,66.7,40.0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,1.0,12.0,12.0,72.1%,KC,K
Younghoe Koo,1.7,1.9,2.5,7.6,ATL,10,2021,K,24.0,1.0,1.0,100.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,22.8%,ATL,K
Brandon McManus,1.8,2.1,2.3,7.5,GB,10,2021,K,15.0,2.0,3.0,66.7,28.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,7.0,5.2%,GB,K
Chris Boswell,1.6,1.9,2.5,7.4,PIT,10,2021,K,5.0,3.0,3.0,100.0,51.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,12.0,12.0,81.1%,PIT,K
Nick Folk,1.7,2.0,2.3,7.4,NYJ,10,2021,K,12.0,1.0,1.0,100.0,38.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,1.0,9.0,9.0,0.9%,NYJ,K
Jason Myers,1.6,1.9,2.2,7.0,SEA,10,2021,K,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.6%,SEA,K
Chase McLaughlin,1.7,1.9,2.0,6.9,TB,10,2021,K,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,81.7%,TB,K
Jake Elliott,1.6,1.9,1.8,6.7,PHI,10,2021,K,2.0,3.0,3.0,100.0,52.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,14.0,14.0,60.5%,PHI,K
Jason Sanders,1.5,1.9,2.0,6.6,MIA,10,2021,K,8.0,3.0,3.0,100.0,31.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,42.0%,MIA,K
Joey Slye,1.6,1.9,1.8,6.5,TEN,10,2021,K,3.0,3.0,3.0,100.0,46.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,12.0,12.0,0.8%,TEN,K
Matthew Wright,1.3,1.6,1.6,5.6,CAR,10,2021,K,17.0,1.0,2.0,50.0,56.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,5.0,0.7%,CAR,K
Harrison Butker,1.9,2.2,2.9,8.5,KC,11,2021,K,14.0,2.0,3.0,66.7,53.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,9.0,9.0,72.1%,KC,K
Chase McLaughlin,1.9,2.3,2.5,8.3,TB,11,2021,K,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,81.7%,TB,K
Tyler Bass,1.7,2.0,3.0,8.0,BUF,11,2021,K,26.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,57.5%,BUF,K
Daniel Carlson,1.9,2.3,2.4,7.9,LV,11,2021,K,16.0,2.0,2.0,100.0,47.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,8.0,8.0,12.8%,LV,K
Nick Folk,1.7,1.9,2.8,7.9,NYJ,11,2021,K,3.0,4.0,4.0,100.0,53.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,16.0,16.0,0.9%,NYJ,K
Dustin Hopkins,1.8,2.2,2.3,7.7,CLE,11,2021,K,7.0,2.0,2.0,100.0,41.0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,1.0,12.0,12.0,0.8%,CLE,K
Evan McPherson,1.7,2.1,2.4,7.5,CIN,11,2021,K,1.0,4.0,4.0,100.0,54.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,1.0,21.0,21.0,43.8%,CIN,K
Chris Boswell,1.8,2.0,2.0,7.4,PIT,11,2021,K,5.0,3.0,3.0,100.0,45.0,0.0,0.0,2.0,1.0,0.0,4.0,4.0,1.0,14.0,14.0,81.1%,PIT,K
Jason Sanders,1.7,2.1,2.2,7.3,MIA,11,2021,K,19.0,1.0,2.0,50.0,24.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,6.0,6.0,42.0%,MIA,K
Cairo Santos,1.7,1.9,2.0,7.1,CHI,11,2021,K,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,12.2%,CHI,K
Jason Myers,1.6,2.0,2.1,7.1,SEA,11,2021,K,17.0,2.0,2.0,100.0,27.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,7.0,3.6%,SEA,K
Graham Gano,1.8,2.1,1.8,7.1,NYG,11,2021,K,23.0,1.0,1.0,100.0,37.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,1.0%,NYG,K
Jake Elliott,1.7,2.0,1.9,7.0,PHI,11,2021,K,2.0,4.0,4.0,100.0,50.0,0.0,0.0,2.0,1.0,1.0,4.0,4.0,1.0,19.0,19.0,60.5%,PHI,K
Younghoe Koo,1.6,1.9,2.0,6.9,ATL,11,2021,K,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.8%,ATL,K
Joey Slye,1.5,1.8,1.7,6.2,TEN,11,2021,K,15.0,2.0,2.0,100.0,36.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,9.0,9.0,0.8%,TEN,K
Matthew Wright,1.4,1.7,1.7,6.0,CAR,11,2021,K,24.0,1.0,1.0,100.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,0.7%,CAR,K
Ka'imi Fairbairn,1.4,1.7,1.7,6.0,HOU,11,2021,K,10.0,3.0,3.0,100.0,43.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,11.0,11.0,62.1%,HOU,K
Nick Folk,2.1,2.5,2.4,8.8,NYJ,12,2021,K,1.0,5.0,6.0,83.3,52.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,21.0,21.0,0.9%,NYJ,K
Chris Boswell,2.0,2.2,2.0,7.9,PIT,12,2021,K,19.0,1.0,1.0,100.0,40.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,5.0,81.1%,PIT,K
Tyler Bass,1.8,2.2,2.3,7.7,BUF,12,2021,K,14.0,1.0,1.0,100.0,34.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,7.0,7.0,57.5%,BUF,K
Dustin Hopkins,1.7,2.0,2.4,7.6,CLE,12,2021,K,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8%,CLE,K
Younghoe Koo,1.8,2.1,2.2,7.6,ATL,12,2021,K,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,22.8%,ATL,K
Evan McPherson,1.8,2.1,2.3,7.6,CIN,12,2021,K,4.0,2.0,2.0,100.0,51.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,13.0,13.0,43.8%,CIN,K
Joey Slye,1.8,2.2,1.9,7.4,TEN,12,2021,K,22.0,1.0,1.0,100.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.8%,TEN,K
Brandon McManus,1.8,2.1,2.1,7.4,GB,12,2021,K,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,4.0,4.0,5.2%,GB,K
Matt Gay,1.7,1.9,2.3,7.3,WAS,12,2021,K,9.0,2.0,2.0,100.0,39.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,15.8%,WAS,K
Jake Elliott,1.7,2.0,2.0,7.2,PHI,12,2021,K,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,60.5%,PHI,K
Graham Gano,1.8,2.0,1.9,7.2,NYG,12,2021,K,15.0,2.0,3.0,66.7,39.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,7.0,7.0,1.0%,NYG,K
Daniel Carlson,1.7,2.0,2.0,7.1,LV,12,2021,K,2.0,5.0,5.0,100.0,56.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,21.0,21.0,12.8%,LV,K
Ka'imi Fairbairn,1.5,1.9,2.5,7.1,HOU,12,2021,K,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,62.1%,HOU,K
Cairo Santos,1.7,2.0,1.9,7.0,CHI,12,2021,K,7.0,3.0,4.0,75.0,43.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,11.0,11.0,12.2%,CHI,K
Jason Myers,1.4,1.7,2.5,6.8,SEA,12,2021,K,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.6%,SEA,K
Chase McLaughlin,1.6,1.8,2.0,6.7,TB,12,2021,K,18.0,1.0,2.0,50.0,46.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,5.0,81.7%,TB,K
Matthew Wright,1.5,1.8,2.2,6.6,CAR,12,2021,K,16.0,2.0,2.0,100.0,34.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.7%,CAR,K
Jason Sanders,1.4,1.8,2.1,6.4,MIA,12,2021,K,8.0,2.0,2.0,100.0,46.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,1.0,10.0,10.0,42.0%,MIA,K
Matt Gay,1.9,2.3,2.9,8.6,WAS,13,2021,K,2.0,3.0,3.0,100.0,44.0,0.0,0.0,1.0,2.0,0.0,4.0,4.0,1.0,15.0,15.0,15.8%,WAS,K
Daniel Carlson,2.0,2.4,2.3,8.4,LV,13,2021,K,8.0,3.0,3.0,100.0,52.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,11.0,11.0,12.8%,LV,K
Harrison Butker,1.9,2.2,2.7,8.3,KC,13,2021,K,3.0,3.0,3.0,100.0,56.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,13.0,13.0,72.1%,KC,K
Evan McPherson,1.7,2.1,2.5,7.7,CIN,13,2021,K,20.0,1.0,1.0,100.0,48.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,5.0,5.0,43.8%,CIN,K
Jason Sanders,1.7,2.0,2.3,7.6,MIA,13,2021,K,10.0,2.0,3.0,66.7,48.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,10.0,10.0,42.0%,MIA,K
Jake Elliott,1.7,2.0,2.4,7.5,PHI,13,2021,K,1.0,4.0,4.0,100.0,46.0,0.0,0.0,2.0,2.0,0.0,3.0,3.0,1.0,17.0,17.0,60.5%,PHI,K
Chris Boswell,1.8,2.1,2.0,7.5,PIT,13,2021,K,11.0,2.0,2.0,100.0,53.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,9.0,9.0,81.1%,PIT,K
Nick Folk,1.8,2.1,1.8,7.1,NYJ,13,2021,K,16.0,2.0,2.0,100.0,41.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,7.0,0.9%,NYJ,K
Younghoe Koo,1.6,1.8,2.3,7.0,ATL,13,2021,K,21.0,1.0,1.0,100.0,21.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0,22.8%,ATL,K
Jason Myers,1.6,1.9,2.0,6.9,SEA,13,2021,K,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,4.0,4.0,3.6%,SEA,K
Tyler Bass,1.5,1.8,2.3,6.8,BUF,13,2021,K,24.0,1.0,2.0,50.0,35.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,57.5%,BUF,K
Cairo Santos,1.6,1.9,1.6,6.5,CHI,13,2021,K,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,12.2%,CHI,K
Graham Gano,1.5,1.7,1.7,6.2,NYG,13,2021,K,6.0,3.0,4.0,75.0,51.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,11.0,11.0,1.0%,NYG,K
Ka'imi Fairbairn,1.4,1.7,1.9,6.0,HOU,13,2021,K,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.1%,HOU,K
Harrison Butker,1.9,2.2,2.7,8.4,KC,14,2021,K,4.0,2.0,2.0,100.0,54.0,0.0,0.0,1.0,0.0,1.0,6.0,6.0,1.0,14.0,14.0,72.1%,KC,K
Dustin Hopkins,1.8,2.1,2.5,7.8,CLE,14,2021,K,7.0,3.0,3.0,100.0,39.0,0.0,2.0,1.0,0.0,0.0,4.0,4.0,1.0,13.0,13.0,0.8%,CLE,K
Brandon McManus,1.7,2.1,2.6,7.7,GB,14,2021,K,13.0,1.0,1.0,100.0,52.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,10.0,10.0,5.2%,GB,K
Chris Boswell,1.7,1.9,2.3,7.3,PIT,14,2021,K,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,81.1%,PIT,K
Joey Slye,1.6,1.9,2.3,7.2,TEN,14,2021,K,,,,,,,,,,,,,,,,,,
Jason Myers,1.6,1.9,2.4,7.1,SEA,14,2021,K,21.0,2.0,2.0,100.0,38.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,7.0,7.0,3.6%,SEA,K
Matt Gay,1.6,1.9,2.3,7.1,WAS,14,2021,K,3.0,3.0,3.0,100.0,55.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,1.0,14.0,14.0,15.8%,WAS,K
Evan McPherson,1.6,1.9,2.2,7.0,CIN,14,2021,K,9.0,3.0,4.0,75.0,41.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,12.0,12.0,43.8%,CIN,K
Tyler Bass,1.5,1.9,2.4,7.0,BUF,14,2021,K,18.0,2.0,2.0,100.0,25.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,9.0,9.0,57.5%,BUF,K
Daniel Carlson,1.7,1.9,1.9,6.9,LV,14,2021,K,23.0,1.0,1.0,100.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,12.8%,LV,K
Chase McLaughlin,1.6,1.9,2.0,6.9,TB,14,2021,K,20.0,1.0,2.0,50.0,43.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,7.0,7.0,81.7%,TB,K
Younghoe Koo,1.5,1.7,2.0,6.5,ATL,14,2021,K,10.0,3.0,3.0,100.0,48.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,12.0,12.0,22.8%,ATL,K
Graham Gano,1.5,1.8,1.7,6.2,NYG,14,2021,K,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0%,NYG,K
Ka'imi Fairbairn,1.5,1.8,1.6,6.1,HOU,14,2021,K,17.0,2.0,2.0,100.0,61.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,9.0,62.1%,HOU,K
Cairo Santos,1.4,1.6,1.6,5.7,CHI,14,2021,K,5.0,3.0,3.0,100.0,44.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0,1.0,14.0,14.0,12.2%,CHI,K
Matthew Wright,1.4,1.6,1.4,5.5,CAR,14,2021,K,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7%,CAR,K
Nick Folk,2.0,2.3,2.2,8.1,NYJ,15,2021,K,25.0,1.0,1.0,100.0,25.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0,0.9%,NYJ,K
Tyler Bass,1.7,2.1,2.8,7.9,BUF,15,2021,K,17.0,1.0,1.0,100.0,26.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,7.0,7.0,57.5%,BUF,K
Matt Gay,1.8,2.0,2.6,7.9,WAS,15,2021,K,8.0,2.0,2.0,100.0,55.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,10.0,10.0,15.8%,WAS,K
Chris Boswell,1.8,2.0,2.3,7.8,PIT,15,2021,K,2.0,4.0,5.0,80.0,48.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,15.0,15.0,81.1%,PIT,K
Harrison Butker,1.7,1.9,2.6,7.7,KC,15,2021,K,13.0,2.0,2.0,100.0,33.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,72.1%,KC,K
Jason Sanders,1.7,2.1,2.5,7.7,MIA,15,2021,K,18.0,1.0,1.0,100.0,24.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,7.0,7.0,42.0%,MIA,K
Jake Elliott,2.0,2.2,1.8,7.7,PHI,15,2021,K,11.0,2.0,2.0,100.0,37.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,9.0,9.0,60.5%,PHI,K
Daniel Carlson,1.7,2.0,2.1,7.3,LV,15,2021,K,5.0,3.0,3.0,100.0,48.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,12.0,12.0,12.8%,LV,K
Cairo Santos,1.7,1.9,2.1,7.1,CHI,15,2021,K,29.0,1.0,2.0,50.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,12.2%,CHI,K
Brandon McManus,1.5,1.8,2.3,6.9,GB,15,2021,K,22.0,1.0,2.0,50.0,54.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,6.0,5.2%,GB,K
Dustin Hopkins,1.4,1.6,2.6,6.9,CLE,15,2021,K,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,4.0,4.0,0.8%,CLE,K
Evan McPherson,1.7,1.9,1.9,6.9,CIN,15,2021,K,4.0,3.0,3.0,100.0,58.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,13.0,13.0,43.8%,CIN,K
