Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year,Position
12,Evan McPherson,2,2,100.0,34,0,1,1,0,0,3,3,1,9.0,9.0,44.2%,CIN,18,2022,k
13,Daniel Carlson,2,2,100.0,54,0,0,1,0,1,1,1,1,9.0,9.0,12.9%,LV,18,2022,k
14,Chris Boswell,2,2,100.0,49,0,0,1,1,0,2,2,1,9.0,9.0,81.4%,PIT,18,2022,k
15,Michael Badgley,2,3,66.7,37,0,0,2,0,0,2,2,1,8.0,8.0,1.1%,FA,18,2022,k
16,Robbie Gould,1,1,100.0,27,0,1,0,0,0,5,5,1,8.0,8.0,0.6%,FA,18,2022,k
17,Joey Slye,2,4,50.0,29,0,2,0,0,0,2,3,1,8.0,8.0,0.8%,TEN,18,2022,k
18,Riley Patterson,2,2,100.0,36,0,1,1,0,0,2,2,1,8.0,8.0,1.0%,FA,18,2022,k
19,Harrison Butker,1,1,100.0,44,0,0,0,1,0,4,4,1,8.0,8.0,72.4%,KC,18,2022,k
20,Brandon McManus,1,1,100.0,33,0,0,1,0,0,4,4,1,7.0,7.0,5.5%,GB,18,2022,k
21,Greg Zuerlein,2,3,66.7,35,0,0,2,0,0,0,0,1,6.0,6.0,0.8%,FA,18,2022,k
22,Ka'imi Fairbairn,1,1,100.0,37,0,0,1,0,0,3,3,1,6.0,6.0,62.4%,HOU,18,2022,k
23,Ryan Succop,1,1,100.0,41,0,0,0,1,0,2,2,1,6.0,6.0,1.5%,FA,18,2022,k
24,Tyler Bass,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,57.6%,BUF,18,2022,k
25,Eddy Pineiro,1,1,100.0,42,0,0,0,1,0,1,1,1,5.0,5.0,0.6%,FA,18,2022,k
26,Nick Folk,1,1,100.0,24,0,1,0,0,0,2,2,1,5.0,5.0,1.1%,NYJ,18,2022,k
27,Graham Gano,1,1,100.0,24,0,1,0,0,0,1,1,1,4.0,4.0,1.1%,NYG,18,2022,k
28,Cade York,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,4.3%,FA,18,2022,k
29,Cairo Santos,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,12.2%,CHI,18,2022,k
30,Matt Prater,0,0,0.0,0,0,0,0,0,0,1,2,1,1.0,1.0,0.6%,FA,18,2022,k
31,Wil Lutz,0,2,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,35.9%,DEN,18,2022,k
32,Brett Maher,0,0,0.0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.4%,FA,18,2022,k
1,Nick Folk,5,5,100.0,50,0,2,1,1,1,0,0,1,18.0,18.0,1.1%,NYJ,1,2023,k
2,Jake Elliott,4,4,100.0,56,0,0,1,1,2,1,2,1,18.0,18.0,60.9%,PHI,1,2023,k
3,Brett Maher,3,5,60.0,54,0,0,1,1,1,3,3,1,15.0,15.0,1.4%,FA,1,2023,k
4,Jake Moody,3,3,100.0,41,0,0,1,2,0,3,3,1,14.0,14.0,7.5%,SF,1,2023,k
5,Jason Sanders,3,3,100.0,45,0,1,0,2,0,3,4,1,14.0,14.0,41.5%,MIA,1,2023,k
6,Tyler Bass,3,3,100.0,50,0,0,1,1,1,1,1,1,13.0,13.0,57.6%,BUF,1,2023,k
7,Cameron Dicker,2,2,100.0,50,0,1,0,0,1,4,4,1,12.0,12.0,94.9%,LAC,1,2023,k
8,Blake Grupe,3,3,100.0,52,0,1,1,0,1,1,1,1,12.0,12.0,1.1%,NO,1,2023,k
9,Dustin Hopkins,3,3,100.0,43,0,0,1,2,0,1,1,1,12.0,12.0,0.8%,CLE,1,2023,k
10,Matt Prater,3,3,100.0,54,0,1,1,0,1,1,1,1,12.0,12.0,0.6%,FA,1,2023,k
11,Greg Zuerlein,3,3,100.0,43,0,1,1,1,0,1,1,1,11.0,11.0,0.8%,FA,1,2023,k
12,Brandon Aubrey,2,2,100.0,38,0,1,1,0,0,4,5,1,10.0,10.0,97.7%,DAL,1,2023,k
13,Chase McLaughlin,2,2,100.0,57,0,0,1,0,1,2,2,1,10.0,10.0,81.7%,TB,1,2023,k
14,Anders Carlson,1,1,100.0,52,0,0,0,0,1,5,5,1,10.0,10.0,1.0%,FA,1,2023,k
15,Ka'imi Fairbairn,3,3,100.0,38,0,0,3,0,0,0,0,1,9.0,9.0,62.4%,HOU,1,2023,k
16,Brandon McManus,1,1,100.0,45,0,0,0,1,0,4,4,1,8.0,8.0,5.5%,GB,1,2023,k
17,Joey Slye,2,2,100.0,33,0,0,2,0,0,2,2,1,8.0,8.0,0.8%,TEN,1,2023,k
18,Jason Myers,2,3,66.7,42,0,0,1,1,0,1,1,1,8.0,8.0,3.6%,SEA,1,2023,k
19,Harrison Butker,2,2,100.0,39,0,0,2,0,0,2,2,1,8.0,8.0,72.4%,KC,1,2023,k
20,Cairo Santos,2,2,100.0,47,0,1,0,1,0,0,0,1,7.0,7.0,12.2%,CHI,1,2023,k
21,Younghoe Koo,1,1,100.0,49,0,0,0,1,0,3,3,1,7.0,7.0,22.8%,ATL,1,2023,k
22,Greg Joseph,1,1,100.0,25,0,1,0,0,0,2,2,1,5.0,5.0,0.6%,FA,1,2023,k
23,Justin Tucker,1,1,100.0,39,0,0,1,0,0,2,2,1,5.0,5.0,3.7%,FA,1,2023,k
24,Eddy Pineiro,1,1,100.0,43,0,0,0,1,0,1,1,1,5.0,5.0,0.6%,FA,1,2023,k
25,Daniel Carlson,1,1,100.0,24,0,1,0,0,0,2,2,1,5.0,5.0,12.9%,LV,1,2023,k
26,Wil Lutz,1,2,50.0,24,0,1,0,0,0,1,2,1,4.0,4.0,35.9%,DEN,1,2023,k
27,Evan McPherson,1,2,50.0,42,0,0,0,1,0,0,0,1,4.0,4.0,44.2%,CIN,1,2023,k
28,Matt Gay,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,16.2%,WAS,1,2023,k
29,Riley Patterson,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,1.0%,FA,1,2023,k
30,Chad Ryland,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,1.5%,ARI,1,2023,k
31,Chris Boswell,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,81.4%,PIT,1,2023,k
32,Graham Gano,0,2,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,NYG,1,2023,k
1,Brandon Aubrey,5,5,100.0,55,0,2,2,0,1,1,1,1,18.0,18.0,97.7%,DAL,2,2023,k
2,Jake Moody,3,3,100.0,57,0,2,0,0,1,3,3,1,14.0,14.0,7.5%,SF,2,2023,k
3,Younghoe Koo,4,4,100.0,39,0,2,2,0,0,1,2,1,13.0,13.0,22.8%,ATL,2,2023,k
4,Eddy Pineiro,3,3,100.0,54,0,0,1,0,2,0,0,1,13.0,13.0,0.6%,FA,2,2023,k
5,Brett Maher,3,3,100.0,48,0,0,1,2,0,2,2,1,13.0,13.0,1.4%,FA,2,2023,k
6,Jake Elliott,2,3,66.7,61,0,1,0,0,1,4,4,1,12.0,12.0,60.9%,PHI,2,2023,k
7,Chris Boswell,2,2,100.0,52,0,0,0,0,2,2,2,1,12.0,12.0,81.4%,PIT,2,2023,k
8,Justin Tucker,2,3,66.7,44,0,0,0,2,0,3,3,1,11.0,11.0,3.7%,FA,2,2023,k
9,Joey Slye,2,4,50.0,49,0,0,0,2,0,3,3,1,11.0,11.0,0.8%,TEN,2,2023,k
10,Brandon McManus,3,3,100.0,49,0,1,1,1,0,0,0,1,10.0,10.0,5.5%,GB,2,2023,k
11,Cameron Dicker,3,3,100.0,33,0,1,2,0,0,1,1,1,10.0,10.0,94.9%,LAC,2,2023,k
12,Nick Folk,2,2,100.0,41,0,0,1,1,0,3,3,1,10.0,10.0,1.1%,NYJ,2,2023,k
13,Dustin Hopkins,2,3,66.7,55,0,0,0,1,1,0,0,1,9.0,9.0,0.8%,CLE,2,2023,k
14,Chase McLaughlin,2,3,66.7,26,0,2,0,0,0,3,3,1,9.0,9.0,81.7%,TB,2,2023,k
15,Matt Prater,2,3,66.7,44,0,0,1,1,0,2,2,1,9.0,9.0,0.6%,FA,2,2023,k
16,Wil Lutz,2,2,100.0,32,0,0,2,0,0,3,3,1,9.0,9.0,35.9%,DEN,2,2023,k
17,Tyler Bass,1,1,100.0,29,0,1,0,0,0,5,5,1,8.0,8.0,57.6%,BUF,2,2023,k
18,Ka'imi Fairbairn,2,3,66.7,36,0,1,1,0,0,2,2,1,8.0,8.0,62.4%,HOU,2,2023,k
19,Matt Gay,1,1,100.0,42,0,0,0,1,0,4,4,1,8.0,8.0,16.2%,WAS,2,2023,k
20,Blake Grupe,2,2,100.0,28,0,2,0,0,0,2,2,1,8.0,8.0,1.1%,NO,2,2023,k
21,Cairo Santos,1,1,100.0,52,0,0,0,0,1,2,2,1,7.0,7.0,12.2%,CHI,2,2023,k
22,Graham Gano,1,1,100.0,34,0,0,1,0,0,4,4,1,7.0,7.0,1.1%,NYG,2,2023,k
23,Riley Patterson,1,1,100.0,38,0,0,1,0,0,4,4,1,7.0,7.0,1.0%,FA,2,2023,k
24,Jason Myers,1,3,33.3,25,0,1,0,0,0,4,4,1,7.0,7.0,3.6%,SEA,2,2023,k
25,Anders Carlson,1,1,100.0,33,0,0,1,0,0,3,3,1,6.0,6.0,1.0%,FA,2,2023,k
26,Evan McPherson,1,1,100.0,27,0,1,0,0,0,3,3,1,6.0,6.0,44.2%,CIN,2,2023,k
27,Jason Sanders,1,3,33.3,23,0,1,0,0,0,3,3,1,6.0,6.0,41.5%,MIA,2,2023,k
28,Chad Ryland,1,1,100.0,49,0,0,0,1,0,2,2,1,6.0,6.0,1.5%,ARI,2,2023,k
29,Harrison Butker,1,1,100.0,38,0,0,1,0,0,2,2,1,5.0,5.0,72.4%,KC,2,2023,k
30,Daniel Carlson,1,1,100.0,47,0,0,0,1,0,1,1,1,5.0,5.0,12.9%,LV,2,2023,k
31,Austin Seibert,1,1,100.0,34,0,0,1,0,0,1,1,1,4.0,4.0,0.7%,FA,2,2023,k
32,Greg Joseph,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.6%,FA,2,2023,k
1,Matt Gay,5,5,100.0,54,0,0,1,0,4,1,1,1,24.0,24.0,16.2%,WAS,3,2023,k
2,Evan McPherson,4,5,80.0,54,0,0,0,2,2,1,1,1,19.0,19.0,44.2%,CIN,3,2023,k
3,Jason Myers,5,5,100.0,43,0,0,4,1,0,2,2,1,18.0,18.0,3.6%,SEA,3,2023,k
4,Chris Boswell,3,3,100.0,57,0,0,0,2,1,2,2,1,15.0,15.0,81.4%,PIT,3,2023,k
5,Tyler Bass,3,3,100.0,54,0,0,2,0,1,4,4,1,15.0,15.0,57.6%,BUF,3,2023,k
6,Matt Prater,3,3,100.0,62,0,0,1,1,1,1,1,1,13.0,13.0,0.6%,FA,3,2023,k
7,Ka'imi Fairbairn,3,3,100.0,33,0,2,1,0,0,4,4,1,13.0,13.0,62.4%,HOU,3,2023,k
8,Harrison Butker,2,2,100.0,41,0,0,1,1,0,5,5,1,12.0,12.0,72.4%,KC,3,2023,k
9,Jake Moody,3,3,100.0,36,0,2,1,0,0,3,3,1,12.0,12.0,7.5%,SF,3,2023,k
10,Dustin Hopkins,2,2,100.0,52,0,0,0,1,1,3,3,1,12.0,12.0,0.8%,CLE,3,2023,k
11,Brandon Aubrey,3,3,100.0,49,0,2,0,1,0,1,1,1,11.0,11.0,97.7%,DAL,3,2023,k
12,Brett Maher,3,3,100.0,42,0,1,1,1,0,1,1,1,11.0,11.0,1.4%,FA,3,2023,k
13,Jake Elliott,3,3,100.0,38,0,1,2,0,0,2,2,1,11.0,11.0,60.9%,PHI,3,2023,k
14,Eddy Pineiro,2,3,66.7,47,0,0,0,2,0,3,3,1,11.0,11.0,0.6%,FA,3,2023,k
15,Jason Sanders,0,0,0.0,0,0,0,0,0,0,10,10,1,10.0,10.0,41.5%,MIA,3,2023,k
16,Chad Ryland,2,4,50.0,51,0,0,0,1,1,1,1,1,10.0,10.0,1.5%,ARI,3,2023,k
17,Graham Gano,2,2,100.0,57,0,0,0,1,1,0,0,1,9.0,9.0,1.1%,NYG,3,2023,k
18,Riley Patterson,2,2,100.0,37,0,1,1,0,0,2,2,1,8.0,8.0,1.0%,FA,3,2023,k
19,Wil Lutz,2,2,100.0,31,0,1,1,0,0,2,2,1,8.0,8.0,35.9%,DEN,3,2023,k
20,Justin Tucker,1,2,50.0,50,0,0,0,0,1,2,2,1,7.0,7.0,3.7%,FA,3,2023,k
21,Younghoe Koo,2,3,66.7,48,0,1,0,1,0,0,0,1,7.0,7.0,22.8%,ATL,3,2023,k
22,Greg Zuerlein,1,1,100.0,52,0,0,0,0,1,1,1,1,6.0,6.0,0.8%,FA,3,2023,k
23,Greg Joseph,1,1,100.0,23,0,1,0,0,0,3,3,1,6.0,6.0,0.6%,FA,3,2023,k
24,Blake Grupe,1,2,50.0,25,0,1,0,0,0,2,2,1,5.0,5.0,1.1%,NO,3,2023,k
25,Joey Slye,1,1,100.0,51,0,0,0,0,1,0,0,1,5.0,5.0,0.8%,TEN,3,2023,k
26,Brandon McManus,1,3,33.3,33,0,0,1,0,0,2,2,1,5.0,5.0,5.5%,GB,3,2023,k
27,Anders Carlson,1,1,100.0,38,0,0,1,0,0,1,1,1,4.0,4.0,1.0%,FA,3,2023,k
28,Cameron Dicker,0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,94.9%,LAC,3,2023,k
29,Cairo Santos,1,1,100.0,21,0,1,0,0,0,1,1,1,4.0,4.0,12.2%,CHI,3,2023,k
30,Nick Folk,1,1,100.0,44,0,0,0,1,0,0,0,1,4.0,4.0,1.1%,NYJ,3,2023,k
31,Daniel Carlson,1,1,100.0,26,0,1,0,0,0,1,1,1,4.0,4.0,12.9%,LV,3,2023,k
32,Chase McLaughlin,1,1,100.0,33,0,0,1,0,0,0,0,1,3.0,3.0,81.7%,TB,3,2023,k
1,Jake Elliott,4,4,100.0,54,0,0,1,2,1,2,2,1,18.0,18.0,60.9%,PHI,4,2023,k
2,Brett Maher,3,5,60.0,54,0,0,0,1,2,2,2,1,16.0,16.0,1.4%,FA,4,2023,k
3,Brandon McManus,3,3,100.0,56,0,0,1,1,1,2,2,1,14.0,14.0,5.5%,GB,4,2023,k
4,Tyler Bass,2,2,100.0,53,0,0,1,0,1,6,6,1,14.0,14.0,57.6%,BUF,4,2023,k
5,Ka'imi Fairbairn,3,3,100.0,39,0,0,3,0,0,3,3,1,12.0,12.0,62.4%,HOU,4,2023,k
6,Brandon Aubrey,3,3,100.0,33,0,2,1,0,0,3,3,1,12.0,12.0,97.7%,DAL,4,2023,k
7,Harrison Butker,3,3,100.0,37,0,1,2,0,0,2,2,1,11.0,11.0,72.4%,KC,4,2023,k
8,Nick Folk,2,2,100.0,53,0,0,1,0,1,3,3,1,11.0,11.0,1.1%,NYJ,4,2023,k
9,Riley Patterson,2,2,100.0,37,0,0,2,0,0,4,4,1,10.0,10.0,1.0%,FA,4,2023,k
10,Blake Grupe,3,3,100.0,44,0,0,2,1,0,0,0,1,10.0,10.0,1.1%,NO,4,2023,k
11,Chase McLaughlin,2,2,100.0,51,0,1,0,0,1,2,2,1,10.0,10.0,81.7%,TB,4,2023,k
12,Wil Lutz,1,1,100.0,51,0,0,0,0,1,4,4,1,9.0,9.0,35.9%,DEN,4,2023,k
13,Eddy Pineiro,2,2,100.0,56,0,1,0,0,1,1,1,1,9.0,9.0,0.6%,FA,4,2023,k
14,Anders Carlson,2,2,100.0,50,0,0,1,0,1,0,0,1,8.0,8.0,1.0%,FA,4,2023,k
15,Joey Slye,1,1,100.0,27,0,1,0,0,0,4,4,1,7.0,7.0,0.8%,TEN,4,2023,k
16,Chris Boswell,2,2,100.0,35,0,1,1,0,0,0,0,1,6.0,6.0,81.4%,PIT,4,2023,k
17,Cameron Dicker,1,1,100.0,33,0,0,1,0,0,3,3,1,6.0,6.0,94.9%,LAC,4,2023,k
18,Jason Myers,1,2,50.0,34,0,0,1,0,0,3,3,1,6.0,6.0,3.6%,SEA,4,2023,k
19,Dustin Hopkins,1,1,100.0,53,0,0,0,0,1,0,0,1,5.0,5.0,0.8%,CLE,4,2023,k
20,Jake Moody,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,7.5%,SF,4,2023,k
21,Graham Gano,1,1,100.0,55,0,0,0,0,1,0,0,1,5.0,5.0,1.1%,NYG,4,2023,k
22,Daniel Carlson,1,1,100.0,22,0,1,0,0,0,2,2,1,5.0,5.0,12.9%,LV,4,2023,k
23,Justin Tucker,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,3.7%,FA,4,2023,k
24,Matt Prater,1,1,100.0,38,0,0,1,0,0,1,1,1,4.0,4.0,0.6%,FA,4,2023,k
25,Cairo Santos,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,12.2%,CHI,4,2023,k
26,Greg Zuerlein,1,2,50.0,31,0,0,1,0,0,1,1,1,4.0,4.0,0.8%,FA,4,2023,k
27,Evan McPherson,1,1,100.0,21,0,1,0,0,0,0,0,1,3.0,3.0,44.2%,CIN,4,2023,k
28,Greg Joseph,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.6%,FA,4,2023,k
29,Chad Ryland,1,2,50.0,29,0,1,0,0,0,0,0,1,3.0,3.0,1.5%,ARI,4,2023,k
30,Jason Sanders,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,41.5%,MIA,4,2023,k
31,Younghoe Koo,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,22.8%,ATL,4,2023,k
32,Matt Gay,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,16.2%,WAS,4,2023,k
1,Greg Zuerlein,5,5,100.0,49,0,3,1,1,0,2,2,1,18.0,18.0,0.8%,FA,5,2023,k
2,Cairo Santos,4,4,100.0,43,0,1,2,1,0,4,4,1,17.0,17.0,12.2%,CHI,5,2023,k
3,Ka'imi Fairbairn,4,4,100.0,43,0,1,1,2,0,1,1,1,15.0,15.0,62.4%,HOU,5,2023,k
4,Blake Grupe,2,2,100.0,54,0,0,0,0,2,4,4,1,14.0,14.0,1.1%,NO,5,2023,k
5,Graham Gano,3,4,75.0,51,0,0,1,1,1,1,1,1,13.0,13.0,1.1%,NYG,5,2023,k
6,Evan McPherson,2,2,100.0,40,0,0,0,2,0,4,4,1,12.0,12.0,44.2%,CIN,5,2023,k
7,Nick Folk,3,3,100.0,53,0,1,1,0,1,1,1,1,12.0,12.0,1.1%,NYJ,5,2023,k
8,Matt Gay,3,3,100.0,43,0,1,1,1,0,2,2,1,12.0,12.0,16.2%,WAS,5,2023,k
9,Chris Boswell,3,3,100.0,43,0,1,0,2,0,0,0,1,11.0,11.0,81.4%,PIT,5,2023,k
10,Jake Elliott,3,3,100.0,34,0,2,1,0,0,2,2,1,11.0,11.0,60.9%,PHI,5,2023,k
11,Harrison Butker,2,2,100.0,40,0,0,1,1,0,3,3,1,10.0,10.0,72.4%,KC,5,2023,k
12,Greg Joseph,2,2,100.0,40,0,1,0,1,0,2,2,1,9.0,9.0,0.6%,FA,5,2023,k
13,Joey Slye,2,3,66.7,51,0,0,1,0,1,0,0,1,8.0,8.0,0.8%,TEN,5,2023,k
14,Jason Sanders,1,1,100.0,40,0,0,0,1,0,4,4,1,8.0,8.0,41.5%,MIA,5,2023,k
15,Anders Carlson,2,2,100.0,37,0,1,1,0,0,1,1,1,7.0,7.0,1.0%,FA,5,2023,k
16,Wil Lutz,2,2,100.0,23,0,2,0,0,0,1,1,1,7.0,7.0,35.9%,DEN,5,2023,k
17,Younghoe Koo,2,2,100.0,37,0,0,2,0,0,1,1,1,7.0,7.0,22.8%,ATL,5,2023,k
18,Eddy Pineiro,1,1,100.0,33,0,0,1,0,0,3,3,1,6.0,6.0,0.6%,FA,5,2023,k
19,Riley Patterson,0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,1.0%,FA,5,2023,k
20,Brandon Aubrey,1,1,100.0,50,0,0,0,0,1,1,1,1,6.0,6.0,97.7%,DAL,5,2023,k
21,Brandon McManus,1,1,100.0,44,0,0,0,1,0,2,2,1,6.0,6.0,5.5%,GB,5,2023,k
22,Jake Moody,0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,7.5%,SF,5,2023,k
23,Daniel Carlson,1,3,33.3,26,0,1,0,0,0,2,2,1,5.0,5.0,12.9%,LV,5,2023,k
24,Justin Tucker,1,1,100.0,23,0,1,0,0,0,1,1,1,4.0,4.0,3.7%,FA,5,2023,k
25,Matt Prater,0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,0.6%,FA,5,2023,k
26,Tyler Bass,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,57.6%,BUF,5,2023,k
27,Brett Maher,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,1.4%,FA,5,2023,k
28,Chad Ryland,0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.5%,ARI,5,2023,k
1,Justin Tucker,6,6,100.0,41,0,4,1,1,0,0,1,1,19.0,19.0,3.7%,FA,6,2023,k
2,Dustin Hopkins,4,5,80.0,50,0,1,0,2,1,1,1,1,17.0,17.0,0.8%,CLE,6,2023,k
3,Brandon McManus,3,3,100.0,51,0,0,0,2,1,4,4,1,17.0,17.0,5.5%,GB,6,2023,k
4,Harrison Butker,4,4,100.0,60,0,1,1,0,2,1,1,1,17.0,17.0,72.4%,KC,6,2023,k
5,Brett Maher,4,4,100.0,43,0,2,1,1,0,2,2,1,15.0,15.0,1.4%,FA,6,2023,k
6,Greg Zuerlein,4,4,100.0,43,0,0,2,2,0,0,0,1,14.0,14.0,0.8%,FA,6,2023,k
7,Daniel Carlson,4,4,100.0,37,0,2,2,0,0,1,1,1,13.0,13.0,12.9%,LV,6,2023,k
8,Greg Joseph,2,3,66.7,53,0,0,0,0,2,1,2,1,11.0,11.0,0.6%,FA,6,2023,k
9,Matt Prater,3,3,100.0,55,0,1,1,0,1,0,0,1,11.0,11.0,0.6%,FA,6,2023,k
10,Graham Gano,3,3,100.0,43,0,2,0,1,0,0,0,1,10.0,10.0,1.1%,NYG,6,2023,k
11,Nick Folk,3,3,100.0,38,0,2,1,0,0,1,1,1,10.0,10.0,1.1%,NYJ,6,2023,k
12,Matt Gay,2,2,100.0,56,0,1,0,0,1,2,2,1,10.0,10.0,16.2%,WAS,6,2023,k
13,Cairo Santos,2,2,100.0,53,0,1,0,0,1,1,1,1,9.0,9.0,12.2%,CHI,6,2023,k
14,Jason Myers,2,2,100.0,55,0,1,0,0,1,1,1,1,9.0,9.0,3.6%,SEA,6,2023,k
15,Blake Grupe,2,4,50.0,48,0,0,0,2,0,1,1,1,9.0,9.0,1.1%,NO,6,2023,k
16,Ka'imi Fairbairn,2,2,100.0,24,0,2,0,0,0,2,2,1,8.0,8.0,62.4%,HOU,6,2023,k
17,Brandon Aubrey,2,2,100.0,39,0,0,2,0,0,2,2,1,8.0,8.0,97.7%,DAL,6,2023,k
18,Riley Patterson,2,3,66.7,36,0,0,2,0,0,2,2,1,8.0,8.0,1.0%,FA,6,2023,k
19,Evan McPherson,1,1,100.0,52,0,0,0,0,1,2,2,1,7.0,7.0,44.2%,CIN,6,2023,k
20,Jason Sanders,0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,41.5%,MIA,6,2023,k
21,Chad Ryland,1,1,100.0,43,0,0,0,1,0,2,2,1,6.0,6.0,1.5%,ARI,6,2023,k
22,Joey Slye,1,1,100.0,37,0,0,1,0,0,3,3,1,6.0,6.0,0.8%,TEN,6,2023,k
23,Chase McLaughlin,2,2,100.0,36,0,0,2,0,0,0,0,1,6.0,6.0,81.7%,TB,6,2023,k
24,Jake Moody,1,3,33.3,25,0,1,0,0,0,2,2,1,5.0,5.0,7.5%,SF,6,2023,k
25,Cameron Dicker,1,1,100.0,24,0,1,0,0,0,2,2,1,5.0,5.0,94.9%,LAC,6,2023,k
26,Younghoe Koo,1,1,100.0,47,0,0,0,1,0,1,1,1,5.0,5.0,22.8%,ATL,6,2023,k
27,Eddy Pineiro,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.6%,FA,6,2023,k
28,Tyler Bass,0,2,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,57.6%,BUF,6,2023,k
29,Jake Elliott,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,60.9%,PHI,6,2023,k
30,Wil Lutz,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,35.9%,DEN,6,2023,k
1,Dustin Hopkins,4,4,100.0,58,0,0,0,1,3,3,3,1,22.0,22.0,0.8%,CLE,7,2023,k
2,Wil Lutz,4,4,100.0,52,0,1,2,0,1,1,1,1,15.0,15.0,35.9%,DEN,7,2023,k
3,Younghoe Koo,3,3,100.0,51,0,1,0,1,1,1,1,1,13.0,13.0,22.8%,ATL,7,2023,k
4,Greg Joseph,3,4,75.0,54,0,2,0,0,1,1,2,1,12.0,12.0,0.6%,FA,7,2023,k
5,Chad Ryland,3,3,100.0,49,0,1,1,1,0,2,2,1,12.0,12.0,1.5%,ARI,7,2023,k
6,Blake Grupe,3,4,75.0,42,0,1,1,1,0,1,1,1,11.0,11.0,1.1%,NO,7,2023,k
7,Jason Myers,2,2,100.0,48,0,1,0,1,0,2,2,1,9.0,9.0,3.6%,SEA,7,2023,k
8,Matt Gay,1,2,50.0,27,0,1,0,0,0,5,5,1,8.0,8.0,16.2%,WAS,7,2023,k
9,Brandon McManus,1,1,100.0,43,0,0,0,1,0,4,4,1,8.0,8.0,5.5%,GB,7,2023,k
10,Chris Boswell,1,1,100.0,53,0,0,0,0,1,3,3,1,8.0,8.0,81.4%,PIT,7,2023,k
11,Justin Tucker,1,1,100.0,32,0,0,1,0,0,5,5,1,8.0,8.0,3.7%,FA,7,2023,k
12,Cairo Santos,1,1,100.0,54,0,0,0,0,1,3,4,1,8.0,8.0,12.2%,CHI,7,2023,k
13,Daniel Carlson,2,3,66.7,40,0,1,0,1,0,0,0,1,7.0,7.0,12.9%,LV,7,2023,k
14,Chase McLaughlin,2,2,100.0,36,0,1,1,0,0,1,1,1,7.0,7.0,81.7%,TB,7,2023,k
15,Harrison Butker,1,1,100.0,35,0,0,1,0,0,4,4,1,7.0,7.0,72.4%,KC,7,2023,k
16,Cameron Dicker,1,1,100.0,55,0,0,0,0,1,2,2,1,7.0,7.0,94.9%,LAC,7,2023,k
17,Jake Moody,1,2,50.0,55,0,0,0,0,1,2,2,1,7.0,7.0,7.5%,SF,7,2023,k
18,Jake Elliott,1,1,100.0,24,0,1,0,0,0,4,4,1,7.0,7.0,60.9%,PHI,7,2023,k
19,Jason Sanders,1,1,100.0,40,0,0,0,1,0,2,2,1,6.0,6.0,41.5%,MIA,7,2023,k
20,Anders Carlson,1,2,50.0,29,0,1,0,0,0,2,2,1,5.0,5.0,1.0%,FA,7,2023,k
21,Tyler Bass,1,2,50.0,36,0,0,1,0,0,2,2,1,5.0,5.0,57.6%,BUF,7,2023,k
22,Matt Prater,1,2,50.0,44,0,0,0,1,0,1,1,1,5.0,5.0,0.6%,FA,7,2023,k
23,Brett Maher,1,3,33.3,41,0,0,0,1,0,0,1,1,4.0,4.0,1.4%,FA,7,2023,k
24,Graham Gano,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,1.1%,NYG,7,2023,k
25,Joey Slye,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.8%,TEN,7,2023,k
