Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year,Position
1,Jason Myers,5,5,100.0,45,0,0,1,4,0,2,2,1,21.0,21.0,3.6%,SEA,10,2023,k
2,Matt Prater,4,4,100.0,56,0,1,0,1,2,1,1,1,18.0,18.0,0.6%,FA,10,2023,k
3,Greg Zuerlein,4,4,100.0,53,0,0,1,2,1,0,0,1,16.0,16.0,0.8%,FA,10,2023,k
4,Wil Lutz,4,4,100.0,49,0,0,1,3,0,0,1,1,15.0,15.0,35.9%,DEN,10,2023,k
5,Daniel Carlson,3,3,100.0,54,0,0,0,2,1,1,1,1,14.0,14.0,12.9%,LV,10,2023,k
6,Dustin Hopkins,4,4,100.0,40,0,2,1,1,0,1,2,1,14.0,14.0,0.8%,CLE,10,2023,k
7,Chris Boswell,3,3,100.0,49,0,0,1,2,0,2,2,1,13.0,13.0,81.4%,PIT,10,2023,k
8,Matt Ammendola,3,3,100.0,45,0,1,1,1,0,3,3,1,13.0,13.0,0.0%,FA,10,2023,k
9,Cairo Santos,3,3,100.0,54,0,0,2,0,1,1,1,1,12.0,12.0,12.2%,CHI,10,2023,k
10,Riley Patterson,2,2,100.0,41,0,0,1,1,0,5,5,1,12.0,12.0,1.0%,FA,10,2023,k
11,Evan McPherson,2,2,100.0,50,0,0,1,0,1,3,3,1,11.0,11.0,44.2%,CIN,10,2023,k
12,Greg Joseph,2,3,66.7,40,0,0,1,1,0,3,3,1,10.0,10.0,0.6%,FA,10,2023,k
13,Joey Slye,2,2,100.0,49,0,0,0,2,0,2,3,1,10.0,10.0,0.8%,TEN,10,2023,k
14,Jake Moody,2,2,100.0,39,0,0,2,0,0,4,4,1,10.0,10.0,7.5%,SF,10,2023,k
15,Cameron Dicker,1,1,100.0,48,0,0,0,1,0,5,5,1,9.0,9.0,94.9%,LAC,10,2023,k
16,Chase McLaughlin,2,2,100.0,35,0,1,1,0,0,2,2,1,8.0,8.0,81.7%,TB,10,2023,k
17,Brandon Aubrey,0,0,0.0,0,0,0,0,0,0,7,7,1,7.0,7.0,97.7%,DAL,10,2023,k
18,Justin Tucker,1,2,50.0,37,0,0,1,0,0,4,4,1,7.0,7.0,3.7%,FA,10,2023,k
19,Eddy Pineiro,2,3,66.7,39,0,0,2,0,0,1,1,1,7.0,7.0,0.6%,FA,10,2023,k
20,Anders Carlson,2,2,100.0,31,0,1,1,0,0,1,2,1,7.0,7.0,1.0%,FA,10,2023,k
21,Nick Folk,2,3,66.7,38,0,1,1,0,0,0,0,1,6.0,6.0,1.1%,NYJ,10,2023,k
22,Matt Gay,1,2,50.0,51,0,0,0,0,1,1,1,1,6.0,6.0,16.2%,WAS,10,2023,k
23,Chad Ryland,2,3,66.7,37,0,1,1,0,0,0,0,1,6.0,6.0,1.5%,ARI,10,2023,k
24,Randy Bullock,1,1,100.0,40,0,0,0,1,0,2,2,1,6.0,6.0,1.2%,FA,10,2023,k
25,Younghoe Koo,1,1,100.0,36,0,0,1,0,0,2,2,1,5.0,5.0,22.8%,ATL,10,2023,k
26,Blake Grupe,1,1,100.0,48,0,0,0,1,0,0,0,1,4.0,4.0,1.1%,NO,10,2023,k
27,Brandon McManus,1,1,100.0,37,0,0,1,0,0,0,0,1,3.0,3.0,5.5%,GB,10,2023,k
28,Tyler Bass,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,57.6%,BUF,10,2023,k
1,Wil Lutz,5,5,100.0,52,0,1,3,0,1,0,0,1,17.0,17.0,35.9%,DEN,11,2023,k
2,Cairo Santos,4,4,100.0,53,0,0,2,1,1,2,2,1,17.0,17.0,12.2%,CHI,11,2023,k
3,Tyler Bass,4,4,100.0,50,0,0,2,1,1,2,3,1,17.0,17.0,57.6%,BUF,11,2023,k
4,Jason Myers,3,4,75.0,54,0,0,0,1,2,1,1,1,15.0,15.0,3.6%,SEA,11,2023,k
5,Jason Sanders,2,3,66.7,51,0,0,0,1,1,2,2,1,11.0,11.0,41.5%,MIA,11,2023,k
6,Justin Tucker,2,2,100.0,47,0,1,0,1,0,4,4,1,11.0,11.0,3.7%,FA,11,2023,k
7,Brandon McManus,2,2,100.0,30,0,1,1,0,0,4,4,1,10.0,10.0,5.5%,GB,11,2023,k
8,Evan McPherson,2,3,66.7,50,0,1,0,0,1,2,2,1,10.0,10.0,44.2%,CIN,11,2023,k
9,Jake Moody,2,2,100.0,37,0,1,1,0,0,3,3,1,9.0,9.0,7.5%,SF,11,2023,k
10,Brandon Aubrey,2,2,100.0,30,0,1,1,0,0,3,4,1,9.0,9.0,97.7%,DAL,11,2023,k
11,Daniel Carlson,2,2,100.0,47,0,0,1,1,0,1,1,1,8.0,8.0,12.9%,LV,11,2023,k
12,Greg Joseph,2,2,100.0,34,0,0,2,0,0,2,2,1,8.0,8.0,0.6%,FA,11,2023,k
13,Joey Slye,2,2,100.0,42,0,1,0,1,0,1,2,1,8.0,8.0,0.8%,TEN,11,2023,k
14,Cameron Dicker,2,2,100.0,26,0,2,0,0,0,2,2,1,8.0,8.0,94.9%,LAC,11,2023,k
15,Randy Bullock,1,1,100.0,36,0,0,1,0,0,4,4,1,7.0,7.0,1.2%,FA,11,2023,k
16,Dustin Hopkins,2,2,100.0,34,0,1,1,0,0,1,1,1,7.0,7.0,0.8%,CLE,11,2023,k
17,Matt Prater,1,1,100.0,57,0,0,0,0,1,1,1,1,6.0,6.0,0.6%,FA,11,2023,k
18,Harrison Butker,1,1,100.0,43,0,0,0,1,0,2,2,1,6.0,6.0,72.4%,KC,11,2023,k
19,Eddy Pineiro,1,1,100.0,42,0,0,0,1,0,1,1,1,5.0,5.0,0.6%,FA,11,2023,k
20,Lucas Havrisik,1,1,100.0,22,0,1,0,0,0,2,2,1,5.0,5.0,1.0%,FA,11,2023,k
21,Anders Carlson,1,2,50.0,28,0,1,0,0,0,2,3,1,5.0,5.0,1.0%,FA,11,2023,k
22,Chris Boswell,1,1,100.0,28,0,1,0,0,0,1,1,1,4.0,4.0,81.4%,PIT,11,2023,k
23,Riley Patterson,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,1.0%,FA,11,2023,k
24,Matt Ammendola,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,FA,11,2023,k
25,Jake Elliott,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,60.9%,PHI,11,2023,k
26,Nick Folk,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,1.1%,NYJ,11,2023,k
27,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,81.7%,TB,11,2023,k
28,Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.8%,FA,11,2023,k
1,Blake Grupe,5,6,83.3,52,0,1,1,2,1,0,0,1,19.0,19.0,1.1%,NO,12,2023,k
2,Brandon McManus,3,4,75.0,53,0,0,0,2,1,1,1,1,14.0,14.0,5.5%,GB,12,2023,k
3,Cairo Santos,4,5,80.0,55,0,1,2,0,1,0,0,1,14.0,14.0,12.2%,CHI,12,2023,k
4,Jason Sanders,2,2,100.0,54,0,0,1,0,1,4,4,1,12.0,12.0,41.5%,MIA,12,2023,k
5,Tyler Bass,2,4,50.0,48,0,0,0,2,0,4,4,1,12.0,12.0,57.6%,BUF,12,2023,k
6,Chris Boswell,3,3,100.0,41,0,0,2,1,0,1,1,1,11.0,11.0,81.4%,PIT,12,2023,k
7,Matt Gay,2,3,66.7,46,0,0,1,1,0,3,3,1,10.0,10.0,16.2%,WAS,12,2023,k
8,Justin Tucker,2,3,66.7,48,0,0,0,2,0,2,2,1,10.0,10.0,3.7%,FA,12,2023,k
9,Wil Lutz,2,2,100.0,34,0,1,1,0,0,3,3,1,9.0,9.0,35.9%,DEN,12,2023,k
10,Brandon Aubrey,1,1,100.0,52,0,0,0,0,1,4,5,1,9.0,9.0,97.7%,DAL,12,2023,k
11,Jason Myers,2,3,66.7,51,0,0,1,0,1,1,1,1,9.0,9.0,3.6%,SEA,12,2023,k
12,Jake Elliott,1,1,100.0,59,0,0,0,0,1,4,4,1,9.0,9.0,60.9%,PHI,12,2023,k
13,Chase McLaughlin,2,2,100.0,24,0,2,0,0,0,2,2,1,8.0,8.0,81.7%,TB,12,2023,k
14,Nick Folk,1,1,100.0,53,0,0,0,0,1,2,2,1,7.0,7.0,1.1%,NYJ,12,2023,k
15,Harrison Butker,1,1,100.0,32,0,0,1,0,0,4,4,1,7.0,7.0,72.4%,KC,12,2023,k
16,Lucas Havrisik,1,2,50.0,24,0,1,0,0,0,4,5,1,7.0,7.0,1.0%,FA,12,2023,k
17,Jake Moody,1,1,100.0,32,0,0,1,0,0,4,4,1,7.0,7.0,7.5%,SF,12,2023,k
18,Younghoe Koo,1,1,100.0,39,0,0,1,0,0,3,3,1,6.0,6.0,22.8%,ATL,12,2023,k
19,Dustin Hopkins,2,2,100.0,36,0,1,1,0,0,0,0,1,6.0,6.0,0.8%,CLE,12,2023,k
20,Eddy Pineiro,1,1,100.0,50,0,0,0,0,1,1,1,1,6.0,6.0,0.6%,FA,12,2023,k
21,Anders Carlson,1,2,50.0,43,0,0,0,1,0,2,3,1,6.0,6.0,1.0%,FA,12,2023,k
22,Evan McPherson,1,1,100.0,47,0,0,0,1,0,1,1,1,5.0,5.0,44.2%,CIN,12,2023,k
23,Daniel Carlson,1,2,50.0,34,0,0,1,0,0,2,2,1,5.0,5.0,12.9%,LV,12,2023,k
24,Joey Slye,1,1,100.0,43,0,0,0,1,0,1,1,1,5.0,5.0,0.8%,TEN,12,2023,k
25,Randy Bullock,1,1,100.0,42,0,0,0,1,0,1,1,1,5.0,5.0,1.2%,FA,12,2023,k
26,Greg Joseph,1,1,100.0,34,0,0,1,0,0,1,1,1,4.0,4.0,0.6%,FA,12,2023,k
27,Cameron Dicker,1,1,100.0,39,0,0,1,0,0,1,1,1,4.0,4.0,94.9%,LAC,12,2023,k
28,Matt Ammendola,0,2,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,FA,12,2023,k
29,Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,1,2,1,1.0,1.0,0.8%,FA,12,2023,k
30,Chad Ryland,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.5%,ARI,12,2023,k
31,Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0%,FA,12,2023,k
32,Matt Prater,0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,FA,12,2023,k
1,Brandon Aubrey,4,4,100.0,38,0,0,4,0,0,3,3,1,15.0,15.0,97.7%,DAL,13,2023,k
2,Matt Gay,4,4,100.0,46,0,3,0,1,0,1,1,1,14.0,14.0,16.2%,WAS,13,2023,k
3,Evan McPherson,2,3,66.7,54,0,0,0,1,1,4,4,1,13.0,13.0,44.2%,CIN,13,2023,k
4,Anders Carlson,2,2,100.0,48,0,0,0,2,0,3,3,1,11.0,11.0,1.0%,FA,13,2023,k
5,Lucas Havrisik,2,3,66.7,44,0,1,0,1,0,4,4,1,11.0,11.0,1.0%,FA,13,2023,k
6,Matt Ammendola,3,3,100.0,38,0,1,2,0,0,1,1,1,10.0,10.0,0.0%,FA,13,2023,k
7,Jason Sanders,1,1,100.0,49,0,0,0,1,0,6,6,1,10.0,10.0,41.5%,MIA,13,2023,k
8,Riley Patterson,2,2,100.0,32,0,1,1,0,0,3,3,1,9.0,9.0,1.0%,FA,13,2023,k
9,Nick Folk,2,2,100.0,46,0,1,0,1,0,2,3,1,9.0,9.0,1.1%,NYJ,13,2023,k
10,Younghoe Koo,2,2,100.0,42,0,1,0,1,0,1,1,1,8.0,8.0,22.8%,ATL,13,2023,k
11,Dustin Hopkins,2,2,100.0,40,0,1,0,1,0,1,2,1,8.0,8.0,0.8%,CLE,13,2023,k
12,Brandon McManus,1,2,50.0,40,0,0,0,1,0,4,4,1,8.0,8.0,5.5%,GB,13,2023,k
13,Matt Prater,1,1,100.0,51,0,0,0,0,1,3,3,1,8.0,8.0,0.6%,FA,13,2023,k
14,Greg Zuerlein,2,2,100.0,46,0,1,0,1,0,0,0,1,7.0,7.0,0.8%,FA,13,2023,k
15,Jake Elliott,2,2,100.0,39,0,1,1,0,0,1,1,1,7.0,7.0,60.9%,PHI,13,2023,k
16,Harrison Butker,2,2,100.0,34,0,0,2,0,0,1,1,1,7.0,7.0,72.4%,KC,13,2023,k
17,Jake Moody,0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,7.5%,SF,13,2023,k
18,Cameron Dicker,2,2,100.0,38,0,0,2,0,0,0,0,1,6.0,6.0,94.9%,LAC,13,2023,k
19,Jason Myers,0,1,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,3.6%,SEA,13,2023,k
20,Wil Lutz,1,1,100.0,34,0,0,1,0,0,2,2,1,5.0,5.0,35.9%,DEN,13,2023,k
21,Chris Boswell,1,2,50.0,29,0,1,0,0,0,1,1,1,4.0,4.0,81.4%,PIT,13,2023,k
22,Eddy Pineiro,1,1,100.0,23,0,1,0,0,0,1,1,1,4.0,4.0,0.6%,FA,13,2023,k
23,Blake Grupe,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,1.1%,NO,13,2023,k
24,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,81.7%,TB,13,2023,k
25,Joey Slye,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.8%,TEN,13,2023,k
26,Chad Ryland,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.5%,ARI,13,2023,k
1,Brandon Aubrey,4,4,100.0,60,0,0,0,1,3,3,3,1,22.0,22.0,97.7%,DAL,14,2023,k
2,Greg Zuerlein,3,3,100.0,55,0,0,0,1,2,3,3,1,17.0,17.0,0.8%,FA,14,2023,k
3,Lucas Havrisik,3,3,100.0,51,0,1,1,0,1,2,2,1,13.0,13.0,1.0%,FA,14,2023,k
4,Justin Tucker,3,3,100.0,47,0,0,2,1,0,2,2,1,12.0,12.0,3.7%,FA,14,2023,k
5,Cairo Santos,3,3,100.0,46,0,2,0,1,0,1,2,1,11.0,11.0,12.2%,CHI,14,2023,k
6,Chase McLaughlin,2,2,100.0,55,0,0,1,0,1,3,3,1,11.0,11.0,81.7%,TB,14,2023,k
7,Anders Carlson,3,4,75.0,48,0,0,2,1,0,1,1,1,11.0,11.0,1.0%,FA,14,2023,k
8,Jake Elliott,2,2,100.0,52,0,0,0,1,1,1,1,1,10.0,10.0,60.9%,PHI,14,2023,k
9,Evan McPherson,2,2,100.0,35,0,0,2,0,0,4,4,1,10.0,10.0,44.2%,CIN,14,2023,k
10,Jason Sanders,2,3,66.7,31,0,1,1,0,0,3,3,1,9.0,9.0,41.5%,MIA,14,2023,k
11,Dustin Hopkins,1,1,100.0,55,0,0,0,0,1,4,4,1,9.0,9.0,0.8%,CLE,14,2023,k
12,Tyler Bass,2,2,100.0,39,0,0,2,0,0,2,2,1,8.0,8.0,57.6%,BUF,14,2023,k
13,Nick Folk,2,2,100.0,28,0,2,0,0,0,2,2,1,8.0,8.0,1.1%,NYJ,14,2023,k
14,Eddy Pineiro,2,3,66.7,47,0,1,0,1,0,0,0,1,7.0,7.0,0.6%,FA,14,2023,k
15,Chris Boswell,1,1,100.0,56,0,0,0,0,1,1,1,1,6.0,6.0,81.4%,PIT,14,2023,k
16,Randy Bullock,1,2,50.0,37,0,0,1,0,0,3,3,1,6.0,6.0,1.2%,FA,14,2023,k
17,Wil Lutz,1,1,100.0,23,0,1,0,0,0,3,3,1,6.0,6.0,35.9%,DEN,14,2023,k
18,Harrison Butker,1,1,100.0,27,0,1,0,0,0,2,2,1,5.0,5.0,72.4%,KC,14,2023,k
19,Younghoe Koo,1,3,33.3,20,0,1,0,0,0,2,2,1,5.0,5.0,22.8%,ATL,14,2023,k
20,Jason Myers,1,1,100.0,40,0,0,0,1,0,1,1,1,5.0,5.0,3.6%,SEA,14,2023,k
21,Jake Moody,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,7.5%,SF,14,2023,k
22,Blake Grupe,0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,1.1%,NO,14,2023,k
23,Brandon McManus,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,5.5%,GB,14,2023,k
24,Greg Joseph,1,2,50.0,36,0,0,1,0,0,0,0,1,3.0,3.0,0.6%,FA,14,2023,k
25,Chad Ryland,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,1.5%,ARI,14,2023,k
26,Cameron Dicker,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,94.9%,LAC,14,2023,k
27,Riley Patterson,0,0,0.0,0,0,0,0,0,0,1,2,1,1.0,1.0,1.0%,FA,14,2023,k
28,Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0%,FA,14,2023,k
29,Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,12.9%,LV,14,2023,k
30,Matt Gay,0,1,0.0,0,0,0,0,0,0,0,1,1,0.0,0.0,16.2%,WAS,14,2023,k
1,Ka'imi Fairbairn,4,4,100.0,54,0,2,0,0,2,1,1,1,17.0,17.0,62.4%,HOU,15,2023,k
2,Matt Prater,3,3,100.0,58,0,1,0,1,1,2,2,1,14.0,14.0,0.6%,FA,15,2023,k
3,Matt Gay,3,5,60.0,42,0,1,1,1,0,3,3,1,13.0,13.0,16.2%,WAS,15,2023,k
4,Jason Sanders,3,3,100.0,37,0,1,2,0,0,3,3,1,12.0,12.0,41.5%,MIA,15,2023,k
5,Justin Tucker,3,3,100.0,43,0,1,1,1,0,2,2,1,12.0,12.0,3.7%,FA,15,2023,k
6,Chase McLaughlin,2,2,100.0,46,0,0,1,1,0,4,4,1,11.0,11.0,81.7%,TB,15,2023,k
7,Harrison Butker,2,3,66.7,54,0,1,0,0,1,3,3,1,11.0,11.0,72.4%,KC,15,2023,k
8,Jake Moody,1,1,100.0,43,0,0,0,1,0,6,6,1,10.0,10.0,7.5%,SF,15,2023,k
9,Evan McPherson,2,2,100.0,34,0,1,1,0,0,3,3,1,9.0,9.0,44.2%,CIN,15,2023,k
10,Jason Myers,2,2,100.0,43,0,1,0,1,0,2,2,1,9.0,9.0,3.6%,SEA,15,2023,k
11,Daniel Carlson,0,0,0.0,0,0,0,0,0,0,9,9,1,9.0,9.0,12.9%,LV,15,2023,k
12,Eddy Pineiro,3,3,100.0,34,0,2,1,0,0,0,0,1,9.0,9.0,0.6%,FA,15,2023,k
13,Dustin Hopkins,2,2,100.0,34,0,0,2,0,0,2,2,1,8.0,8.0,0.8%,CLE,15,2023,k
14,Blake Grupe,1,1,100.0,50,0,0,0,0,1,3,3,1,8.0,8.0,1.1%,NO,15,2023,k
15,Lucas Havrisik,2,3,66.7,27,0,2,0,0,0,2,2,1,8.0,8.0,1.0%,FA,15,2023,k
16,Anders Carlson,2,2,100.0,36,0,0,2,0,0,2,2,1,8.0,8.0,1.0%,FA,15,2023,k
17,Tyler Bass,1,1,100.0,23,0,1,0,0,0,4,4,1,7.0,7.0,57.6%,BUF,15,2023,k
18,Michael Badgley,0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,1.1%,FA,15,2023,k
19,Cairo Santos,1,1,100.0,41,0,0,0,1,0,2,2,1,6.0,6.0,12.2%,CHI,15,2023,k
20,Greg Joseph,1,1,100.0,39,0,0,1,0,0,3,3,1,6.0,6.0,0.6%,FA,15,2023,k
21,Wil Lutz,1,1,100.0,23,0,1,0,0,0,2,2,1,5.0,5.0,35.9%,DEN,15,2023,k
22,Randy Bullock,1,1,100.0,56,0,0,0,0,1,0,0,1,5.0,5.0,1.2%,FA,15,2023,k
23,Chad Ryland,1,2,50.0,25,0,1,0,0,0,2,2,1,5.0,5.0,1.5%,ARI,15,2023,k
24,Nick Folk,1,1,100.0,45,0,0,0,1,0,1,2,1,5.0,5.0,1.1%,NYJ,15,2023,k
25,Jake Elliott,1,1,100.0,27,0,1,0,0,0,2,2,1,5.0,5.0,60.9%,PHI,15,2023,k
26,Brandon Aubrey,1,1,100.0,32,0,0,1,0,0,1,1,1,4.0,4.0,97.7%,DAL,15,2023,k
27,Cameron Dicker,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,94.9%,LAC,15,2023,k
28,Joey Slye,0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,0.8%,TEN,15,2023,k
29,Chris Boswell,0,0,0.0,0,0,0,0,0,0,1,2,1,1.0,1.0,81.4%,PIT,15,2023,k
30,Brandon McManus,0,2,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,5.5%,GB,15,2023,k
31,Younghoe Koo,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,22.8%,ATL,15,2023,k
32,Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.8%,FA,15,2023,k
1,Jason Sanders,5,5,100.0,57,0,1,1,0,3,1,1,1,22.0,22.0,41.5%,MIA,16,2023,k
2,Cameron Dicker,5,5,100.0,53,0,1,0,3,1,1,1,1,21.0,21.0,94.9%,LAC,16,2023,k
3,Younghoe Koo,5,5,100.0,47,0,2,1,2,0,2,2,1,19.0,19.0,22.8%,ATL,16,2023,k
4,Jake Elliott,4,4,100.0,44,0,2,0,2,0,3,3,1,17.0,17.0,60.9%,PHI,16,2023,k
5,Justin Tucker,4,4,100.0,41,0,3,0,1,0,3,3,1,16.0,16.0,3.7%,FA,16,2023,k
6,Chase McLaughlin,3,3,100.0,51,0,1,1,0,1,3,3,1,14.0,14.0,81.7%,TB,16,2023,k
7,Greg Zuerlein,3,3,100.0,54,0,2,0,0,1,3,3,1,14.0,14.0,0.8%,FA,16,2023,k
8,Chris Boswell,2,2,100.0,50,0,0,1,0,1,4,4,1,12.0,12.0,81.4%,PIT,16,2023,k
9,Lucas Havrisik,3,4,75.0,32,0,2,1,0,0,3,3,1,12.0,12.0,1.0%,FA,16,2023,k
10,Anders Carlson,2,2,100.0,53,0,0,1,0,1,3,4,1,11.0,11.0,1.0%,FA,16,2023,k
11,Cairo Santos,2,2,100.0,49,0,1,0,1,0,3,3,1,10.0,10.0,12.2%,CHI,16,2023,k
12,Chad Ryland,2,3,66.7,56,0,0,1,0,1,2,3,1,10.0,10.0,1.5%,ARI,16,2023,k
13,Brandon Aubrey,2,2,100.0,43,0,0,1,1,0,2,2,1,9.0,9.0,97.7%,DAL,16,2023,k
14,Jason Myers,2,2,100.0,28,0,2,0,0,0,2,2,1,8.0,8.0,3.6%,SEA,16,2023,k
15,Mason Crosby,1,1,100.0,52,0,0,0,0,1,2,2,1,7.0,7.0,0.1%,FA,16,2023,k
16,Michael Badgley,1,1,100.0,37,0,0,1,0,0,3,4,1,6.0,6.0,1.1%,FA,16,2023,k
17,Daniel Carlson,2,2,100.0,35,0,1,1,0,0,0,0,1,6.0,6.0,12.9%,LV,16,2023,k
18,Matt Prater,1,1,100.0,55,0,0,0,0,1,1,1,1,6.0,6.0,0.6%,FA,16,2023,k
19,Eddy Pineiro,1,1,100.0,52,0,0,0,0,1,1,3,1,6.0,6.0,0.6%,FA,16,2023,k
20,Greg Joseph,1,1,100.0,26,0,1,0,0,0,3,3,1,6.0,6.0,0.6%,FA,16,2023,k
21,Tyler Bass,1,1,100.0,29,0,1,0,0,0,3,3,1,6.0,6.0,57.6%,BUF,16,2023,k
22,Jake Moody,1,1,100.0,45,0,0,0,1,0,2,2,1,6.0,6.0,7.5%,SF,16,2023,k
23,Nick Folk,1,1,100.0,33,0,0,1,0,0,2,2,1,5.0,5.0,1.1%,NYJ,16,2023,k
24,Matt Gay,1,1,100.0,33,0,0,1,0,0,1,1,1,4.0,4.0,16.2%,WAS,16,2023,k
25,Joey Slye,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.8%,TEN,16,2023,k
26,Evan McPherson,1,1,100.0,35,0,0,1,0,0,0,0,1,3.0,3.0,44.2%,CIN,16,2023,k
27,Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,62.4%,HOU,16,2023,k
28,Blake Grupe,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,1.1%,NO,16,2023,k
29,Harrison Butker,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,72.4%,KC,16,2023,k
30,Dustin Hopkins,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.8%,CLE,16,2023,k
31,Wil Lutz,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,35.9%,DEN,16,2023,k
32,Brandon McManus,0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,5.5%,GB,16,2023,k
1,Harrison Butker,6,6,100.0,54,0,2,0,3,1,1,1,1,24.0,24.0,72.4%,KC,17,2023,k
2,Ka'imi Fairbairn,4,4,100.0,51,0,2,1,0,1,2,2,1,16.0,16.0,62.4%,HOU,17,2023,k
3,Cairo Santos,3,4,75.0,42,0,1,0,2,0,4,4,1,15.0,15.0,12.2%,CHI,17,2023,k
4,Brandon McManus,4,4,100.0,35,0,2,2,0,0,2,2,1,14.0,14.0,5.5%,GB,17,2023,k
5,Cameron Dicker,3,4,75.0,52,0,0,1,0,2,0,0,1,13.0,13.0,94.9%,LAC,17,2023,k
6,Jason Myers,3,3,100.0,43,0,1,0,2,0,2,2,1,13.0,13.0,3.6%,SEA,17,2023,k
7,Chris Boswell,3,3,100.0,39,0,2,1,0,0,3,3,1,12.0,12.0,81.4%,PIT,17,2023,k
8,Blake Grupe,3,3,100.0,45,0,1,1,1,0,2,2,1,12.0,12.0,1.1%,NO,17,2023,k
9,Matt Gay,3,3,100.0,45,0,0,2,1,0,2,2,1,12.0,12.0,16.2%,WAS,17,2023,k
10,Brandon Aubrey,2,2,100.0,51,0,0,0,1,1,2,2,1,11.0,11.0,97.7%,DAL,17,2023,k
11,Wil Lutz,3,4,75.0,43,0,1,1,1,0,1,1,1,11.0,11.0,35.9%,DEN,17,2023,k
12,Greg Zuerlein,2,3,66.7,46,0,0,0,2,0,2,2,1,10.0,10.0,0.8%,FA,17,2023,k
13,Daniel Carlson,2,2,100.0,40,0,0,1,1,0,2,2,1,9.0,9.0,12.9%,LV,17,2023,k
14,Anders Carlson,2,2,100.0,37,0,0,2,0,0,3,4,1,9.0,9.0,1.0%,FA,17,2023,k
15,Matt Prater,2,2,100.0,34,0,1,1,0,0,3,3,1,9.0,9.0,0.6%,FA,17,2023,k
16,Tyler Bass,2,2,100.0,35,0,1,1,0,0,3,3,1,9.0,9.0,57.6%,BUF,17,2023,k
17,Jake Moody,2,2,100.0,38,0,1,1,0,0,3,3,1,9.0,9.0,7.5%,SF,17,2023,k
18,Jake Elliott,1,1,100.0,43,0,0,0,1,0,4,4,1,8.0,8.0,60.9%,PHI,17,2023,k
19,Michael Badgley,2,2,100.0,41,0,0,1,1,0,1,1,1,8.0,8.0,1.1%,FA,17,2023,k
20,Justin Tucker,0,0,0.0,0,0,0,0,0,0,8,8,1,8.0,8.0,3.7%,FA,17,2023,k
21,Jason Sanders,2,2,100.0,38,0,1,1,0,0,1,1,1,7.0,7.0,41.5%,MIA,17,2023,k
22,Mason Crosby,2,3,66.7,32,0,0,2,0,0,1,2,1,7.0,7.0,0.1%,FA,17,2023,k
23,Riley Patterson,1,1,100.0,33,0,0,1,0,0,4,5,1,7.0,7.0,1.0%,FA,17,2023,k
24,Greg Joseph,1,1,100.0,54,0,0,0,0,1,1,1,1,6.0,6.0,0.6%,FA,17,2023,k
