Player,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TDS,RUSHING_ATT,RUSHING_YDS,RUSHING_TDS,MISC_FL,FPTS,Team,Week,Year,Position
Braxton Berrios,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,10,2023,wr
Mecole Hardman Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,10,2023,wr
Cedrick Wilson Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,10,2023,wr
Brandon Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,10,2023,wr
Olamide Zaccheaus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,10,2023,wr
Keith Kirkwood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,10,2023,wr
Austin Trammell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,10,2023,wr
Demarcus Robinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,10,2023,wr
Robbie Chosen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,10,2023,wr
Justin Watson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,10,2023,wr
Kristian Wilkerson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,10,2023,wr
Ben Skowronek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,10,2023,wr
Parker Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,10,2023,wr
Charlie Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,10,2023,wr
Justin Shorter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,10,2023,wr
David Moore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,10,2023,wr
Anthony Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,10,2023,wr
Steven Sims Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,10,2023,wr
KJ Hamler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,10,2023,wr
Collin Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,10,2023,wr
Quintez Cephus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,10,2023,wr
Tyler Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,10,2023,wr
Quez Watkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,10,2023,wr
Marquez Callaway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,10,2023,wr
Phillip Dorsett II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,10,2023,wr
Tom Kennedy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,10,2023,wr
Laquon Treadwell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,10,2023,wr
Alex Bachman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,10,2023,wr
Dez Fitzpatrick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,10,2023,wr
Jacob Harris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,10,2023,wr
Seth Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,10,2023,wr
Michael Strachan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,10,2023,wr
Mason Kinsey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,10,2023,wr
Cody White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,10,2023,wr
Kendric Pryor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,10,2023,wr
Lance McCutcheon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,10,2023,wr
Andre Baccellia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,10,2023,wr
Montrell Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,10,2023,wr
Dennis Houston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,10,2023,wr
Maurice Alexander,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,10,2023,wr
Tay Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,10,2023,wr
Braylon Sanders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,10,2023,wr
Johnny Johnson III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,10,2023,wr
Brandon Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,10,2023,wr
Bo Melton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,10,2023,wr
Michael Bandy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,10,2023,wr
D.J. Montgomery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,10,2023,wr
Dylan Drummond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,10,2023,wr
Tyreek Hill,7.1,99.9,0.7,0.3,1.7,0.0,0.0,21.4,MIA,11,2023,wr
CeeDee Lamb,7.4,98.8,0.6,0.3,2.3,0.0,0.0,20.9,DAL,11,2023,wr
Keenan Allen,7.6,91.9,0.5,0.0,0.2,0.0,0.0,19.7,LAC,11,2023,wr
Ja'Marr Chase,7.3,89.2,0.5,0.2,1.0,0.0,0.0,19.5,CIN,11,2023,wr
Amon-Ra St. Brown,7.2,89.1,0.5,0.4,2.0,0.0,0.0,19.1,DET,11,2023,wr
A.J. Brown,6.4,94.0,0.5,0.0,0.0,0.0,0.0,18.7,PHI,11,2023,wr
Cooper Kupp,5.7,75.4,0.4,0.1,2.0,0.0,0.0,16.1,SEA,11,2023,wr
Garrett Wilson,5.8,75.4,0.3,0.0,0.3,0.0,0.0,15.2,NYJ,11,2023,wr
Davante Adams,5.7,73.0,0.3,0.1,0.3,0.0,0.0,15.1,LAR,11,2023,wr
Mike Evans,5.2,72.6,0.4,0.0,0.0,0.0,0.0,15.1,TB,11,2023,wr
Brandon Aiyuk,4.9,75.2,0.4,0.0,0.0,0.0,0.0,15.0,SF,11,2023,wr
Jaylen Waddle,5.2,72.1,0.4,0.2,1.5,0.0,0.0,14.9,MIA,11,2023,wr
Puka Nacua,5.6,71.0,0.4,0.0,0.4,0.0,0.0,14.9,LAR,11,2023,wr
Tank Dell,4.6,65.2,0.4,1.7,8.4,0.1,0.0,14.7,HOU,11,2023,wr
Christian Kirk,5.8,68.3,0.3,0.0,0.2,0.0,0.0,14.7,HOU,11,2023,wr
Adam Thielen,6.0,65.0,0.3,0.0,0.1,0.0,0.0,14.5,CAR,11,2023,wr
Nico Collins,4.9,68.9,0.4,0.0,0.0,0.0,0.0,14.3,HOU,11,2023,wr
Tyler Lockett,5.2,64.0,0.4,0.0,0.0,0.0,0.0,14.0,TEN,11,2023,wr
Deebo Samuel Sr.,4.1,56.6,0.3,3.1,15.5,0.2,0.1,14.0,WAS,11,2023,wr
DeAndre Hopkins,5.0,66.8,0.4,0.1,0.5,0.0,0.0,13.9,BAL,11,2023,wr
DK Metcalf,4.9,64.7,0.4,0.0,0.0,0.0,0.0,13.6,PIT,11,2023,wr
Marquise Brown,5.2,63.1,0.4,0.0,0.1,0.0,0.0,13.6,KC,11,2023,wr
DJ Moore,4.6,68.3,0.3,0.1,0.6,0.0,0.0,13.5,CHI,11,2023,wr
Jordan Addison,4.9,61.7,0.4,0.0,0.3,0.0,0.0,13.4,MIN,11,2023,wr
Terry McLaurin,4.6,63.2,0.3,0.0,0.0,0.0,0.0,13.0,WAS,11,2023,wr
Chris Godwin,5.1,57.8,0.3,0.0,0.2,0.0,0.0,12.5,TB,11,2023,wr
DeVonta Smith,4.7,60.0,0.3,0.0,0.0,0.0,0.0,12.5,PHI,11,2023,wr
Zay Flowers,4.8,56.5,0.3,0.4,1.9,0.0,0.0,12.2,BAL,11,2023,wr
Courtland Sutton,4.4,54.1,0.4,0.0,0.0,0.0,0.0,12.2,DEN,11,2023,wr
Diontae Johnson,4.4,54.7,0.2,0.0,0.1,0.0,0.0,11.1,CLE,11,2023,wr
Rashee Rice,4.3,49.7,0.3,0.1,0.4,0.0,0.0,11.1,KC,11,2023,wr
Calvin Ridley,4.0,52.0,0.3,0.1,1.0,0.0,0.0,11.1,TEN,11,2023,wr
Jerry Jeudy,3.7,50.6,0.3,0.0,0.5,0.0,0.0,10.5,CLE,11,2023,wr
Jaxon Smith-Njigba,3.9,46.3,0.3,0.0,0.0,0.0,0.0,10.0,SEA,11,2023,wr
Jakobi Meyers,4.1,45.2,0.2,0.1,0.6,0.0,0.0,10.0,LV,11,2023,wr
George Pickens,3.5,50.9,0.2,0.0,0.1,0.0,0.0,9.9,DAL,11,2023,wr
Christian Watson,3.4,47.7,0.3,0.0,0.7,0.0,0.0,9.8,GB,11,2023,wr
Jahan Dotson,3.5,47.0,0.3,0.0,0.0,0.0,0.0,9.8,PHI,11,2023,wr
Curtis Samuel,3.6,38.3,0.2,0.7,3.5,0.0,0.0,9.5,BUF,11,2023,wr
Rondale Moore,3.7,37.7,0.2,1.1,7.6,0.0,0.0,9.4,MIN,11,2023,wr
K.J. Osborn,3.6,42.5,0.2,0.0,0.1,0.0,0.0,9.3,WAS,11,2023,wr
Romeo Doubs,3.5,39.9,0.3,0.0,0.0,0.0,0.0,9.2,GB,11,2023,wr
Robert Woods,3.5,40.1,0.3,0.0,0.1,0.0,0.0,9.1,PIT,11,2023,wr
Jayden Reed,3.2,43.5,0.3,0.0,0.5,0.0,0.0,9.1,GB,11,2023,wr
Quentin Johnston,3.3,41.8,0.2,0.1,0.6,0.0,0.0,8.9,LAC,11,2023,wr
Trenton Irwin,3.3,37.3,0.2,0.0,0.1,0.0,0.0,8.4,JAC,11,2023,wr
Tutu Atwell,2.6,34.4,0.2,1.0,5.4,0.0,0.0,8.2,LAR,11,2023,wr
Elijah Moore,3.2,38.2,0.2,0.2,1.6,0.0,0.0,8.1,BUF,11,2023,wr
Wan'Dale Robinson,3.1,32.7,0.1,1.1,4.5,0.0,0.0,7.7,NYG,11,2023,wr
Allen Lazard,2.9,37.0,0.2,0.0,0.1,0.0,0.0,7.6,NYJ,11,2023,wr
Darius Slayton,2.5,38.5,0.2,0.0,0.1,0.0,0.0,7.3,NYG,11,2023,wr
Rashod Bateman,2.7,34.6,0.2,0.0,0.2,0.0,0.0,7.1,BAL,11,2023,wr
Jonathan Mingo,2.8,34.8,0.1,0.0,0.0,0.0,0.0,7.0,DAL,11,2023,wr
Trey Palmer,2.5,31.8,0.2,0.0,0.1,0.0,0.0,6.7,TB,11,2023,wr
Zay Jones,2.6,29.5,0.2,0.0,0.1,0.0,0.0,6.7,ARI,11,2023,wr
Nick Westbrook-Ikhine,2.3,30.3,0.2,0.0,0.0,0.0,0.0,6.5,MIA,11,2023,wr
Josh Reynolds,2.1,29.6,0.2,0.0,0.0,0.0,0.0,6.2,NYJ,11,2023,wr
Khalil Shakir,2.4,29.3,0.1,0.0,0.0,0.0,0.0,6.2,BUF,11,2023,wr
Marquez Valdes-Scantling,1.9,31.2,0.2,0.0,0.0,0.0,0.0,6.1,SEA,11,2023,wr
Michael Gallup,2.0,25.5,0.2,0.0,0.1,0.0,0.0,5.6,WAS,11,2023,wr
Justin Watson,1.8,26.8,0.2,0.0,0.0,0.0,0.0,5.4,HOU,11,2023,wr
Marvin Mims Jr.,1.7,21.9,0.2,0.6,3.1,0.0,0.0,5.2,DEN,11,2023,wr
Jameson Williams,1.8,24.0,0.2,0.0,0.2,0.0,0.0,5.1,DET,11,2023,wr
Dontayvion Wicks,1.7,24.2,0.1,0.0,0.2,0.0,0.0,5.0,GB,11,2023,wr
Skyy Moore,1.7,20.6,0.1,0.1,0.9,0.0,0.0,4.6,KC,11,2023,wr
Jalin Hyatt,1.6,23.3,0.1,0.0,0.0,0.0,0.0,4.5,NYG,11,2023,wr
Jalen Tolbert,1.7,19.7,0.2,0.0,0.1,0.0,0.0,4.5,DAL,11,2023,wr
Kalif Raymond,1.5,19.8,0.1,0.1,1.2,0.0,0.0,4.3,DET,11,2023,wr
Mecole Hardman Jr.,1.4,17.0,0.1,0.5,2.9,0.0,0.0,4.2,GB,11,2023,wr
Chris Moore,1.6,19.5,0.1,0.0,0.0,0.0,0.0,4.1,WAS,11,2023,wr
Jauan Jennings,1.4,19.3,0.1,0.0,0.0,0.0,0.0,4.0,SF,11,2023,wr
Olamide Zaccheaus,1.6,18.2,0.1,0.0,0.1,0.0,0.0,4.0,CHI,11,2023,wr
Derius Davis,1.4,14.9,0.1,0.2,3.3,0.0,0.0,3.9,LAC,11,2023,wr
Hunter Renfrow,1.7,17.2,0.1,0.1,0.4,0.0,0.0,3.8,CAR,11,2023,wr
Isaiah Hodgins,1.4,17.2,0.1,0.0,0.0,0.0,0.0,3.7,SF,11,2023,wr
Jalen Nailor,1.3,15.5,0.1,0.0,0.0,0.0,0.0,3.5,MIN,11,2023,wr
Xavier Gipson,1.3,14.2,0.1,0.6,3.4,0.0,0.0,3.4,NYJ,11,2023,wr
Jake Bobo,1.3,15.3,0.1,0.0,0.3,0.0,0.0,3.3,SEA,11,2023,wr
Greg Dortch,1.3,14.5,0.1,0.0,0.2,0.0,0.0,3.2,ARI,11,2023,wr
Laviska Shenault Jr.,1.0,10.3,0.0,1.4,6.4,0.0,0.0,3.1,BUF,11,2023,wr
Calvin Austin III,1.0,11.4,0.1,1.0,4.3,0.0,0.0,3.0,PIT,11,2023,wr
Dyami Brown,1.0,13.7,0.1,0.1,0.6,0.0,0.0,2.9,JAC,11,2023,wr
Tyler Scott,1.0,12.5,0.1,0.4,2.7,0.0,0.0,2.9,CHI,11,2023,wr
Cedric Tillman,1.1,12.7,0.1,0.0,0.1,0.0,0.0,2.8,CLE,11,2023,wr
Tre Tucker,0.8,10.7,0.1,0.7,3.9,0.0,0.0,2.7,LV,11,2023,wr
John Metchie III,0.9,11.8,0.1,0.0,0.0,0.0,0.0,2.6,HOU,11,2023,wr
Sterling Shepard,1.0,11.6,0.0,0.0,0.0,0.0,0.0,2.5,TB,11,2023,wr
Andre Baccellia,0.9,11.2,0.1,0.0,0.0,0.0,0.0,2.3,ARI,11,2023,wr
David Bell,0.9,10.6,0.0,0.0,0.0,0.0,0.0,2.1,CLE,11,2023,wr
Equanimeous St. Brown,0.7,10.5,0.1,0.0,0.1,0.0,0.0,2.1,SF,11,2023,wr
Robbie Chosen,0.8,8.6,0.1,0.0,0.0,0.0,0.0,2.0,SF,11,2023,wr
Charlie Jones,0.8,8.1,0.1,0.0,0.1,0.0,0.0,2.0,CIN,11,2023,wr
KaVontae Turpin,0.6,6.7,0.1,0.3,2.7,0.0,0.0,1.8,DAL,11,2023,wr
Malik Taylor,0.8,9.1,0.0,0.0,0.0,0.0,0.0,1.8,DET,11,2023,wr
Xavier Hutchinson,0.5,6.1,0.0,0.6,3.4,0.0,0.0,1.8,HOU,11,2023,wr
Lawrence Cager,0.7,9.0,0.0,0.0,0.0,0.0,0.0,1.8,WAS,11,2023,wr
Trent Sherfield Sr.,0.6,7.5,0.0,0.0,0.0,0.0,0.0,1.7,DEN,11,2023,wr
Simi Fehoko,0.7,7.6,0.0,0.0,0.1,0.0,0.0,1.7,ARI,11,2023,wr
Steven Sims Jr.,0.4,5.0,0.0,0.0,2.6,0.0,0.0,1.5,SEA,11,2023,wr
Ihmir Smith-Marsette,0.5,6.6,0.0,0.0,0.2,0.0,0.0,1.3,NYG,11,2023,wr
Ben Skowronek,0.4,5.0,0.0,0.1,0.8,0.0,0.0,1.2,PIT,11,2023,wr
Jalen Brooks,0.5,5.4,0.0,0.0,0.1,0.0,0.0,1.2,DAL,11,2023,wr
Tim Jones,0.5,5.3,0.0,0.0,0.0,0.0,0.0,1.2,MIN,11,2023,wr
Rakim Jarrett,0.4,5.5,0.0,0.0,0.3,0.0,0.0,1.2,TB,11,2023,wr
Michael Strachan,0.4,5.9,0.0,0.0,0.0,0.0,0.0,1.1,WAS,11,2023,wr
Malik Heath,0.3,4.7,0.0,0.0,0.1,0.0,0.0,1.0,GB,11,2023,wr
Ronnie Bell,0.4,4.6,0.0,0.0,0.0,0.0,0.0,1.0,DET,11,2023,wr
DeAndre Carter,0.3,3.9,0.0,0.2,1.3,0.0,0.0,1.0,CLE,11,2023,wr
Parker Washington,0.4,4.0,0.0,0.0,0.2,0.0,0.0,0.9,JAC,11,2023,wr
Elijah Higgins,0.4,3.3,0.0,0.0,0.1,0.0,0.0,0.9,ARI,11,2023,wr
Lil'Jordan Humphrey,0.3,4.1,0.0,0.0,0.0,0.0,0.0,0.9,NYG,11,2023,wr
James Proche II,0.3,3.9,0.0,0.0,0.0,0.0,0.0,0.8,TEN,11,2023,wr
Devin Duvernay,0.3,3.3,0.0,0.0,0.5,0.0,0.0,0.7,CHI,11,2023,wr
Irvin Charles,0.2,2.9,0.0,0.0,0.1,0.0,0.0,0.6,NYJ,11,2023,wr
Shedrick Jackson,0.2,2.5,0.0,0.0,0.2,0.0,0.0,0.6,LV,11,2023,wr
Demarcus Robinson,0.1,2.8,0.0,0.0,0.1,0.0,0.0,0.5,SF,11,2023,wr
Trent Taylor,0.2,2.2,0.0,0.0,0.0,0.0,0.0,0.4,SF,11,2023,wr
Miles Boykin,0.1,1.6,0.0,0.0,0.0,0.0,0.0,0.4,CHI,11,2023,wr
Austin Trammell,0.1,1.6,0.0,0.0,0.1,0.0,0.0,0.4,JAC,11,2023,wr
Dee Eskridge,0.1,1.4,0.0,0.0,0.7,0.0,0.0,0.3,MIA,11,2023,wr
Jason Brownlee,0.1,1.4,0.0,0.0,0.2,0.0,0.0,0.3,KC,11,2023,wr
Tylan Wallace,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.2,BAL,11,2023,wr
Gunner Olszewski,0.0,0.7,0.0,0.0,0.4,0.0,0.0,0.1,NYG,11,2023,wr
JuJu Smith-Schuster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,11,2023,wr
Brandon Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,11,2023,wr
Scotty Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,11,2023,wr
Tyquan Thornton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,11,2023,wr
Keith Kirkwood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,11,2023,wr
Britain Covey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,11,2023,wr
Kristian Wilkerson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,11,2023,wr
Justin Shorter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,11,2023,wr
A.T. Perry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,11,2023,wr
David Moore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,11,2023,wr
Anthony Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,11,2023,wr
KJ Hamler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,11,2023,wr
Van Jefferson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,11,2023,wr
Collin Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,11,2023,wr
Quintez Cephus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,11,2023,wr
Tyler Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,11,2023,wr
Quez Watkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,11,2023,wr
Marquez Callaway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,11,2023,wr
Phillip Dorsett II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,11,2023,wr
Tom Kennedy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,11,2023,wr
Jalen Reagor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,11,2023,wr
Alex Bachman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,11,2023,wr
Dez Fitzpatrick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,11,2023,wr
Jacob Harris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,11,2023,wr
Seth Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,11,2023,wr
Mason Kinsey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,11,2023,wr
Cody White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,11,2023,wr
Kendric Pryor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,11,2023,wr
Lance McCutcheon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,11,2023,wr
Montrell Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,11,2023,wr
Dennis Houston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,11,2023,wr
Maurice Alexander,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,11,2023,wr
Tay Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,11,2023,wr
Braylon Sanders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,11,2023,wr
Johnny Johnson III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,11,2023,wr
Brandon Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,11,2023,wr
Bo Melton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,11,2023,wr
Tarik Black,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,11,2023,wr
Michael Bandy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,11,2023,wr
CeeDee Lamb,7.2,95.4,0.7,0.4,2.8,0.0,0.0,21.0,DAL,12,2023,wr
Tyreek Hill,6.6,91.8,0.6,0.3,1.7,0.0,0.0,19.7,MIA,12,2023,wr
Keenan Allen,7.7,88.7,0.5,0.0,0.2,0.0,0.0,19.5,LAC,12,2023,wr
Amon-Ra St. Brown,7.0,84.2,0.5,0.3,1.7,0.0,0.0,18.4,DET,12,2023,wr
A.J. Brown,6.1,89.7,0.5,0.0,0.0,0.0,0.0,18.3,PHI,12,2023,wr
Stefon Diggs,6.7,81.0,0.5,0.0,0.0,0.0,0.0,17.6,NE,12,2023,wr
Brandon Aiyuk,5.0,79.5,0.4,0.0,0.1,0.0,0.0,15.5,SF,12,2023,wr
Tank Dell,5.0,72.6,0.4,1.3,5.4,0.0,0.0,15.5,HOU,12,2023,wr
Mike Evans,5.2,71.7,0.5,0.0,0.0,0.0,0.0,15.2,TB,12,2023,wr
Ja'Marr Chase,5.6,71.8,0.4,0.2,1.4,0.0,0.0,15.1,CIN,12,2023,wr
Puka Nacua,5.5,72.4,0.4,0.2,1.3,0.0,0.0,15.1,LAR,12,2023,wr
Adam Thielen,6.1,65.1,0.4,0.0,0.1,0.0,0.0,14.7,CAR,12,2023,wr
Christian Kirk,5.8,69.3,0.3,0.0,0.2,0.0,0.0,14.6,HOU,12,2023,wr
Michael Pittman Jr.,5.7,68.6,0.3,0.0,0.2,0.0,0.0,14.6,IND,12,2023,wr
DJ Moore,5.0,70.5,0.4,0.2,1.1,0.0,0.0,14.3,CHI,12,2023,wr
Cooper Kupp,5.1,68.1,0.4,0.1,1.4,0.0,0.0,14.3,SEA,12,2023,wr
Nico Collins,5.0,68.4,0.4,0.0,0.0,0.0,0.0,14.1,HOU,12,2023,wr
DK Metcalf,5.0,68.4,0.4,0.0,0.0,0.0,0.0,14.1,PIT,12,2023,wr
Garrett Wilson,5.6,66.8,0.3,0.0,0.2,0.0,0.0,14.1,NYJ,12,2023,wr
Chris Olave,5.2,68.6,0.3,0.0,0.0,0.0,0.0,14.0,NO,12,2023,wr
Davante Adams,5.3,67.3,0.3,0.0,0.0,0.0,0.0,13.8,LAR,12,2023,wr
DeAndre Hopkins,4.8,63.9,0.4,0.1,0.8,0.0,0.0,13.8,BAL,12,2023,wr
Tyler Lockett,5.4,63.1,0.3,0.0,0.0,0.0,0.0,13.7,TEN,12,2023,wr
Jaylen Waddle,4.8,66.9,0.3,0.2,1.3,0.0,0.0,13.6,MIA,12,2023,wr
Deebo Samuel Sr.,4.0,54.2,0.3,2.6,15.6,0.1,0.1,13.4,WAS,12,2023,wr
DeVonta Smith,4.9,63.3,0.4,0.0,0.0,0.0,0.0,13.4,PHI,12,2023,wr
Zay Flowers,5.0,61.0,0.3,0.6,2.4,0.0,0.0,13.1,BAL,12,2023,wr
Jordan Addison,4.7,59.5,0.4,0.1,0.5,0.0,0.0,13.0,MIN,12,2023,wr
Calvin Ridley,4.3,56.9,0.3,0.2,1.5,0.0,0.0,12.2,TEN,12,2023,wr
Chris Godwin,4.9,54.3,0.3,0.0,0.2,0.0,0.0,12.1,TB,12,2023,wr
Terry McLaurin,4.4,58.4,0.3,0.0,0.0,0.0,0.0,11.9,WAS,12,2023,wr
Josh Downs,4.3,56.0,0.3,0.0,0.1,0.0,0.0,11.7,IND,12,2023,wr
Courtland Sutton,4.2,50.8,0.4,0.0,0.0,0.0,0.0,11.6,DEN,12,2023,wr
DeMario Douglas,4.4,53.1,0.2,0.6,3.4,0.0,0.0,11.5,NE,12,2023,wr
Drake London,4.4,53.6,0.3,0.0,0.0,0.0,0.0,11.2,ATL,12,2023,wr
Marquise Brown,4.2,50.4,0.3,0.3,1.5,0.0,0.0,11.2,KC,12,2023,wr
Christian Watson,3.6,52.5,0.3,0.3,2.2,0.0,0.0,11.1,GB,12,2023,wr
Diontae Johnson,4.1,53.3,0.3,0.1,0.6,0.0,0.0,11.0,CLE,12,2023,wr
Jayden Reed,3.7,50.7,0.3,0.8,4.8,0.0,0.0,11.0,GB,12,2023,wr
Rashee Rice,4.3,48.3,0.3,0.1,0.4,0.0,0.0,10.9,KC,12,2023,wr
Brandin Cooks,3.6,47.3,0.3,0.3,1.6,0.0,0.0,10.6,NO,12,2023,wr
Jerry Jeudy,3.8,51.2,0.3,0.0,0.3,0.0,0.0,10.6,CLE,12,2023,wr
Romeo Doubs,3.9,46.4,0.3,0.0,0.0,0.0,0.0,10.5,GB,12,2023,wr
George Pickens,3.4,51.4,0.3,0.4,1.9,0.0,0.0,10.4,DAL,12,2023,wr
Jakobi Meyers,4.0,42.8,0.2,0.1,0.6,0.0,0.0,9.7,LV,12,2023,wr
Jaxon Smith-Njigba,3.9,43.8,0.2,0.0,0.2,0.0,0.0,9.6,SEA,12,2023,wr
Rashid Shaheed,3.4,46.8,0.2,0.2,1.2,0.0,0.0,9.6,NO,12,2023,wr
Robert Woods,3.6,41.5,0.3,0.0,0.1,0.0,0.0,9.2,PIT,12,2023,wr
Rondale Moore,3.3,34.0,0.2,1.6,9.6,0.0,0.0,8.9,MIN,12,2023,wr
Jahan Dotson,3.3,42.2,0.2,0.0,0.0,0.0,0.0,8.8,PHI,12,2023,wr
Wan'Dale Robinson,3.5,36.8,0.2,1.3,5.2,0.0,0.0,8.8,NYG,12,2023,wr
K.J. Osborn,3.3,37.7,0.2,0.0,0.1,0.0,0.0,8.5,WAS,12,2023,wr
Elijah Moore,3.3,38.6,0.2,0.1,1.1,0.0,0.0,8.3,BUF,12,2023,wr
Rashod Bateman,2.9,39.7,0.2,0.0,0.0,0.0,0.0,8.1,BAL,12,2023,wr
