Player,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TDS,RUSHING_ATT,RUSHING_YDS,RUSHING_TDS,MISC_FL,FPTS,Team,Week,Year,Position
Darius Slayton,3.0,40.1,0.2,0.0,0.1,0.0,0.0,8.2,NYG,7,2024,wr
Noah Brown,2.9,38.6,0.2,0.0,0.1,0.0,0.0,8.2,WAS,7,2024,wr
Rashod Bateman,2.9,38.6,0.2,0.0,0.1,0.0,0.0,8.1,BAL,7,2024,wr
Devaughn Vele,3.1,36.9,0.2,0.0,0.0,0.0,0.0,7.8,DEN,7,2024,wr
Allen Lazard,2.6,33.1,0.2,0.0,0.2,0.0,0.0,7.3,NYJ,7,2024,wr
Elijah Moore,3.0,30.9,0.2,0.0,0.5,0.0,0.0,7.2,BUF,7,2024,wr
Dontayvion Wicks,2.3,30.4,0.2,0.0,0.3,0.0,0.0,6.7,GB,7,2024,wr
Andrei Iosivas,2.4,30.2,0.2,0.0,0.2,0.0,0.0,6.7,CIN,7,2024,wr
Xavier Hutchinson,2.3,30.3,0.2,0.0,0.9,0.0,0.0,6.3,HOU,7,2024,wr
Greg Dortch,2.6,26.4,0.2,0.0,0.4,0.0,0.0,6.3,ARI,7,2024,wr
Cedric Tillman,2.4,27.3,0.2,0.1,0.4,0.0,0.0,6.1,CLE,7,2024,wr
Mason Tipton,2.5,27.5,0.1,0.0,0.0,0.0,0.0,6.1,NO,7,2024,wr
Alec Pierce,1.9,30.4,0.2,0.0,0.2,0.0,0.0,6.0,IND,7,2024,wr
Keon Coleman,2.1,26.5,0.2,0.0,0.1,0.0,0.0,5.9,BUF,7,2024,wr
Ja'Lynn Polk,2.3,26.6,0.2,0.1,0.4,0.0,0.0,5.8,NE,7,2024,wr
Troy Franklin,2.2,26.6,0.1,0.2,0.9,0.0,0.0,5.8,DEN,7,2024,wr
Cedrick Wilson Jr.,2.3,27.6,0.1,0.0,0.2,0.0,0.0,5.8,NO,7,2024,wr
Kristian Wilkerson,2.3,27.5,0.1,0.0,0.0,0.0,0.0,5.7,BUF,7,2024,wr
Ricky Pearsall,2.0,24.5,0.2,0.1,0.7,0.0,0.0,5.6,SF,7,2024,wr
Jalen Nailor,2.0,24.7,0.2,0.2,0.8,0.0,0.0,5.5,MIN,7,2024,wr
Tim Patrick,2.0,25.1,0.2,0.0,0.2,0.0,0.0,5.5,DET,7,2024,wr
Adonai Mitchell,1.8,23.9,0.2,0.3,1.2,0.0,0.0,5.3,IND,7,2024,wr
Kayshon Boutte,1.9,24.7,0.1,0.0,0.4,0.0,0.0,5.3,NE,7,2024,wr
Calvin Austin III,1.9,23.7,0.1,0.0,1.0,0.0,0.0,5.2,PIT,7,2024,wr
Kendrick Bourne,1.9,22.4,0.1,0.1,0.7,0.0,0.0,5.0,NE,7,2024,wr
Jalen Coker,2.0,22.1,0.1,0.2,0.9,0.0,0.0,4.9,CAR,7,2024,wr
Alex Bachman,2.0,25.4,0.1,0.0,0.0,0.0,0.0,4.8,LV,7,2024,wr
Simi Fehoko,1.7,20.5,0.1,0.0,0.0,0.0,0.0,4.6,ARI,7,2024,wr
Luke McCaffrey,1.7,18.5,0.1,0.0,0.3,0.0,0.0,4.2,WAS,7,2024,wr
Van Jefferson,1.5,19.6,0.1,0.0,0.2,0.0,0.0,4.1,TEN,7,2024,wr
Mecole Hardman Jr.,1.6,15.5,0.1,0.2,2.1,0.0,0.0,3.9,GB,7,2024,wr
Sterling Shepard,1.4,16.4,0.1,0.3,1.1,0.0,0.0,3.9,TB,7,2024,wr
Derius Davis,1.2,13.4,0.1,0.8,5.4,0.0,0.0,3.8,LAC,7,2024,wr
Curtis Samuel,1.3,13.6,0.1,0.8,3.3,0.0,0.0,3.8,BUF,7,2024,wr
Jahan Dotson,1.4,16.3,0.1,0.2,0.7,0.0,0.0,3.7,PHI,7,2024,wr
Tyler Johnson,1.3,15.1,0.1,0.0,0.0,0.0,0.0,3.4,NYJ,7,2024,wr
Justin Watson,1.1,16.3,0.1,0.0,0.0,0.0,0.0,3.4,HOU,7,2024,wr
Jalen McMillan,1.1,13.8,0.1,0.0,0.2,0.0,0.0,3.1,TB,7,2024,wr
Dyami Brown,1.0,13.4,0.1,0.0,0.1,0.0,0.0,2.9,JAC,7,2024,wr
Marvin Mims Jr.,1.0,13.5,0.1,0.0,0.2,0.0,0.0,2.7,DEN,7,2024,wr
Trey Palmer,1.0,12.1,0.1,0.0,0.2,0.0,0.0,2.7,TB,7,2024,wr
Kalif Raymond,1.0,12.0,0.1,0.0,0.7,0.0,0.0,2.7,DET,7,2024,wr
Nick Westbrook-Ikhine,1.0,12.8,0.1,0.0,0.0,0.0,0.0,2.6,MIA,7,2024,wr
Jake Bobo,1.0,11.1,0.1,0.0,0.1,0.0,0.0,2.6,SEA,7,2024,wr
Zay Jones,1.0,11.4,0.1,0.0,0.1,0.0,0.0,2.6,ARI,7,2024,wr
Lil'Jordan Humphrey,1.0,12.9,0.1,0.0,0.0,0.0,0.0,2.6,NYG,7,2024,wr
John Metchie III,0.8,10.6,0.1,0.0,0.1,0.0,0.0,2.2,HOU,7,2024,wr
Bo Melton,0.6,7.6,0.1,0.3,1.5,0.0,0.0,1.9,GB,7,2024,wr
David Moore,0.7,9.1,0.1,0.0,0.0,0.0,0.0,1.9,CAR,7,2024,wr
Mack Hollins,0.6,7.7,0.1,0.0,0.0,0.0,0.0,1.8,NE,7,2024,wr
KhaDarel Hodge,0.7,7.8,0.0,0.0,0.0,0.0,0.0,1.7,ATL,7,2024,wr
Ashton Dulin,0.5,6.3,0.1,0.3,1.3,0.0,0.0,1.6,IND,7,2024,wr
Xavier Gipson,0.5,6.0,0.0,0.1,0.6,0.0,0.0,1.4,NYJ,7,2024,wr
Parker Washington,0.5,5.9,0.0,0.0,0.2,0.0,0.0,1.4,JAC,7,2024,wr
Laviska Shenault Jr.,0.6,5.5,0.0,0.1,1.4,0.0,0.0,1.4,BUF,7,2024,wr
Xavier Smith,0.7,6.0,0.0,0.0,0.4,0.0,0.0,1.4,LAR,7,2024,wr
Jalin Hyatt,0.4,5.9,0.0,0.0,0.0,0.0,0.0,1.2,NYG,7,2024,wr
Malik Heath,0.4,4.6,0.0,0.0,0.1,0.0,0.0,1.1,GB,7,2024,wr
Skyy Moore,0.4,4.6,0.0,0.0,0.2,0.0,0.0,1.0,KC,7,2024,wr
Johnny Wilson,0.3,4.1,0.0,0.0,0.1,0.0,0.0,0.9,PHI,7,2024,wr
Braxton Berrios,0.4,3.6,0.0,0.0,0.1,0.0,0.0,0.9,HOU,7,2024,wr
Jamari Thrash,0.4,3.6,0.0,0.0,0.0,0.0,0.0,0.9,CLE,7,2024,wr
Brenden Rice,0.3,3.7,0.0,0.0,0.0,0.0,0.0,0.9,LAC,7,2024,wr
Trent Sherfield Sr.,0.3,3.8,0.0,0.0,0.1,0.0,0.0,0.8,DEN,7,2024,wr
Charlie Jones,0.2,2.6,0.0,0.0,0.1,0.0,0.0,0.6,CIN,7,2024,wr
Xavier Weaver,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.5,ARI,7,2024,wr
Ronnie Bell,0.2,2.1,0.0,0.0,0.0,0.0,0.0,0.5,DET,7,2024,wr
Scotty Miller,0.2,2.4,0.0,0.0,0.1,0.0,0.0,0.5,PIT,7,2024,wr
Tylan Wallace,0.2,2.3,0.0,0.0,0.1,0.0,0.0,0.5,BAL,7,2024,wr
Equanimeous St. Brown,0.2,2.3,0.0,0.0,0.0,0.0,0.0,0.5,SF,7,2024,wr
K.J. Osborn,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.5,WAS,7,2024,wr
Malik Washington,0.2,1.7,0.0,0.0,0.0,0.0,0.0,0.4,MIA,7,2024,wr
Jacob Cowing,0.1,1.6,0.0,0.0,0.1,0.0,0.0,0.4,SF,7,2024,wr
James Proche II,0.1,1.4,0.0,0.0,0.0,0.0,0.0,0.3,TEN,7,2024,wr
Jha'Quan Jackson,0.1,1.3,0.0,0.0,0.0,0.0,0.0,0.3,TEN,7,2024,wr
Roman Wilson,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.3,PIT,7,2024,wr
Bryce Ford-Wheaton,0.1,1.1,0.0,0.0,0.0,0.0,0.0,0.2,NYG,7,2024,wr
Tim Jones,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.2,MIN,7,2024,wr
Jermaine Burton,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.2,CIN,7,2024,wr
Ryan Miller,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.2,TB,7,2024,wr
Kameron Johnson,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.2,TB,7,2024,wr
Casey Washington,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.1,ATL,7,2024,wr
Devontez Walker,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.1,BAL,7,2024,wr
Brycen Tremayne,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1,CAR,7,2024,wr
Ihmir Smith-Marsette,0.1,0.6,0.0,0.0,0.1,0.0,0.0,0.1,NYG,7,2024,wr
Malachi Corley,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,NYJ,7,2024,wr
Nico Collins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,7,2024,wr
Cooper Kupp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,7,2024,wr
Puka Nacua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,7,2024,wr
Chris Olave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,7,2024,wr
Rashid Shaheed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,7,2024,wr
Quentin Johnston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,7,2024,wr
Keenan Allen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,7,2024,wr
Jakobi Meyers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,7,2024,wr
Adam Thielen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,7,2024,wr
Brandin Cooks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,7,2024,wr
Josh Reynolds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,7,2024,wr
Jauan Jennings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,7,2024,wr
Treylon Burks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,7,2024,wr
Marquez Valdes-Scantling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,7,2024,wr
Tyquan Thornton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,7,2024,wr
Robert Woods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,7,2024,wr
Steven Sims Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,7,2024,wr
DeAndre Carter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,7,2024,wr
Zach Pascal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,7,2024,wr
Malik Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,7,2024,wr
Trishton Jackson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,7,2024,wr
Chris Moore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,7,2024,wr
Trenton Irwin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,7,2024,wr
Gunner Olszewski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,7,2024,wr
Jacob Harris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,7,2024,wr
Ben Skowronek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,7,2024,wr
Rondale Moore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,7,2024,wr
Dareke Young,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,7,2024,wr
Britain Covey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,7,2024,wr
David Bell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,7,2024,wr
Velus Jones Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,7,2024,wr
A.T. Perry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,7,2024,wr
Rakim Jarrett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,7,2024,wr
Irvin Charles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,7,2024,wr
Isaiah Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,7,2024,wr
Anthony Gould,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,7,2024,wr
Tahj Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,7,2024,wr
Javon Baker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,7,2024,wr
Ainias Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,7,2024,wr
Russell Gage Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,7,2024,wr
Hunter Renfrow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,7,2024,wr
Michael Gallup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,7,2024,wr
Marquise Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,7,2024,wr
DJ Chark Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,7,2024,wr
Robbie Chosen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,7,2024,wr
KJ Hamler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,7,2024,wr
Collin Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,7,2024,wr
Jamal Agnew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,7,2024,wr
Quintez Cephus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,7,2024,wr
Dante Pettis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,7,2024,wr
Quez Watkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,7,2024,wr
Isaiah Hodgins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,7,2024,wr
Marquez Callaway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,7,2024,wr
Donovan Peoples-Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,7,2024,wr
Keith Kirkwood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,7,2024,wr
Phillip Dorsett II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,7,2024,wr
Tom Kennedy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,7,2024,wr
Jalen Reagor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,7,2024,wr
Laquon Treadwell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,7,2024,wr
Trent Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,7,2024,wr
Dez Fitzpatrick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,7,2024,wr
Seth Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,7,2024,wr
Michael Strachan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,7,2024,wr
Dee Eskridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,7,2024,wr
Terrace Marshall Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,7,2024,wr
Erik Ezukanma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,7,2024,wr
Mason Kinsey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,7,2024,wr
Cody White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,7,2024,wr
Kendric Pryor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,7,2024,wr
Lance McCutcheon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,7,2024,wr
Andre Baccellia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,7,2024,wr
Montrell Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,7,2024,wr
Dennis Houston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,7,2024,wr
Brandon Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,7,2024,wr
Tay Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,7,2024,wr
Austin Trammell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,7,2024,wr
Jalen Virgil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,7,2024,wr
Braylon Sanders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,7,2024,wr
Johnny Johnson III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,7,2024,wr
David Sills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,7,2024,wr
Brandon Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,7,2024,wr
Tarik Black,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,7,2024,wr
Michael Bandy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,7,2024,wr
D.J. Montgomery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,7,2024,wr
Justin Shorter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,7,2024,wr
Rashee Rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,7,2024,wr
Jason Brownlee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,7,2024,wr
Elijah Cooks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,7,2024,wr
Mitchell Tinsley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,7,2024,wr
Malik Cunningham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,7,2024,wr
Chase Cota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,7,2024,wr
Dylan Drummond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,7,2024,wr
Tejhaun Palmer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,7,2024,wr
Cornelius Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,7,2024,wr
Shedrick Jackson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,7,2024,wr
Lucky Jackson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,7,2024,wr
Chris Blair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,7,2024,wr
Tyrell Shavers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,7,2024,wr
Ja'Marr Chase,6.7,88.9,0.6,0.2,1.2,0.0,0.1,19.3,CIN,8,2024,wr
Justin Jefferson,6.1,91.5,0.6,0.2,0.9,0.0,0.1,18.9,MIN,8,2024,wr
Tyreek Hill,6.3,88.3,0.5,0.5,2.6,0.0,0.1,18.5,MIA,8,2024,wr
Amon-Ra St. Brown,6.7,78.3,0.5,0.0,0.6,0.0,0.1,17.7,DET,8,2024,wr
CeeDee Lamb,6.3,82.2,0.4,0.7,4.3,0.0,0.1,17.7,DAL,8,2024,wr
Drake London,6.0,74.3,0.5,0.0,0.2,0.0,0.1,16.4,ATL,8,2024,wr
Malik Nabers,6.2,76.0,0.4,0.4,1.8,0.0,0.1,16.4,NYG,8,2024,wr
A.J. Brown,5.5,78.8,0.5,0.0,0.1,0.0,0.1,16.2,PHI,8,2024,wr
Deebo Samuel Sr.,4.5,66.3,0.4,2.6,13.4,0.2,0.1,15.5,WAS,8,2024,wr
Stefon Diggs,5.8,68.7,0.4,0.1,0.5,0.0,0.1,15.2,NE,8,2024,wr
Davante Adams,5.5,66.8,0.5,0.0,0.1,0.0,0.1,15.2,LAR,8,2024,wr
Cooper Kupp,5.9,69.3,0.4,0.4,1.8,0.0,0.1,15.0,SEA,8,2024,wr
Garrett Wilson,5.3,67.0,0.4,0.0,0.6,0.0,0.1,14.6,NYJ,8,2024,wr
Jayden Reed,4.8,61.5,0.4,1.5,8.7,0.1,0.1,14.5,GB,8,2024,wr
DJ Moore,5.3,68.5,0.4,0.1,0.9,0.0,0.1,14.5,CHI,8,2024,wr
Terry McLaurin,5.3,65.3,0.4,0.2,0.9,0.0,0.1,14.2,WAS,8,2024,wr
George Pickens,4.8,68.4,0.4,0.0,0.2,0.0,0.1,14.2,DAL,8,2024,wr
Zay Flowers,5.0,63.0,0.4,0.9,4.6,0.0,0.1,14.1,BAL,8,2024,wr
Brian Thomas Jr.,4.7,65.7,0.4,0.3,1.7,0.0,0.1,13.7,JAC,8,2024,wr
Jaxon Smith-Njigba,5.5,60.7,0.4,0.0,0.2,0.0,0.1,13.6,SEA,8,2024,wr
Jaylen Waddle,4.7,65.1,0.3,0.2,1.0,0.0,0.1,13.2,MIA,8,2024,wr
DeVonta Smith,4.8,59.3,0.4,0.0,0.1,0.0,0.1,12.8,PHI,8,2024,wr
Tyler Lockett,5.0,58.7,0.3,0.0,0.1,0.0,0.1,12.8,TEN,8,2024,wr
Tank Dell,4.3,59.7,0.3,0.3,2.7,0.0,0.1,12.6,HOU,8,2024,wr
Darnell Mooney,4.4,57.5,0.4,0.0,0.3,0.0,0.0,12.3,ATL,8,2024,wr
Marvin Harrison Jr.,4.2,57.6,0.4,0.0,0.1,0.0,0.1,12.2,ARI,8,2024,wr
Ladd McConkey,4.4,54.8,0.4,0.0,0.2,0.0,0.0,12.0,LAC,8,2024,wr
Chris Olave,4.6,58.3,0.3,0.1,0.4,0.0,0.1,11.9,NO,8,2024,wr
Keenan Allen,4.7,50.1,0.3,0.0,0.2,0.0,0.1,11.5,LAC,8,2024,wr
Romeo Doubs,4.2,49.7,0.4,0.0,0.1,0.0,0.1,11.2,GB,8,2024,wr
Wan'Dale Robinson,5.1,47.9,0.2,0.1,1.4,0.0,0.1,11.1,NYG,8,2024,wr
Jalen McMillan,3.9,49.6,0.3,0.1,0.8,0.0,0.0,10.9,TB,8,2024,wr
Courtland Sutton,3.8,50.0,0.4,0.0,0.1,0.0,0.1,10.9,DEN,8,2024,wr
Jerry Jeudy,4.0,53.4,0.3,0.0,0.2,0.0,0.1,10.9,CLE,8,2024,wr
Jakobi Meyers,4.5,49.9,0.2,0.1,0.7,0.0,0.1,10.8,LV,8,2024,wr
Calvin Ridley,3.9,52.3,0.3,0.2,1.4,0.0,0.1,10.8,TEN,8,2024,wr
Khalil Shakir,4.1,48.4,0.3,0.1,0.6,0.0,0.0,10.7,BUF,8,2024,wr
Michael Pittman Jr.,4.1,49.9,0.2,0.0,0.1,0.0,0.1,10.3,IND,8,2024,wr
DeMario Douglas,4.1,47.1,0.2,0.1,1.1,0.0,0.1,10.0,NE,8,2024,wr
Xavier Worthy,3.3,43.6,0.2,1.7,6.0,0.1,0.0,10.0,KC,8,2024,wr
Josh Downs,3.9,42.9,0.2,0.2,1.1,0.0,0.0,9.5,IND,8,2024,wr
Christian Kirk,3.6,44.7,0.3,0.0,0.2,0.0,0.0,9.5,HOU,8,2024,wr
Christian Watson,3.1,43.9,0.3,0.2,1.2,0.0,0.0,9.5,GB,8,2024,wr
Rome Odunze,3.4,44.6,0.3,0.2,0.8,0.0,0.1,9.5,CHI,8,2024,wr
Puka Nacua,3.3,44.0,0.2,0.8,2.8,0.0,0.0,9.4,LAR,8,2024,wr
Andrei Iosivas,3.4,41.8,0.3,0.0,0.2,0.0,0.0,9.4,CIN,8,2024,wr
Xavier Legette,3.8,42.1,0.2,0.2,1.3,0.0,0.0,9.3,CAR,8,2024,wr
Cedric Tillman,3.2,46.2,0.2,0.1,0.5,0.0,0.0,9.3,CLE,8,2024,wr
Jalen Tolbert,3.4,42.4,0.3,0.0,0.1,0.0,0.0,9.1,DAL,8,2024,wr
Joshua Palmer,3.3,40.5,0.3,0.0,0.1,0.0,0.0,8.9,BUF,8,2024,wr
Ricky Pearsall,3.1,40.3,0.3,0.0,0.4,0.0,0.0,8.9,SF,8,2024,wr
DeAndre Hopkins,3.3,40.8,0.3,0.0,0.1,0.0,0.0,8.9,BAL,8,2024,wr
Dontayvion Wicks,2.9,40.2,0.3,0.0,0.3,0.0,0.0,8.8,GB,8,2024,wr
Tre Tucker,3.1,38.1,0.2,0.6,3.5,0.0,0.0,8.5,LV,8,2024,wr
Sterling Shepard,3.2,36.0,0.3,0.3,0.9,0.0,0.0,8.4,TB,8,2024,wr
Trey Palmer,3.1,37.7,0.3,0.0,0.6,0.0,0.0,8.3,TB,8,2024,wr
Ray-Ray McCloud III,3.1,34.0,0.2,0.5,3.7,0.0,0.0,8.3,ATL,8,2024,wr
Keon Coleman,2.8,40.1,0.3,0.0,0.1,0.0,0.0,8.3,BUF,8,2024,wr
Michael Wilson,3.0,37.3,0.2,0.0,0.1,0.0,0.0,8.1,ARI,8,2024,wr
Tim Patrick,2.7,36.5,0.3,0.0,0.3,0.0,0.0,8.0,DET,8,2024,wr
Troy Franklin,2.9,35.4,0.2,0.2,1.0,0.0,0.0,8.0,DEN,8,2024,wr
Rashod Bateman,2.5,36.1,0.2,0.0,0.1,0.0,0.0,7.6,BAL,8,2024,wr
Elijah Moore,3.0,35.2,0.2,0.0,0.5,0.0,0.0,7.6,BUF,8,2024,wr
Simi Fehoko,2.6,33.5,0.2,0.0,0.0,0.0,0.0,7.4,ARI,8,2024,wr
Jake Bobo,2.7,31.3,0.2,0.0,0.1,0.0,0.0,7.0,SEA,8,2024,wr
Darius Slayton,2.6,33.5,0.2,0.0,0.1,0.0,0.0,7.0,NYG,8,2024,wr
Noah Brown,2.4,31.8,0.2,0.0,0.1,0.0,0.0,6.7,WAS,8,2024,wr
Tutu Atwell,2.4,32.1,0.2,0.2,1.4,0.0,0.0,6.7,LAR,8,2024,wr
Kalif Raymond,2.4,29.9,0.2,0.0,1.6,0.0,0.0,6.7,DET,8,2024,wr
Jalen Coker,3.1,30.7,0.1,0.0,0.0,0.0,0.0,6.6,CAR,8,2024,wr
Jalen Nailor,2.3,30.2,0.2,0.3,1.0,0.0,0.0,6.6,MIN,8,2024,wr
Nick Westbrook-Ikhine,2.5,32.5,0.1,0.0,0.2,0.0,0.0,6.6,MIA,8,2024,wr
Bub Means,2.6,30.3,0.2,0.0,0.0,0.0,0.0,6.5,NO,8,2024,wr
Devaughn Vele,2.4,28.0,0.2,0.0,0.0,0.0,0.0,6.3,DEN,8,2024,wr
Demarcus Robinson,2.3,30.2,0.1,0.0,0.2,0.0,0.0,6.2,SF,8,2024,wr
Olamide Zaccheaus,2.4,28.4,0.2,0.0,0.3,0.0,0.0,6.2,CHI,8,2024,wr
Alec Pierce,1.9,30.6,0.2,0.0,0.1,0.0,0.0,6.0,IND,8,2024,wr
Xavier Hutchinson,2.1,27.4,0.2,0.0,0.9,0.0,0.0,5.9,HOU,8,2024,wr
Trenton Irwin,2.1,26.2,0.2,0.0,0.3,0.0,0.0,5.8,JAC,8,2024,wr
