Player,RECEIVING_REC_proj,RECEIVING_YDS_proj,RECEIVING_TDS,RUSHING_ATT_proj,RUSHING_YDS_proj,RUSHING_TDS,MISC_FL_proj,FPTS_proj,Team_proj,Week,Year,Position_proj,Unnamed: 0_level_0_Rank,RECEIVING_REC_actual,RECEIVING_TGT,RECEIVING_YDS_actual,RECEIVING_Y/R,RECEIVING_LG,RECEIVING_20+,RECEIVING_TD,RUSHING_ATT_actual,RUSHING_YDS_actual,RUSHING_TD,MISC_FL_actual,MISC_G,FPTS_actual,MISC_FPTS/G,MISC_ROST,Team_actual,Position_actual
Mack Hollins,0.3,3.9,0.0,0.0,0.0,0.0,0.0,0.7,NE,1,2021,WR,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7%,NE,WR
Greg Dortch,0.2,2.8,0.0,0.0,0.0,0.0,0.0,0.6,ARI,1,2021,WR,,,,,,,,,,,,,,,,,,
Tom Kennedy,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.6,DET,1,2021,WR,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,DET,WR
Trent Taylor,0.2,2.5,0.0,0.0,0.0,0.0,0.0,0.6,SF,1,2021,WR,,,,,,,,,,,,,,,,,,
Ashton Dulin,0.2,3.0,0.0,0.1,0.3,0.0,0.0,0.6,IND,1,2021,WR,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,IND,WR
Malik Taylor,0.2,2.9,0.0,0.1,0.3,0.0,0.0,0.5,DET,1,2021,WR,97.0,2.0,3.0,14.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4,3.4,0.0%,DET,WR
Equanimeous St. Brown,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.2,SF,1,2021,WR,,,,,,,,,,,,,,,,,,
Trenton Irwin,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.1,JAC,1,2021,WR,,,,,,,,,,,,,,,,,,
Lawrence Cager,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1,WAS,1,2021,WR,,,,,,,,,,,,,,,,,,
Laquon Treadwell,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1,IND,1,2021,WR,,,,,,,,,,,,,,,,,,
Dante Pettis,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,NO,1,2021,WR,,,,,,,,,,,,,,,,,,
David Moore,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,CAR,1,2021,WR,,,,,,,,,,,,,,,,,,
Keith Kirkwood,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1,BAL,1,2021,WR,,,,,,,,,,,,,,,,,,
Seth Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,1,2021,WR,,,,,,,,,,,,,,,,,,
Ben Skowronek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,1,2021,WR,,,,,,,,,,,,,,,,,,
Davante Adams,7.3,97.2,0.9,0.0,0.0,0.0,0.1,22.2,LAR,2,2021,WR,14.0,8.0,9.0,121.0,15.1,50.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,20.1,20.1,96.5%,LAR,WR
Tyreek Hill,6.9,96.8,0.8,0.8,4.9,0.0,0.1,21.9,MIA,2,2021,WR,68.0,3.0,4.0,14.0,4.7,7.0,0.0,0.0,1.0,15.0,0.0,0.0,1.0,5.9,5.9,98.3%,MIA,WR
DeAndre Hopkins,7.2,91.0,0.8,0.0,0.3,0.0,0.1,20.9,BAL,2,2021,WR,30.0,4.0,4.0,54.0,13.5,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.4,15.4,16.5%,BAL,WR
Stefon Diggs,7.0,93.7,0.7,0.1,0.4,0.0,0.1,20.4,NE,2,2021,WR,27.0,4.0,8.0,60.0,15.0,41.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,16.0,83.8%,NE,WR
Calvin Ridley,6.6,91.9,0.6,0.3,0.9,0.0,0.1,19.6,TEN,2,2021,WR,17.0,7.0,10.0,63.0,9.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,19.3,19.3,87.8%,TEN,WR
A.J. Brown,6.0,88.0,0.7,0.1,0.7,0.0,0.0,19.3,PHI,2,2021,WR,60.0,3.0,9.0,43.0,14.3,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.3,7.3,99.3%,PHI,WR
Keenan Allen,7.0,82.3,0.6,0.1,0.8,0.0,0.1,19.1,LAC,2,2021,WR,32.0,4.0,8.0,108.0,27.0,42.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,14.8,14.8,39.0%,LAC,WR
DK Metcalf,5.8,87.3,0.8,0.0,0.2,0.0,0.1,19.0,PIT,2,2021,WR,46.0,6.0,11.0,53.0,8.8,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,96.0%,PIT,WR
Justin Jefferson,6.1,87.0,0.6,0.1,0.2,0.0,0.1,18.2,MIN,2,2021,WR,19.0,6.0,10.0,65.0,10.8,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,18.5,18.5,99.5%,MIN,WR
Tyler Lockett,6.0,75.3,0.7,0.1,0.3,0.0,0.1,17.6,TEN,2,2021,WR,2.0,8.0,11.0,178.0,22.3,63.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,31.8,31.8,10.4%,TEN,WR
CeeDee Lamb,5.7,75.3,0.6,0.5,3.2,0.0,0.1,17.1,DAL,2,2021,WR,22.0,8.0,9.0,81.0,10.1,34.0,1.0,0.0,1.0,13.0,0.0,0.0,1.0,17.4,17.4,99.4%,DAL,WR
Diontae Johnson,6.3,70.2,0.6,0.3,1.5,0.0,0.1,17.0,CLE,2,2021,WR,16.0,9.0,12.0,105.0,11.7,41.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,19.5,19.5,7.7%,CLE,WR
Cooper Kupp,5.9,74.4,0.6,0.2,0.8,0.0,0.1,16.9,SEA,2,2021,WR,1.0,9.0,11.0,163.0,18.1,44.0,2.0,2.0,1.0,-5.0,0.0,0.0,1.0,36.8,36.8,83.1%,SEA,WR
Deebo Samuel Sr.,5.4,73.4,0.5,1.0,7.7,0.0,0.1,16.5,WAS,2,2021,WR,26.0,6.0,8.0,93.0,15.5,40.0,1.0,0.0,2.0,8.0,0.0,0.0,1.0,16.1,16.1,83.6%,WAS,WR
Chris Godwin,5.5,73.2,0.6,0.0,0.2,0.0,0.1,16.4,TB,2,2021,WR,25.0,4.0,5.0,62.0,15.5,26.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,16.2,16.2,83.2%,TB,WR
Adam Thielen,5.4,67.7,0.6,0.1,0.7,0.0,0.1,15.9,CAR,2,2021,WR,29.0,6.0,7.0,39.0,6.5,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.9,15.9,35.8%,CAR,WR
Terry McLaurin,5.5,74.3,0.5,0.1,0.6,0.0,0.0,15.8,WAS,2,2021,WR,3.0,11.0,14.0,107.0,9.7,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,27.7,27.7,96.8%,WAS,WR
Tee Higgins,5.2,71.8,0.6,0.1,0.8,0.0,0.1,15.7,CIN,2,2021,WR,28.0,6.0,10.0,60.0,10.0,14.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,16.0,16.0,98.3%,CIN,WR
Mike Evans,4.6,68.4,0.7,0.0,0.0,0.0,0.0,15.4,TB,2,2021,WR,5.0,5.0,9.0,75.0,15.0,26.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,24.5,24.5,97.6%,TB,WR
Brandin Cooks,5.0,70.8,0.4,0.1,0.3,0.0,0.0,14.6,NO,2,2021,WR,8.0,9.0,14.0,78.0,8.7,22.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,22.8,22.8,4.8%,NO,WR
DJ Moore,4.8,68.2,0.4,0.3,1.6,0.0,0.0,14.3,CHI,2,2021,WR,11.0,8.0,11.0,79.0,9.9,20.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,21.9,21.9,93.8%,CHI,WR
Jakobi Meyers,5.3,64.7,0.4,0.1,0.5,0.0,0.0,14.2,LV,2,2021,WR,57.0,4.0,6.0,38.0,9.5,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.8,7.8,82.3%,LV,WR
Ja'Marr Chase,4.7,64.0,0.5,0.2,0.8,0.0,0.0,14.1,CIN,2,2021,WR,41.0,2.0,4.0,54.0,27.0,42.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,13.4,13.4,99.6%,CIN,WR
Marquise Brown,4.5,59.4,0.6,0.1,0.7,0.0,0.0,14.0,KC,2,2021,WR,7.0,6.0,10.0,113.0,18.8,42.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,23.3,23.3,35.7%,KC,WR
Sterling Shepard,5.6,59.8,0.4,0.4,2.7,0.0,0.1,14.0,TB,2,2021,WR,20.0,9.0,10.0,94.0,10.4,21.0,1.0,0.0,1.0,-9.0,0.0,0.0,1.0,17.5,17.5,1.0%,TB,WR
Robert Woods,5.1,60.5,0.3,1.2,6.6,0.1,0.0,13.9,PIT,2,2021,WR,44.0,5.0,9.0,64.0,12.8,16.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,12.0,12.0,0.9%,PIT,WR
JuJu Smith-Schuster,5.5,60.9,0.4,0.0,0.0,0.0,0.1,13.8,KC,2,2021,WR,23.0,6.0,7.0,41.0,6.8,17.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,16.4,16.4,1.5%,KC,WR
Laviska Shenault Jr.,5.0,54.3,0.4,1.2,6.3,0.0,0.0,13.8,BUF,2,2021,WR,106.0,2.0,7.0,-3.0,-1.5,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.7,1.7,0.1%,BUF,WR
DeVonta Smith,4.4,58.5,0.5,0.1,0.7,0.0,0.0,13.3,PHI,2,2021,WR,85.0,2.0,7.0,16.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6,3.6,93.3%,PHI,WR
Robbie Chosen,4.6,58.5,0.4,0.2,1.0,0.0,0.0,13.1,SF,2,2021,WR,63.0,3.0,6.0,38.0,12.7,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,0.0%,SF,WR
Courtland Sutton,4.1,59.8,0.3,0.1,0.7,0.0,0.0,12.2,DEN,2,2021,WR,4.0,9.0,12.0,159.0,17.7,55.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,24.9,24.9,92.0%,DEN,WR
Jaylen Waddle,4.4,57.9,0.3,0.2,1.3,0.0,0.0,12.1,MIA,2,2021,WR,54.0,6.0,8.0,48.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.8,8.8,89.3%,MIA,WR
Marquez Callaway,4.1,52.9,0.4,0.1,0.7,0.0,0.0,11.9,LV,2,2021,WR,88.0,2.0,4.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8,2.8,0.0%,LV,WR
DJ Chark Jr.,4.2,57.0,0.3,0.0,0.3,0.0,0.0,11.7,ATL,2,2021,WR,87.0,1.0,4.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.9,2.9,0.7%,ATL,WR
Michael Pittman Jr.,4.2,50.5,0.2,0.2,1.2,0.0,0.0,10.8,IND,2,2021,WR,13.0,8.0,12.0,123.0,15.4,42.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,20.3,20.3,65.1%,IND,WR
Darnell Mooney,4.2,47.3,0.3,0.2,1.1,0.0,0.0,10.7,ATL,2,2021,WR,43.0,6.0,8.0,66.0,11.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.6,12.6,58.3%,ATL,WR
Christian Kirk,3.7,44.1,0.3,0.3,1.7,0.0,0.0,10.3,HOU,2,2021,WR,52.0,3.0,4.0,65.0,21.7,35.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5,9.5,30.0%,HOU,WR
Tim Patrick,3.7,48.6,0.3,0.0,0.0,0.0,0.0,10.2,DET,2,2021,WR,42.0,3.0,4.0,37.0,12.3,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.7,12.7,1.8%,DET,WR
Mecole Hardman Jr.,3.5,46.8,0.3,0.3,2.4,0.0,0.0,10.1,GB,2,2021,WR,48.0,5.0,8.0,55.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.5,10.5,0.6%,GB,WR
Russell Gage Jr.,4.3,46.0,0.2,0.1,0.3,0.0,0.0,10.0,SF,2,2021,WR,58.0,5.0,7.0,28.0,5.6,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.8,7.8,0.0%,SF,WR
Zach Pascal,3.4,44.1,0.3,0.0,0.1,0.0,0.0,9.7,NYG,2,2021,WR,31.0,5.0,6.0,38.0,7.6,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14.8,14.8,0.0%,NYG,WR
Hunter Renfrow,3.8,44.2,0.2,0.0,0.0,0.0,0.0,9.3,CAR,2,2021,WR,47.0,5.0,7.0,57.0,11.4,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.7,10.7,1.9%,CAR,WR
Jalen Reagor,3.4,43.1,0.2,0.2,1.2,0.0,0.0,9.3,LAC,2,2021,WR,94.0,2.0,5.0,5.0,2.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,2.5,0.0%,LAC,WR
Van Jefferson,3.1,41.8,0.3,0.1,0.2,0.0,0.0,8.9,TEN,2,2021,WR,95.0,1.0,3.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4,2.4,1.1%,TEN,WR
Elijah Moore,3.4,42.1,0.2,0.0,0.6,0.0,0.0,8.8,BUF,2,2021,WR,55.0,4.0,8.0,47.0,11.8,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.7,8.7,3.5%,BUF,WR
Marquez Valdes-Scantling,2.6,45.8,0.2,0.1,0.9,0.0,0.0,8.6,SEA,2,2021,WR,131.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.7%,SEA,WR
KJ Hamler,3.1,39.1,0.2,0.5,3.3,0.0,0.0,8.6,BUF,2,2021,WR,109.0,1.0,3.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,0.0%,BUF,WR
Darius Slayton,3.2,42.5,0.2,0.1,0.2,0.0,0.0,8.5,NYG,2,2021,WR,33.0,3.0,6.0,54.0,18.0,33.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.4,14.4,7.2%,NYG,WR
Rondale Moore,2.8,38.3,0.3,0.5,3.1,0.0,0.1,8.3,MIN,2,2021,WR,6.0,7.0,8.0,114.0,16.3,77.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,24.4,24.4,0.7%,MIN,WR
Allen Lazard,2.8,38.4,0.2,0.1,0.8,0.0,0.0,8.2,NYJ,2,2021,WR,,,,,,,,,,,,,,,,,,
Amon-Ra St. Brown,3.2,39.7,0.2,0.0,0.2,0.0,0.0,8.2,DET,2,2021,WR,72.0,3.0,5.0,18.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.8,4.8,99.6%,DET,WR
Cedrick Wilson Jr.,3.0,38.0,0.2,0.0,0.1,0.0,0.0,7.9,NO,2,2021,WR,76.0,2.0,2.0,20.0,10.0,16.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,4.5,4.5,1.1%,NO,WR
Donovan Peoples-Jones,2.4,35.6,0.3,0.0,0.0,0.0,0.0,7.5,NO,2,2021,WR,115.0,1.0,1.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.4,0.0%,NO,WR
Brandon Aiyuk,2.4,32.7,0.2,0.7,4.1,0.0,0.0,7.5,SF,2,2021,WR,108.0,1.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.6,55.5%,SF,WR
Juwan Johnson,2.8,21.3,0.4,0.0,0.0,0.0,0.0,7.3,NO,2,2021,WR,,,,,,,,,,,,,,,,,,
Terrace Marshall Jr.,2.6,35.0,0.2,0.0,0.2,0.0,0.0,7.2,PHI,2,2021,WR,74.0,3.0,3.0,17.0,5.7,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.7,4.7,0.6%,PHI,WR
Kalif Raymond,2.5,35.8,0.1,0.2,0.8,0.0,0.0,6.9,DET,2,2021,WR,83.0,2.0,2.0,18.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8,3.8,0.9%,DET,WR
Dyami Brown,2.6,32.4,0.2,0.0,0.2,0.0,0.0,6.8,JAC,2,2021,WR,65.0,3.0,6.0,34.0,11.3,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.4,6.4,7.6%,JAC,WR
Nico Collins,2.5,31.5,0.2,0.0,0.2,0.0,0.0,6.6,HOU,2,2021,WR,78.0,1.0,1.0,32.0,32.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.2,4.2,99.5%,HOU,WR
K.J. Osborn,2.6,32.1,0.1,0.0,0.3,0.0,0.0,6.5,WAS,2,2021,WR,15.0,5.0,6.0,91.0,18.2,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,20.1,20.1,1.4%,WAS,WR
Quintez Cephus,2.3,30.9,0.2,0.0,0.0,0.0,0.0,6.3,HOU,2,2021,WR,24.0,4.0,7.0,63.0,15.8,46.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,16.3,16.3,0.0%,HOU,WR
Demarcus Robinson,2.4,27.9,0.2,0.0,0.0,0.0,0.0,6.2,SF,2,2021,WR,38.0,3.0,4.0,46.0,15.3,33.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,13.6,13.6,2.8%,SF,WR
Trent Sherfield Sr.,2.2,26.9,0.2,0.0,0.1,0.0,0.0,6.0,DEN,2,2021,WR,103.0,1.0,3.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,1.9,0.1%,DEN,WR
Kendrick Bourne,2.2,26.9,0.2,0.0,0.0,0.0,0.0,5.9,NE,2,2021,WR,75.0,2.0,3.0,10.0,5.0,7.0,0.0,0.0,1.0,16.0,0.0,0.0,1.0,4.6,4.6,1.4%,NE,WR
Quez Watkins,2.1,26.6,0.1,0.0,0.1,0.0,0.0,5.5,ARI,2,2021,WR,37.0,2.0,2.0,117.0,58.5,91.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,13.7,13.7,0.0%,ARI,WR
Braxton Berrios,2.2,24.4,0.1,0.1,0.8,0.0,0.0,5.5,HOU,2,2021,WR,35.0,7.0,11.0,73.0,10.4,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3,14.3,0.6%,HOU,WR
Devin Duvernay,1.7,19.9,0.1,0.1,0.8,0.0,0.0,4.5,CHI,2,2021,WR,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6%,CHI,WR
Josh Reynolds,1.6,19.7,0.1,0.0,0.3,0.0,0.0,4.4,NYJ,2,2021,WR,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.6%,NYJ,WR
Michael Strachan,1.5,18.0,0.1,0.1,0.3,0.0,0.0,4.0,WAS,2,2021,WR,118.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,WAS,WR
Lil'Jordan Humphrey,1.1,13.8,0.1,0.1,0.8,0.0,0.0,3.1,NYG,2,2021,WR,84.0,1.0,2.0,27.0,27.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7,3.7,0.7%,NYG,WR
Olamide Zaccheaus,1.2,14.9,0.1,0.0,0.1,0.0,0.0,3.0,CHI,2,2021,WR,79.0,2.0,4.0,22.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.2,4.2,0.9%,CHI,WR
Laquon Treadwell,0.9,12.9,0.1,0.0,0.1,0.0,0.0,2.7,IND,2,2021,WR,139.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,IND,WR
Tutu Atwell,0.8,11.2,0.0,0.0,0.3,0.0,0.0,2.2,LAR,2,2021,WR,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.5%,LAR,WR
Scotty Miller,0.7,9.6,0.0,0.1,0.6,0.0,0.0,2.0,PIT,2,2021,WR,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,PIT,WR
Noah Brown,0.7,8.8,0.1,0.0,0.2,0.0,0.0,1.9,WAS,2,2021,WR,,,,,,,,,,,,,,,,,,
Ashton Dulin,0.7,8.7,0.0,0.0,0.2,0.0,0.0,1.8,IND,2,2021,WR,98.0,1.0,2.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.1%,IND,WR
Joshua Palmer,0.7,8.9,0.0,0.1,0.3,0.0,0.0,1.8,BUF,2,2021,WR,82.0,2.0,2.0,21.0,10.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.1,4.1,16.9%,BUF,WR
Nick Westbrook-Ikhine,0.6,6.5,0.1,0.0,0.0,0.0,0.0,1.5,MIA,2,2021,WR,107.0,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.6,2.9%,MIA,WR
Tylan Wallace,0.5,6.8,0.0,0.0,0.3,0.0,0.0,1.5,BAL,2,2021,WR,,,,,,,,,,,,,,,,,,
Zay Jones,0.5,6.4,0.0,0.0,0.0,0.0,0.0,1.3,ARI,2,2021,WR,,,,,,,,,,,,,,,,,,
Jauan Jennings,0.4,5.5,0.0,0.0,0.2,0.0,0.0,1.2,SF,2,2021,WR,51.0,2.0,2.0,17.0,8.5,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.7,9.7,79.8%,SF,WR
Tom Kennedy,0.4,5.8,0.0,0.0,0.1,0.0,0.0,1.2,DET,2,2021,WR,,,,,,,,,,,,,,,,,,
Jamal Agnew,0.4,5.0,0.0,0.1,0.9,0.0,0.0,1.1,ATL,2,2021,WR,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0%,ATL,WR
Simi Fehoko,0.3,4.2,0.0,0.0,0.1,0.0,0.0,0.9,ARI,2,2021,WR,,,,,,,,,,,,,,,,,,
KhaDarel Hodge,0.4,4.8,0.0,0.0,0.0,0.0,0.0,0.9,ATL,2,2021,WR,,,,,,,,,,,,,,,,,,
Malik Taylor,0.3,4.4,0.0,0.1,0.5,0.0,0.0,0.9,DET,2,2021,WR,,,,,,,,,,,,,,,,,,
Tyler Johnson,0.2,3.6,0.0,0.0,0.0,0.0,0.0,0.7,NYJ,2,2021,WR,110.0,1.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,1.1%,NYJ,WR
James Proche II,0.3,3.5,0.0,0.0,0.1,0.0,0.0,0.7,TEN,2,2021,WR,,,,,,,,,,,,,,,,,,
DeAndre Carter,0.3,3.2,0.0,0.0,0.2,0.0,0.0,0.7,CLE,2,2021,WR,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.2,0.2,0.0%,CLE,WR
Ihmir Smith-Marsette,0.2,2.9,0.0,0.0,0.1,0.0,0.0,0.6,NYG,2,2021,WR,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6%,NYG,WR
Gunner Olszewski,0.2,2.6,0.0,0.1,0.4,0.0,0.0,0.6,NYG,2,2021,WR,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,NYG,WR
Ray-Ray McCloud III,0.2,2.1,0.0,0.0,0.4,0.0,0.0,0.5,ATL,2,2021,WR,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.8%,ATL,WR
Mack Hollins,0.1,2.5,0.0,0.0,0.0,0.0,0.0,0.4,NE,2,2021,WR,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7%,NE,WR
Steven Sims Jr.,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1,SEA,2,2021,WR,,,,,,,,,,,,,,,,,,
Dante Pettis,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,NO,2,2021,WR,,,,,,,,,,,,,,,,,,
Anthony Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,2,2021,WR,,,,,,,,,,,,,,,,,,
Dee Eskridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,2,2021,WR,,,,,,,,,,,,,,,,,,
Phillip Dorsett II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,2,2021,WR,,,,,,,,,,,,,,,,,,
Davante Adams,7.5,95.9,0.7,0.0,0.0,0.0,0.1,21.5,LAR,3,2021,WR,2.0,12.0,18.0,132.0,11.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,31.2,31.2,96.5%,LAR,WR
Tyreek Hill,6.2,88.9,0.8,0.9,5.9,0.0,0.1,20.6,MIA,3,2021,WR,49.0,5.0,7.0,56.0,11.2,18.0,0.0,0.0,1.0,11.0,0.0,1.0,1.0,9.7,9.7,98.3%,MIA,WR
Stefon Diggs,6.8,87.5,0.7,0.2,0.9,0.0,0.1,19.7,NE,3,2021,WR,37.0,6.0,10.0,62.0,10.3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.2,12.2,83.8%,NE,WR
Cooper Kupp,6.7,83.9,0.7,0.3,1.2,0.0,0.1,19.5,SEA,3,2021,WR,3.0,9.0,12.0,96.0,10.7,22.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,30.6,30.6,83.1%,SEA,WR
Tyler Lockett,6.4,84.9,0.8,0.2,0.9,0.0,0.1,19.4,TEN,3,2021,WR,62.0,4.0,4.0,31.0,7.8,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.1,7.1,10.4%,TEN,WR
DeAndre Hopkins,6.5,82.5,0.8,0.0,0.1,0.0,0.1,19.4,BAL,3,2021,WR,76.0,3.0,6.0,21.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.1,5.1,16.5%,BAL,WR
Keenan Allen,7.1,85.1,0.6,0.2,1.0,0.0,0.1,19.2,LAC,3,2021,WR,14.0,8.0,12.0,50.0,6.3,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,19.0,19.0,39.0%,LAC,WR
