Player,RECEIVING_REC_proj,RECEIVING_YDS_proj,RECEIVING_TDS,RUSHING_ATT_proj,RUSHING_YDS_proj,RUSHING_TDS,MISC_FL_proj,FPTS_proj,Team_proj,Week,Year,Position_proj,Unnamed: 0_level_0_Rank,RECEIVING_REC_actual,RECEIVING_TGT,RECEIVING_YDS_actual,RECEIVING_Y/R,RECEIVING_LG,RECEIVING_20+,RECEIVING_TD,RUSHING_ATT_actual,RUSHING_YDS_actual,RUSHING_TD,MISC_FL_actual,MISC_G,FPTS_actual,MISC_FPTS/G,MISC_ROST,Team_actual,Position_actual
Wan'Dale Robinson,2.5,26.5,0.1,0.3,1.3,0.0,0.0,6.1,NYG,4,2023,WR,41.0,5.0,6.0,40.0,8.0,12.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,9.7,9.7,19.8%,NYG,WR
Braxton Berrios,2.3,26.7,0.2,0.0,0.1,0.0,0.0,6.1,HOU,4,2023,WR,13.0,6.0,6.0,43.0,7.2,15.0,0.0,1.0,1.0,11.0,0.0,0.0,1.0,17.4,17.4,0.6%,HOU,WR
Hunter Renfrow,2.3,24.1,0.2,0.0,0.4,0.0,0.0,5.7,CAR,4,2023,WR,88.0,2.0,4.0,12.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,3.2,1.9%,CAR,WR
Laviska Shenault Jr.,1.7,18.6,0.1,1.5,8.3,0.1,0.0,5.3,BUF,4,2023,WR,92.0,1.0,1.0,12.0,12.0,12.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,2.9,2.9,0.1%,BUF,WR
Tyler Scott,1.8,21.7,0.2,0.0,0.2,0.0,0.0,4.8,CHI,4,2023,WR,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,0.0,1.0,1.9,1.9,0.9%,CHI,WR
Justin Watson,1.6,22.6,0.1,0.0,0.0,0.0,0.0,4.7,HOU,4,2023,WR,116.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,1.0%,HOU,WR
Brandon Johnson,1.6,21.9,0.2,0.0,0.0,0.0,0.0,4.7,PIT,4,2023,WR,51.0,1.0,1.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.4,7.4,1.0%,PIT,WR
Trey Palmer,1.8,20.8,0.1,0.0,0.1,0.0,0.0,4.5,TB,4,2023,WR,48.0,2.0,3.0,6.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.6,8.6,0.6%,TB,WR
Devin Duvernay,1.8,18.8,0.1,0.0,1.7,0.0,0.0,4.5,CHI,4,2023,WR,93.0,2.0,2.0,8.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8,2.8,0.6%,CHI,WR
Tim Jones,1.6,19.0,0.1,0.0,0.0,0.0,0.0,4.1,MIN,4,2023,WR,123.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.9,0.0%,MIN,WR
DeMario Douglas,1.5,18.9,0.1,0.0,0.1,0.0,0.0,4.0,NE,4,2023,WR,58.0,2.0,3.0,45.0,22.5,42.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5,6.5,17.5%,NE,WR
Dontayvion Wicks,1.3,18.1,0.1,0.0,0.1,0.0,0.0,3.8,GB,4,2023,WR,136.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.4%,GB,WR
Ronnie Bell,1.4,16.1,0.1,0.0,0.1,0.0,0.0,3.6,DET,4,2023,WR,111.0,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,1.7,0.1%,DET,WR
Olamide Zaccheaus,1.3,16.8,0.1,0.0,0.1,0.0,0.0,3.6,CHI,4,2023,WR,104.0,1.0,2.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1,2.1,0.9%,CHI,WR
Ben Skowronek,1.3,15.0,0.1,0.1,1.0,0.0,0.0,3.4,PIT,4,2023,WR,,,,,,,,,,,,,,,,,,
Equanimeous St. Brown,0.9,12.8,0.1,0.0,0.4,0.0,0.0,2.6,SF,4,2023,WR,89.0,1.0,1.0,21.0,21.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1,3.1,0.1%,SF,WR
Derius Davis,0.8,9.5,0.1,0.4,1.8,0.0,0.0,2.5,LAC,4,2023,WR,46.0,2.0,2.0,16.0,8.0,11.0,0.0,0.0,3.0,51.0,0.0,0.0,1.0,8.7,8.7,0.6%,LAC,WR
Robbie Chosen,0.9,11.5,0.1,0.0,0.0,0.0,0.0,2.5,SF,4,2023,WR,154.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,SF,WR
John Metchie III,0.9,11.6,0.1,0.0,0.2,0.0,0.0,2.5,HOU,4,2023,WR,87.0,1.0,2.0,22.0,22.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,3.2,0.9%,HOU,WR
Trent Sherfield Sr.,0.9,11.3,0.1,0.0,0.0,0.0,0.0,2.4,DEN,4,2023,WR,85.0,2.0,3.0,18.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8,3.8,0.1%,DEN,WR
DeAndre Carter,0.9,11.0,0.1,0.0,0.3,0.0,0.0,2.4,CLE,4,2023,WR,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,CLE,WR
Dyami Brown,0.8,11.0,0.0,0.1,0.7,0.0,0.0,2.2,JAC,4,2023,WR,53.0,2.0,3.0,51.0,25.5,35.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.1,7.1,7.6%,JAC,WR
Jalin Hyatt,0.8,10.1,0.1,0.0,0.1,0.0,0.0,2.1,NYG,4,2023,WR,90.0,2.0,2.0,10.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.4%,NYG,WR
Khalil Shakir,0.8,9.9,0.1,0.0,0.0,0.0,0.0,2.1,BUF,4,2023,WR,138.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,78.0%,BUF,WR
Jacob Harris,0.9,9.4,0.1,0.0,0.0,0.0,0.0,2.1,TB,4,2023,WR,,,,,,,,,,,,,,,,,,
Mason Kinsey,0.8,9.4,0.0,0.0,0.2,0.0,0.0,2.0,TEN,4,2023,WR,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,TEN,WR
Samori Toure,0.7,9.2,0.1,0.0,0.0,0.0,0.0,1.9,CHI,4,2023,WR,77.0,1.0,1.0,35.0,35.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,0.0%,CHI,WR
Parker Washington,0.7,7.6,0.0,0.0,0.3,0.0,0.0,1.7,JAC,4,2023,WR,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.6%,JAC,WR
Jake Bobo,0.7,7.8,0.0,0.0,0.1,0.0,0.0,1.7,SEA,4,2023,WR,145.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0%,SEA,WR
Mecole Hardman Jr.,0.6,7.4,0.0,0.0,1.1,0.0,0.0,1.7,GB,4,2023,WR,,,,,,,,,,,,,,,,,,
Simi Fehoko,0.5,6.4,0.1,0.0,0.0,0.0,0.0,1.5,ARI,4,2023,WR,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0%,ARI,WR
Ray-Ray McCloud III,0.6,6.4,0.0,0.0,0.4,0.0,0.0,1.4,ATL,4,2023,WR,79.0,2.0,2.0,22.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.2,4.2,2.8%,ATL,WR
KaVontae Turpin,0.3,4.4,0.0,0.5,2.8,0.0,0.0,1.3,DAL,4,2023,WR,61.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,1.0,46.0,0.0,0.0,1.0,6.1,6.1,3.1%,DAL,WR
Zach Pascal,0.5,5.8,0.0,0.0,0.0,0.0,0.0,1.3,NYG,4,2023,WR,81.0,3.0,4.0,10.0,3.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0%,NYG,WR
KhaDarel Hodge,0.4,5.5,0.0,0.0,0.0,0.0,0.0,1.1,ATL,4,2023,WR,82.0,2.0,2.0,19.0,9.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.9,3.9,0.7%,ATL,WR
Tre Tucker,0.4,4.4,0.0,0.1,1.0,0.0,0.0,1.1,LV,4,2023,WR,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.9%,LV,WR
Keith Kirkwood,0.4,5.1,0.0,0.0,0.0,0.0,0.0,1.1,BAL,4,2023,WR,,,,,,,,,,,,,,,,,,
Andrei Iosivas,0.4,4.7,0.0,0.0,0.2,0.0,0.0,1.0,CIN,4,2023,WR,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.5%,CIN,WR
Rakim Jarrett,0.4,4.4,0.0,0.1,0.6,0.0,0.0,1.0,TB,4,2023,WR,120.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,1.3,1.9%,TB,WR
Miles Boykin,0.4,4.5,0.0,0.0,0.0,0.0,0.0,0.9,CHI,4,2023,WR,,,,,,,,,,,,,,,,,,
Trenton Irwin,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.9,JAC,4,2023,WR,96.0,1.0,1.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.7,2.7,0.0%,JAC,WR
Velus Jones Jr.,0.2,3.1,0.0,0.2,2.5,0.0,0.0,0.9,NO,4,2023,WR,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0%,NO,WR
Greg Dortch,0.3,3.5,0.0,0.1,1.1,0.0,0.0,0.9,ARI,4,2023,WR,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.8%,ARI,WR
Lil'Jordan Humphrey,0.3,3.7,0.0,0.0,0.0,0.0,0.0,0.8,NYG,4,2023,WR,103.0,1.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1,2.1,0.7%,NYG,WR
David Bell,0.3,4.3,0.0,0.0,0.0,0.0,0.0,0.8,CLE,4,2023,WR,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,CLE,WR
Trent Taylor,0.3,4.2,0.0,0.0,0.1,0.0,0.0,0.8,SF,4,2023,WR,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,SF,WR
Sterling Shepard,0.3,3.9,0.0,0.0,0.1,0.0,0.0,0.8,TB,4,2023,WR,114.0,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.6,1.0%,TB,WR
Jalen Tolbert,0.2,3.8,0.0,0.0,0.0,0.0,0.0,0.7,DAL,4,2023,WR,44.0,4.0,4.0,53.0,13.3,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.3,9.3,4.6%,DAL,WR
Dez Fitzpatrick,0.3,3.4,0.0,0.0,0.1,0.0,0.0,0.7,LAC,4,2023,WR,,,,,,,,,,,,,,,,,,
Demarcus Robinson,0.3,3.1,0.0,0.0,0.0,0.0,0.0,0.7,SF,4,2023,WR,,,,,,,,,,,,,,,,,,
Xavier Gipson,0.2,3.4,0.0,0.0,0.2,0.0,0.0,0.7,NYJ,4,2023,WR,97.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,2.0,13.0,0.0,0.0,1.0,2.7,2.7,0.6%,NYJ,WR
Laquon Treadwell,0.2,2.7,0.0,0.0,0.0,0.0,0.0,0.6,IND,4,2023,WR,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,IND,WR
Cedrick Wilson Jr.,0.2,2.8,0.0,0.0,0.0,0.0,0.0,0.6,NO,4,2023,WR,98.0,1.0,2.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6,2.6,1.1%,NO,WR
Xavier Hutchinson,0.2,2.7,0.0,0.0,0.1,0.0,0.0,0.6,HOU,4,2023,WR,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6%,HOU,WR
Cedric Tillman,0.2,2.7,0.0,0.0,0.2,0.0,0.0,0.5,CLE,4,2023,WR,117.0,1.0,3.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,24.5%,CLE,WR
Lawrence Cager,0.2,2.2,0.0,0.0,0.0,0.0,0.0,0.5,WAS,4,2023,WR,,,,,,,,,,,,,,,,,,
Ihmir Smith-Marsette,0.1,2.2,0.0,0.0,0.2,0.0,0.0,0.4,NYG,4,2023,WR,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6%,NYG,WR
Scotty Miller,0.1,2.3,0.0,0.0,0.0,0.0,0.0,0.4,PIT,4,2023,WR,,,,,,,,,,,,,,,,,,
Montrell Washington,0.1,1.7,0.0,0.0,0.3,0.0,0.0,0.3,NYG,4,2023,WR,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,NYG,WR
Austin Trammell,0.1,1.1,0.0,0.0,0.1,0.0,0.0,0.2,JAC,4,2023,WR,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,JAC,WR
Britain Covey,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.1,LAR,4,2023,WR,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,LAR,WR
Dareke Young,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,4,2023,WR,,,,,,,,,,,,,,,,,,
Phillip Dorsett II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,4,2023,WR,,,,,,,,,,,,,,,,,,
Dee Eskridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,4,2023,WR,,,,,,,,,,,,,,,,,,
Irvin Charles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,4,2023,WR,,,,,,,,,,,,,,,,,,
Tylan Wallace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,4,2023,WR,,,,,,,,,,,,,,,,,,
David Moore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,4,2023,WR,,,,,,,,,,,,,,,,,,
Anthony Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,4,2023,WR,,,,,,,,,,,,,,,,,,
Steven Sims Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,4,2023,WR,,,,,,,,,,,,,,,,,,
Tom Kennedy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,4,2023,WR,,,,,,,,,,,,,,,,,,
Jalen Reagor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,4,2023,WR,,,,,,,,,,,,,,,,,,
KJ Hamler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,4,2023,WR,,,,,,,,,,,,,,,,,,
Tyler Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,4,2023,WR,,,,,,,,,,,,,,,,,,
Quintez Cephus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,4,2023,WR,,,,,,,,,,,,,,,,,,
Collin Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,4,2023,WR,,,,,,,,,,,,,,,,,,
James Proche II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,4,2023,WR,,,,,,,,,,,,,,,,,,
Marquez Callaway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,4,2023,WR,,,,,,,,,,,,,,,,,,
Malik Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,4,2023,WR,,,,,,,,,,,,,,,,,,
Trishton Jackson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,4,2023,WR,,,,,,,,,,,,,,,,,,
Alex Bachman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,4,2023,WR,,,,,,,,,,,,,,,,,,
Seth Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,4,2023,WR,,,,,,,,,,,,,,,,,,
Michael Strachan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,4,2023,WR,,,,,,,,,,,,,,,,,,
Cody White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,4,2023,WR,,,,,,,,,,,,,,,,,,
Michael Bandy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,4,2023,WR,,,,,,,,,,,,,,,,,,
Tarik Black,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,4,2023,WR,,,,,,,,,,,,,,,,,,
D.J. Montgomery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,4,2023,WR,,,,,,,,,,,,,,,,,,
David Sills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,4,2023,WR,,,,,,,,,,,,,,,,,,
Bo Melton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,4,2023,WR,,,,,,,,,,,,,,,,,,
Brandon Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,4,2023,WR,,,,,,,,,,,,,,,,,,
Lance McCutcheon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,4,2023,WR,,,,,,,,,,,,,,,,,,
Kendric Pryor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,4,2023,WR,,,,,,,,,,,,,,,,,,
Andre Baccellia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,4,2023,WR,,,,,,,,,,,,,,,,,,
Dennis Houston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,4,2023,WR,,,,,,,,,,,,,,,,,,
Tay Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,4,2023,WR,,,,,,,,,,,,,,,,,,
Johnny Johnson III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,4,2023,WR,,,,,,,,,,,,,,,,,,
Braylon Sanders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,4,2023,WR,,,,,,,,,,,,,,,,,,
Maurice Alexander,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,4,2023,WR,,,,,,,,,,,,,,,,,,
Justin Jefferson,7.6,103.7,0.6,0.0,0.1,0.0,0.0,21.8,MIN,5,2023,WR,59.0,3.0,6.0,28.0,9.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.8,5.8,99.5%,MIN,WR
Tyreek Hill,6.8,98.7,0.7,0.3,2.1,0.0,0.0,21.4,MIA,5,2023,WR,3.0,8.0,9.0,181.0,22.6,69.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,32.1,32.1,98.3%,MIA,WR
Davante Adams,6.8,93.9,0.6,0.0,0.3,0.0,0.0,19.7,LAR,5,2023,WR,45.0,4.0,4.0,45.0,11.3,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.5,8.5,96.5%,LAR,WR
Ja'Marr Chase,7.2,89.1,0.6,0.2,1.0,0.0,0.0,19.7,CIN,5,2023,WR,1.0,15.0,19.0,192.0,12.8,63.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,52.2,52.2,99.6%,CIN,WR
Stefon Diggs,6.8,85.2,0.6,0.0,0.0,0.0,0.0,18.6,NE,5,2023,WR,6.0,8.0,11.0,121.0,15.1,48.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,24.1,24.1,83.8%,NE,WR
A.J. Brown,5.8,87.0,0.5,0.0,0.0,0.0,0.0,17.6,PHI,5,2023,WR,13.0,6.0,8.0,127.0,21.2,38.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,18.7,18.7,99.3%,PHI,WR
CeeDee Lamb,6.3,79.0,0.4,0.3,1.9,0.0,0.0,16.9,DAL,5,2023,WR,42.0,4.0,5.0,49.0,12.3,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.9,8.9,99.4%,DAL,WR
Puka Nacua,6.0,75.7,0.4,0.2,1.4,0.0,0.0,15.9,LAR,5,2023,WR,11.0,7.0,11.0,71.0,10.1,22.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,20.1,20.1,99.4%,LAR,WR
Deebo Samuel Sr.,4.6,65.3,0.3,2.5,15.2,0.1,0.1,15.2,WAS,5,2023,WR,27.0,3.0,3.0,55.0,18.3,42.0,1.0,0.0,5.0,30.0,0.0,0.0,1.0,11.5,11.5,83.6%,WAS,WR
Chris Olave,5.5,73.8,0.3,0.0,0.0,0.0,0.0,14.9,NO,5,2023,WR,41.0,2.0,5.0,12.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.2,9.2,85.3%,NO,WR
Garrett Wilson,5.0,68.5,0.5,0.0,0.1,0.0,0.0,14.6,NYJ,5,2023,WR,46.0,3.0,7.0,54.0,18.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.4,8.4,96.9%,NYJ,WR
DeVonta Smith,5.2,68.0,0.4,0.0,0.1,0.0,0.0,14.4,PHI,5,2023,WR,99.0,1.0,5.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.6,93.3%,PHI,WR
DeAndre Hopkins,5.3,66.9,0.4,0.0,0.0,0.0,0.0,14.3,BAL,5,2023,WR,7.0,8.0,11.0,140.0,17.5,36.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,22.0,16.5%,BAL,WR
Nico Collins,4.9,69.5,0.4,0.0,0.0,0.0,0.0,14.2,HOU,5,2023,WR,54.0,3.0,4.0,39.0,13.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.9,6.9,99.5%,HOU,WR
Brandon Aiyuk,5.0,70.7,0.3,0.0,0.0,0.0,0.1,14.0,SF,5,2023,WR,37.0,4.0,7.0,58.0,14.5,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.8,9.8,55.5%,SF,WR
Christian Kirk,5.6,63.8,0.3,0.0,0.3,0.0,0.0,13.9,HOU,5,2023,WR,21.0,6.0,8.0,78.0,13.0,30.0,2.0,0.0,1.0,6.0,0.0,0.0,1.0,14.4,14.4,30.0%,HOU,WR
Jaylen Waddle,4.5,67.9,0.4,0.1,1.2,0.0,0.0,13.8,MIA,5,2023,WR,20.0,5.0,10.0,35.0,7.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.5,14.5,89.3%,MIA,WR
Terry McLaurin,4.7,67.7,0.4,0.0,0.2,0.0,0.0,13.7,WAS,5,2023,WR,44.0,4.0,5.0,49.0,12.3,32.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.9,8.9,96.8%,WAS,WR
Michael Pittman Jr.,5.2,63.5,0.3,0.0,0.3,0.0,0.0,13.6,IND,5,2023,WR,33.0,5.0,7.0,52.0,10.4,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.2,10.2,65.1%,IND,WR
Marquise Brown,5.2,60.3,0.4,0.1,0.6,0.0,0.0,13.6,KC,5,2023,WR,17.0,4.0,10.0,61.0,15.3,25.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,16.1,16.1,35.7%,KC,WR
DJ Moore,4.4,64.6,0.4,0.0,0.3,0.0,0.0,13.3,CHI,5,2023,WR,2.0,8.0,10.0,230.0,28.8,58.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,49.0,49.0,93.8%,CHI,WR
Calvin Ridley,4.8,61.3,0.4,0.0,0.0,0.0,0.0,13.3,TEN,5,2023,WR,9.0,7.0,8.0,122.0,17.4,32.0,2.0,0.0,2.0,14.0,0.0,0.0,1.0,20.6,20.6,87.8%,TEN,WR
Jakobi Meyers,5.0,59.7,0.3,0.0,0.3,0.0,0.0,13.0,LV,5,2023,WR,10.0,7.0,10.0,75.0,10.7,18.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,20.5,20.5,82.3%,LV,WR
Adam Thielen,5.2,58.2,0.3,0.1,0.5,0.0,0.0,12.9,CAR,5,2023,WR,4.0,11.0,13.0,107.0,9.7,30.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,27.7,27.7,35.8%,CAR,WR
Zay Flowers,4.9,57.2,0.3,0.8,4.0,0.0,0.0,12.8,BAL,5,2023,WR,25.0,5.0,11.0,73.0,14.6,29.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,12.3,12.3,93.7%,BAL,WR
George Pickens,4.5,62.8,0.3,0.0,0.2,0.0,0.0,12.5,DAL,5,2023,WR,5.0,6.0,10.0,130.0,21.7,41.0,4.0,1.0,1.0,16.0,0.0,0.0,1.0,26.6,26.6,91.6%,DAL,WR
Christian Watson,4.2,56.7,0.4,0.3,2.4,0.0,0.0,12.3,GB,5,2023,WR,26.0,3.0,7.0,91.0,30.3,77.0,1.0,0.0,1.0,-5.0,0.0,0.0,1.0,11.6,11.6,7.6%,GB,WR
Romeo Doubs,4.5,55.8,0.4,0.0,0.0,0.0,0.0,12.2,GB,5,2023,WR,100.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,1.4,18.0%,GB,WR
Courtland Sutton,4.3,54.1,0.4,0.0,0.0,0.0,0.0,11.9,DEN,5,2023,WR,81.0,1.0,3.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3,2.3,92.0%,DEN,WR
Tank Dell,3.8,50.4,0.3,0.2,1.0,0.0,0.0,10.6,HOU,5,2023,WR,47.0,3.0,4.0,57.0,19.0,29.0,2.0,0.0,2.0,-4.0,0.0,0.0,1.0,8.3,8.3,5.0%,HOU,WR
Josh Reynolds,3.4,47.1,0.4,0.0,0.0,0.0,0.0,10.2,NYJ,5,2023,WR,16.0,4.0,5.0,76.0,19.0,27.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,17.6,17.6,2.6%,NYJ,WR
Robert Woods,4.1,46.2,0.2,0.0,0.1,0.0,0.0,10.2,PIT,5,2023,WR,58.0,3.0,9.0,30.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.9%,PIT,WR
