Unnamed: 0_level_0_Rank,Player,RECEIVING_REC,RECEIVING_TGT,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_LG,RECEIVING_20+,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_G,FPTS,MISC_FPTS/G,MISC_ROST,Team,Week,Year,Position
29,Cade Otton,2,2,44,22.0,22,2,0,0,0,0,0,1,6.4,6.4,21.1%,TB,15,2023,te
30,Tyler Conklin,4,7,18,4.5,10,0,0,0,0,0,0,1,5.8,5.8,5.7%,LAC,15,2023,te
31,Noah Gray,2,2,37,18.5,32,1,0,0,0,0,0,1,5.7,5.7,6.9%,KC,15,2023,te
32,Tommy Tremble,2,2,32,16.0,19,0,0,0,0,0,0,1,5.2,5.2,0.6%,CAR,15,2023,te
33,Pat Freiermuth,3,4,16,5.3,6,0,0,0,0,0,0,1,4.6,4.6,23.9%,PIT,15,2023,te
34,Noah Fant,3,5,16,5.3,6,0,0,0,0,0,0,1,4.6,4.6,6.4%,CIN,15,2023,te
35,Stone Smartt,3,3,15,5.0,6,0,0,0,0,0,0,1,4.5,4.5,1.5%,NYJ,15,2023,te
36,Foster Moreau,3,5,13,4.3,8,0,0,0,0,0,0,1,4.3,4.3,0.9%,NO,15,2023,te
37,Mitchell Wilcox,2,2,20,10.0,10,0,0,0,0,0,0,1,4.0,4.0,0.0%,MIA,15,2023,te
38,Irv Smith Jr.,2,3,18,9.0,14,0,0,0,0,0,0,1,3.8,3.8,0.0%,HOU,15,2023,te
39,Luke Farrell,1,1,28,28.0,28,1,0,0,0,0,0,1,3.8,3.8,0.6%,SF,15,2023,te
40,Jeremy Ruckert,2,2,16,8.0,9,0,0,0,0,0,0,1,3.6,3.6,0.7%,NYJ,15,2023,te
41,Geoff Swaim,1,1,26,26.0,26,1,0,0,0,0,0,1,3.6,3.6,0.0%,FA,15,2023,te
42,Adam Trautman,1,3,24,24.0,24,1,0,0,0,0,0,1,3.4,3.4,0.7%,DEN,15,2023,te
43,Josh Oliver,2,2,14,7.0,12,0,0,0,0,0,0,1,3.4,3.4,1.1%,MIN,15,2023,te
44,Daniel Bellinger,2,2,13,6.5,8,0,0,0,0,0,0,1,3.3,3.3,1.1%,NYG,15,2023,te
45,Will Dissly,2,2,9,4.5,5,0,0,0,0,0,0,1,2.9,2.9,3.4%,LAC,15,2023,te
46,Lucas Krull,1,3,18,18.0,18,0,0,0,0,0,0,1,2.8,2.8,1.8%,DEN,15,2023,te
47,Charlie Kolar,1,1,15,15.0,15,0,0,0,0,0,0,1,2.5,2.5,0.1%,BAL,15,2023,te
48,Davis Allen,1,1,14,14.0,14,0,0,0,0,0,0,1,2.4,2.4,1.0%,LAR,15,2023,te
49,Brevin Jordan,1,1,14,14.0,14,0,0,0,0,0,0,1,2.4,2.4,0.6%,HOU,15,2023,te
50,Stephen Sullivan,1,1,14,14.0,14,0,0,0,0,0,0,1,2.4,2.4,0.0%,FA,15,2023,te
51,Tucker Fisk,1,1,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,1.0%,LAC,15,2023,te
52,Jordan Akins,1,1,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,1.0%,FA,15,2023,te
53,Mike Gesicki,1,2,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,19.3%,CIN,15,2023,te
54,Logan Thomas,1,3,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,FA,15,2023,te
55,Kylen Granson,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.7%,PHI,15,2023,te
56,Colby Parkinson,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,1.1%,LAR,15,2023,te
57,Taysom Hill,1,1,4,4.0,4,0,0,1,1,0,0,1,1.5,1.5,6.7%,NO,15,2023,te
58,Peyton Hendershot,1,1,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,15,2023,te
59,Pharaoh Brown,1,1,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,0.1%,MIA,15,2023,te
60,Johnny Mundt,1,1,3,3.0,3,0,0,0,0,0,0,1,1.3,1.3,0.1%,JAC,15,2023,te
61,Andrew Beck,1,1,-5,-5.0,0,0,0,0,0,0,0,1,0.5,0.5,0.0%,NYJ,15,2023,te
62,Kenny Yeboah,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,DET,15,2023,te
63,John Bates,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,WAS,15,2023,te
64,Darnell Washington,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.7%,PIT,15,2023,te
65,Lawrence Cager,1,1,9,9.0,9,0,0,0,0,0,0,1,0.0,0.0,0.0%,WAS,15,2023,te
66,Harrison Bryant,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,PHI,15,2023,te
67,Brady Russell,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,SEA,15,2023,te
68,Julian Hill,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,MIA,15,2023,te
69,Will Mallory,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,IND,15,2023,te
70,Brock Wright,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,DET,15,2023,te
71,Dalton Kincaid,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,77.9%,BUF,15,2023,te
72,Luke Schoonmaker,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.6%,DAL,15,2023,te
73,Brayden Willis,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,SF,15,2023,te
74,Ben Sims,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,GB,15,2023,te
75,Payne Durham,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,TB,15,2023,te
76,Connor Heyward,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,PIT,15,2023,te
77,Drew Ogletree,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,IND,15,2023,te
78,Rodney Williams,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,15,2023,te
79,Drew Sample,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,CIN,15,2023,te
80,Robert Tonyan,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,KC,15,2023,te
81,Dawson Knox,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.9%,BUF,15,2023,te
82,Jesper Horsted,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,15,2023,te
83,Blake Bell,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,15,2023,te
84,Tyler Kroft,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,15,2023,te
85,Stephen Anderson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,15,2023,te
86,Austin Hooper,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.4%,NE,15,2023,te
87,Tyler Ott,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,WAS,15,2023,te
1,George Kittle,7,10,126,18.0,58,2,0,0,0,0,0,1,19.6,19.6,99.2%,SF,16,2023,te
2,Chig Okonkwo,6,7,63,10.5,17,0,1,0,0,0,0,1,18.3,18.3,18.4%,TEN,16,2023,te
3,Evan Engram,10,15,95,9.5,14,0,0,0,0,0,1,1,17.5,17.5,88.0%,DEN,16,2023,te
4,David Njoku,6,9,44,7.3,21,1,1,0,0,0,0,1,16.4,16.4,90.6%,CLE,16,2023,te
5,Juwan Johnson,4,7,48,12.0,20,2,1,0,0,0,0,1,14.8,14.8,8.9%,NO,16,2023,te
6,Cole Kmet,4,5,107,26.8,53,3,0,0,0,0,0,1,14.7,14.7,10.3%,CHI,16,2023,te
7,Logan Thomas,5,6,36,7.2,15,0,1,0,0,0,0,1,14.6,14.6,0.0%,FA,16,2023,te
8,Dallas Goedert,7,9,71,10.1,21,1,0,0,0,0,0,1,14.1,14.1,76.9%,PHI,16,2023,te
9,Dalton Schultz,8,11,61,7.6,14,0,0,0,0,0,0,1,14.1,14.1,12.1%,HOU,16,2023,te
10,Kyle Pitts Sr.,3,4,49,16.3,24,1,1,0,0,0,0,1,13.9,13.9,63.1%,ATL,16,2023,te
11,Lucas Krull,4,5,28,7.0,9,0,1,0,0,0,0,1,12.8,12.8,1.8%,DEN,16,2023,te
12,Gerald Everett,7,8,42,6.0,15,0,0,0,0,0,0,1,11.2,11.2,1.4%,FA,16,2023,te
13,Kylen Granson,5,7,62,12.4,16,0,0,0,0,0,0,1,11.2,11.2,0.7%,PHI,16,2023,te
14,Colby Parkinson,3,4,17,5.7,7,0,1,0,0,0,0,1,10.7,10.7,1.1%,LAR,16,2023,te
15,Durham Smythe,5,5,56,11.2,21,1,0,0,0,0,0,1,10.6,10.6,0.6%,CHI,16,2023,te
16,Tucker Kraft,4,6,60,15.0,27,2,0,0,0,0,0,1,10.0,10.0,81.4%,GB,16,2023,te
17,Tommy Tremble,4,6,59,14.8,30,1,0,0,0,0,0,1,9.9,9.9,0.6%,CAR,16,2023,te
18,T.J. Hockenson,4,4,58,14.5,24,1,0,0,0,0,0,1,9.8,9.8,95.6%,MIN,16,2023,te
19,Mike Gesicki,2,2,15,7.5,11,0,1,0,0,0,0,1,9.5,9.5,19.3%,CIN,16,2023,te
20,Travis Kelce,5,7,44,8.8,24,1,0,0,0,0,0,1,9.4,9.4,96.2%,KC,16,2023,te
21,Trey McBride,6,8,31,5.2,10,0,0,0,0,0,0,1,9.1,9.1,99.2%,ARI,16,2023,te
22,Will Mallory,4,4,47,11.8,18,0,0,0,0,0,0,1,8.7,8.7,1.0%,IND,16,2023,te
23,Isaiah Likely,3,4,56,18.7,34,1,0,0,0,0,0,1,8.6,8.6,33.9%,BAL,16,2023,te
24,Andrew Beck,2,2,6,3.0,5,0,1,0,0,0,0,1,8.6,8.6,0.0%,NYJ,16,2023,te
25,Jake Ferguson,4,8,45,11.3,20,1,0,0,0,0,0,1,8.5,8.5,68.7%,DAL,16,2023,te
26,Daniel Bellinger,4,5,43,10.8,20,1,0,0,0,0,0,1,8.3,8.3,1.1%,NYG,16,2023,te
27,Tyler Conklin,4,7,36,9.0,13,0,0,1,0,0,0,1,7.6,7.6,5.7%,LAC,16,2023,te
28,Jonnu Smith,4,6,32,8.0,15,0,0,0,0,0,0,1,7.2,7.2,62.9%,PIT,16,2023,te
29,Marcedes Lewis,1,1,1,1.0,1,0,1,0,0,0,0,1,7.1,7.1,0.0%,FA,16,2023,te
30,Drew Sample,3,3,38,12.7,16,0,0,0,0,0,0,1,6.8,6.8,0.6%,CIN,16,2023,te
31,Tyler Higbee,3,3,30,10.0,22,1,0,0,0,0,0,1,6.0,6.0,8.1%,LAR,16,2023,te
32,Darren Waller,2,5,32,16.0,20,1,0,0,0,0,0,1,5.2,5.2,20.1%,MIA,16,2023,te
33,Stephen Sullivan,3,5,21,7.0,9,0,0,0,0,0,0,1,5.1,5.1,0.0%,FA,16,2023,te
34,Sam LaPorta,3,3,18,6.0,7,0,0,0,0,0,0,1,4.8,4.8,98.8%,DET,16,2023,te
35,Brevin Jordan,2,3,27,13.5,19,0,0,0,0,0,0,1,4.7,4.7,0.6%,HOU,16,2023,te
36,Dawson Knox,2,2,26,13.0,17,0,0,0,0,0,0,1,4.6,4.6,2.9%,BUF,16,2023,te
37,Pharaoh Brown,2,2,25,12.5,20,1,0,0,0,0,0,1,4.5,4.5,0.1%,MIA,16,2023,te
38,John Bates,3,5,14,4.7,11,0,0,0,0,0,0,1,4.4,4.4,0.6%,WAS,16,2023,te
39,Josh Oliver,1,2,33,33.0,33,1,0,0,0,0,0,1,4.3,4.3,1.1%,MIN,16,2023,te
40,Grant Calcaterra,2,2,21,10.5,12,0,0,0,0,0,0,1,4.1,4.1,1.1%,PHI,16,2023,te
41,Jordan Akins,2,2,18,9.0,13,0,0,0,0,0,0,1,3.8,3.8,1.0%,FA,16,2023,te
42,Elijah Higgins,2,3,17,8.5,12,0,0,0,0,0,0,1,3.7,3.7,0.9%,ARI,16,2023,te
43,Payne Durham,1,1,25,25.0,25,1,0,0,0,0,0,1,3.5,3.5,0.6%,TB,16,2023,te
44,Stone Smartt,1,1,23,23.0,23,1,0,0,0,0,0,1,3.3,3.3,1.5%,NYJ,16,2023,te
45,Austin Hooper,2,3,13,6.5,9,0,0,0,0,0,0,1,3.3,3.3,2.4%,NE,16,2023,te
46,Johnny Mundt,1,3,23,23.0,23,1,0,0,0,0,0,1,3.3,3.3,0.1%,JAC,16,2023,te
47,Charlie Kolar,1,1,17,17.0,17,0,0,0,0,0,0,1,2.7,2.7,0.1%,BAL,16,2023,te
48,Robert Tonyan,1,1,14,14.0,14,0,0,0,0,0,0,1,2.4,2.4,0.0%,KC,16,2023,te
49,Foster Moreau,1,2,13,13.0,13,0,0,0,0,0,0,1,2.3,2.3,0.9%,NO,16,2023,te
50,Darnell Washington,1,1,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,1.7%,PIT,16,2023,te
51,Dalton Kincaid,1,2,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,77.9%,BUF,16,2023,te
52,Cade Otton,1,1,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,21.1%,TB,16,2023,te
53,Mitchell Wilcox,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,MIA,16,2023,te
54,Harrison Bryant,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,PHI,16,2023,te
55,Will Dissly,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,3.4%,LAC,16,2023,te
56,Cole Fotheringham,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,1.1%,NE,16,2023,te
57,Tanner Hudson,1,2,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,1.2%,CIN,16,2023,te
58,Noah Gray,1,3,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,6.9%,KC,16,2023,te
59,Blake Bell,1,1,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,0.0%,FA,16,2023,te
60,Luke Schoonmaker,1,1,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,2.6%,DAL,16,2023,te
61,Taysom Hill,0,0,0,0.0,0,0,0,2,2,0,0,1,0.2,0.2,6.7%,NO,16,2023,te
62,Kenny Yeboah,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,DET,16,2023,te
63,Peyton Hendershot,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,16,2023,te
64,Luke Farrell,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,SF,16,2023,te
65,Josiah Deguara,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,ARI,16,2023,te
66,Adam Trautman,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,DEN,16,2023,te
67,Pat Freiermuth,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,23.9%,PIT,16,2023,te
68,Brady Russell,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,SEA,16,2023,te
69,Julian Hill,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,MIA,16,2023,te
70,Cole Turner,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,WAS,16,2023,te
71,Davis Allen,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,LAR,16,2023,te
72,Jeremy Ruckert,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,NYJ,16,2023,te
73,Brayden Willis,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,SF,16,2023,te
74,Ben Sims,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,GB,16,2023,te
75,Brenton Strange,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,24.2%,JAC,16,2023,te
76,Drew Ogletree,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,IND,16,2023,te
77,Ko Kieft,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,TB,16,2023,te
78,Connor Heyward,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,PIT,16,2023,te
79,Mo Alie-Cox,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,IND,16,2023,te
80,Noah Fant,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,6.4%,CIN,16,2023,te
81,Hayden Hurst,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.3%,FA,16,2023,te
82,Chris Manhertz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,NYG,16,2023,te
1,Juwan Johnson,8,12,90,11.3,32,1,1,0,0,0,0,1,23.0,23.0,8.9%,NO,17,2023,te
2,Isaiah Likely,2,3,42,21.0,35,1,2,0,0,0,0,1,18.2,18.2,33.9%,BAL,17,2023,te
3,David Njoku,6,8,134,22.3,43,3,0,0,0,0,1,1,17.4,17.4,90.6%,CLE,17,2023,te
4,Dallas Goedert,5,6,47,9.4,23,1,1,0,0,0,0,1,15.7,15.7,76.9%,PHI,17,2023,te
5,Sam LaPorta,7,12,84,12.0,25,1,0,0,0,0,0,1,15.4,15.4,98.8%,DET,17,2023,te
6,Johnny Mundt,4,7,39,9.8,14,0,1,0,0,0,0,1,13.9,13.9,0.1%,JAC,17,2023,te
7,Dalton Kincaid,4,7,87,21.8,51,1,0,0,0,0,0,1,12.7,12.7,77.9%,BUF,17,2023,te
8,Tyler Higbee,6,7,62,10.3,18,0,0,0,0,0,0,1,12.2,12.2,8.1%,LAR,17,2023,te
9,Evan Engram,6,6,60,10.0,22,1,0,0,0,0,0,1,12.0,12.0,88.0%,DEN,17,2023,te
10,Taysom Hill,2,2,30,15.0,22,1,1,2,1,0,0,1,11.5,11.5,6.7%,NO,17,2023,te
11,Noah Fant,5,6,59,11.8,21,1,0,0,0,0,0,1,10.9,10.9,6.4%,CIN,17,2023,te
12,Trey McBride,6,7,48,8.0,26,1,0,0,0,0,0,1,10.8,10.8,99.2%,ARI,17,2023,te
13,Tucker Kraft,6,6,48,8.0,13,0,0,0,0,0,0,1,10.8,10.8,81.4%,GB,17,2023,te
14,Darren Waller,5,6,51,10.2,18,0,0,0,0,0,0,1,10.1,10.1,20.1%,MIA,17,2023,te
15,Brevin Jordan,2,2,19,9.5,12,0,1,0,0,0,0,1,9.9,9.9,0.6%,HOU,17,2023,te
16,Tyler Conklin,5,5,45,9.0,20,1,0,0,0,0,0,1,9.5,9.5,5.7%,LAC,17,2023,te
17,Charlie Kolar,1,1,19,19.0,19,0,1,0,0,0,0,1,8.9,8.9,0.1%,BAL,17,2023,te
18,Durham Smythe,3,3,54,18.0,22,1,0,0,0,0,0,1,8.4,8.4,0.6%,CHI,17,2023,te
19,Daniel Bellinger,4,4,39,9.8,18,0,0,0,0,0,0,1,7.9,7.9,1.1%,NYG,17,2023,te
20,Gerald Everett,4,9,31,7.8,22,1,0,1,6,0,0,1,7.7,7.7,1.4%,FA,17,2023,te
21,Mike Gesicki,4,6,35,8.8,14,0,0,0,0,0,0,1,7.5,7.5,19.3%,CIN,17,2023,te
22,Pat Freiermuth,3,4,44,14.7,25,1,0,0,0,0,0,1,7.4,7.4,23.9%,PIT,17,2023,te
23,Jake Ferguson,4,6,33,8.3,9,0,0,0,0,0,0,1,7.3,7.3,68.7%,DAL,17,2023,te
24,Robert Tonyan,3,4,40,13.3,24,1,0,0,0,0,0,1,7.0,7.0,0.0%,KC,17,2023,te
25,Tanner Hudson,3,7,38,12.7,15,0,0,0,0,0,0,1,6.8,6.8,1.2%,CIN,17,2023,te
26,Chig Okonkwo,3,4,34,11.3,21,1,0,0,0,0,0,1,6.4,6.4,18.4%,TEN,17,2023,te
27,George Kittle,3,4,29,9.7,18,0,0,0,0,0,0,1,5.9,5.9,99.2%,SF,17,2023,te
28,Colby Parkinson,2,3,38,19.0,20,1,0,0,0,0,0,1,5.8,5.8,1.1%,LAR,17,2023,te
29,Austin Hooper,3,3,28,9.3,13,0,0,0,0,0,0,1,5.8,5.8,2.4%,NE,17,2023,te
30,Drew Sample,3,4,21,7.0,11,0,0,0,0,0,0,1,5.1,5.1,0.6%,CIN,17,2023,te
31,Logan Thomas,3,4,20,6.7,8,0,0,0,0,0,0,1,5.0,5.0,0.0%,FA,17,2023,te
32,Kenny Yeboah,2,3,28,14.0,20,1,0,0,0,0,0,1,4.8,4.8,0.0%,DET,17,2023,te
33,Noah Gray,3,4,17,5.7,16,0,0,0,0,0,0,1,4.7,4.7,6.9%,KC,17,2023,te
34,Travis Kelce,3,4,16,5.3,10,0,0,0,0,0,0,1,4.6,4.6,96.2%,KC,17,2023,te
35,Stone Smartt,2,2,23,11.5,18,0,0,0,0,0,0,1,4.3,4.3,1.5%,NYJ,17,2023,te
36,Elijah Higgins,2,2,21,10.5,14,0,0,0,0,0,0,1,4.1,4.1,0.9%,ARI,17,2023,te
37,Dalton Schultz,2,4,19,9.5,12,0,0,0,0,0,0,1,3.9,3.9,12.1%,HOU,17,2023,te
38,Jordan Akins,1,1,28,28.0,28,1,0,0,0,0,0,1,3.8,3.8,1.0%,FA,17,2023,te
39,Mo Alie-Cox,2,3,18,9.0,14,0,0,0,0,0,0,1,3.8,3.8,0.6%,IND,17,2023,te
40,Lucas Krull,2,2,14,7.0,11,0,0,0,0,0,0,1,3.4,3.4,1.8%,DEN,17,2023,te
41,Harrison Bryant,2,3,14,7.0,9,0,0,0,0,0,0,1,3.4,3.4,0.0%,PHI,17,2023,te
42,Cade Otton,2,6,10,5.0,6,0,0,0,0,0,0,1,3.0,3.0,21.1%,TB,17,2023,te
43,Will Mallory,1,1,19,19.0,19,0,0,0,0,0,0,1,2.9,2.9,1.0%,IND,17,2023,te
44,Josh Oliver,1,2,17,17.0,17,0,0,0,0,0,0,1,2.7,2.7,1.1%,MIN,17,2023,te
45,MyCole Pruitt,1,1,14,14.0,14,0,0,0,0,0,0,1,2.4,2.4,1.0%,FA,17,2023,te
46,Foster Moreau,1,1,13,13.0,13,0,0,0,0,0,0,1,2.3,2.3,0.9%,NO,17,2023,te
47,Kylen Granson,1,3,13,13.0,13,0,0,0,0,0,0,1,2.3,2.3,0.7%,PHI,17,2023,te
48,Adam Trautman,1,2,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.7%,DEN,17,2023,te
49,Julian Hill,1,1,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.6%,MIA,17,2023,te
50,Luke Farrell,1,1,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.6%,SF,17,2023,te
51,John Bates,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.6%,WAS,17,2023,te
52,Ben Sims,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,GB,17,2023,te
53,Kevin Rader,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,FA,17,2023,te
54,Peyton Hendershot,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,FA,17,2023,te
55,Tommy Tremble,1,3,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.6%,CAR,17,2023,te
56,Kyle Pitts Sr.,1,5,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,63.1%,ATL,17,2023,te
57,James Mitchell,1,1,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,0.0%,CAR,17,2023,te
58,Eric Saubert,1,1,2,2.0,2,0,0,0,0,0,0,1,1.2,1.2,1.8%,SEA,17,2023,te
59,Brenton Strange,1,2,1,1.0,1,0,0,0,0,0,0,1,1.1,1.1,24.2%,JAC,17,2023,te
60,Darnell Washington,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.7%,PIT,17,2023,te
61,Stephen Sullivan,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,17,2023,te
62,Mitchell Wilcox,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,MIA,17,2023,te
63,Mitchell Fraboni,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,DEN,17,2023,te
64,Cole Kmet,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,10.3%,CHI,17,2023,te
65,Travis Vokolek,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,ARI,17,2023,te
66,Nate Adkins,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,DEN,17,2023,te
67,Davis Allen,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,LAR,17,2023,te
68,Grant Calcaterra,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,PHI,17,2023,te
69,Tucker Fisk,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,LAC,17,2023,te
70,Brayden Willis,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,SF,17,2023,te
71,Payne Durham,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,TB,17,2023,te
72,Luke Schoonmaker,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.6%,DAL,17,2023,te
73,Rodney Williams,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,17,2023,te
74,Connor Heyward,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,PIT,17,2023,te
75,Jonnu Smith,0,4,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,62.9%,PIT,17,2023,te
76,Dawson Knox,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.9%,BUF,17,2023,te
77,Ian Thomas,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,LV,17,2023,te
78,Pharaoh Brown,1,1,5,5.0,5,0,0,0,0,0,1,1,-0.5,-0.5,0.1%,MIA,17,2023,te
1,Evan Engram,10,13,79,7.9,17,0,1,0,0,0,0,1,23.9,23.9,88.0%,DEN,18,2023,te
2,Dalton Kincaid,7,8,84,12.0,29,2,0,0,0,0,0,1,15.4,15.4,77.9%,BUF,18,2023,te
3,Sam LaPorta,5,7,29,5.8,9,0,1,0,0,0,0,1,13.9,13.9,98.8%,DET,18,2023,te
4,Will Dissly,3,3,46,15.3,21,1,1,0,0,0,0,1,13.6,13.6,3.4%,LAC,18,2023,te
5,Donald Parham Jr.,5,6,83,16.6,24,1,0,0,0,0,0,1,13.3,13.3,1.0%,PIT,18,2023,te
6,Jake Ferguson,6,6,69,11.5,16,0,0,0,0,0,0,1,12.9,12.9,68.7%,DAL,18,2023,te
7,Trey McBride,3,6,34,11.3,25,1,1,0,0,0,0,1,12.4,12.4,99.2%,ARI,18,2023,te
8,Taysom Hill,4,4,28,7.0,11,0,0,6,51,0,0,1,11.9,11.9,6.7%,NO,18,2023,te
9,Jonnu Smith,3,3,29,9.7,15,0,1,0,0,0,0,1,11.9,11.9,62.9%,PIT,18,2023,te
10,Isaiah Likely,2,2,31,15.5,27,1,1,0,0,0,0,1,11.1,11.1,33.9%,BAL,18,2023,te
